dataset_name,seed,number_of_attributes,percentage_of_numeric_features,number_of_instances,number_of_class,proportion_of_attributes_per_instances,number_of_classes_per_attributes,number_of_instances_per_class,proportion_of_min_to_max_instance_per_class,proportion_of_attributes_with_outliers,minimum_continuous_mutual_information,maximum_continuous_mutual_information,minimum_discrete_mutual_information,maximum_discrete_mutual_information,equivalent_number_of_continuous_attributes,equivalent_number_of_discrete_attributes,noise_signal_ratio_of_continuous_attributes,noise_signal_ratio_of_discrete_attributes,normal_training_loss,normal_testing_loss,batch_normalisation_training_loss,batch_normalisation_testing_loss,dropout_training_loss,dropout_testing_loss,layer_normalisation_training_loss,layer_normalisation_testing_loss,SMOTE_training_loss,SMOTE_testing_loss,prune_training_loss,prune_testing_loss,weight_decay_training_loss,weight_decay_testing_loss,weight_normalisation_training_loss,weight_normalisation_testing_loss,weight_perturbation_training_loss,weight_perturbation_testing_loss,best_training_technique,best_testing_technique
Ring,39670,14,1.0,7400,2,0.0018918918918918,0.1428571428571428,3700.0,0.9807280513918628,1.0,0.0741616030999487,0.1079730333299107,0.0,0.0,1.0921678273680868,1.0,-0.1898819795708196,inf,"[0.3257235586643219, 0.3260490894317627, 0.3253012001514435, 0.32762399315834045, 0.3253007233142853]","[0.3626984655857086, 0.3613603115081787, 0.3635604679584503, 0.3675175607204437, 0.36358240246772766]","[0.3189290165901184, 0.31811997294425964, 0.31748825311660767, 0.31790924072265625, 0.3185428977012634]","[0.37397676706314087, 0.37215718626976013, 0.37762847542762756, 0.3812531530857086, 0.37893033027648926]","[0.32563865184783936, 0.3260902166366577, 0.329721599817276, 0.3283681273460388, 0.3265039622783661]","[0.38003548979759216, 0.3778093457221985, 0.37496742606163025, 0.3736957609653473, 0.37948811054229736]","[0.3276210129261017, 0.325298011302948, 0.32466527819633484, 0.3259317874908447, 0.8046042323112488]","[0.35896244645118713, 0.3675195872783661, 0.3657272160053253, 0.370727002620697, 0.8132613301277161]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.3781721293926239, 0.32927289605140686, 0.32958707213401794, 0.33566150069236755, 0.3329779803752899]","[0.3922558128833771, 0.37111905217170715, 0.3646920919418335, 0.36835452914237976, 0.37285420298576355]","[0.6931338906288147, 0.6931475400924683, 0.6930213570594788, 0.6931439638137817, 0.693074643611908]","[0.6931479573249817, 0.6931479573249817, 0.6931868195533752, 0.6931606531143188, 0.6933162808418274]","[0.32487952709198, 0.3267792761325836, 0.3250908851623535, 0.3253012001514435, 0.3248785436153412]","[0.36277326941490173, 0.3568114638328552, 0.35765355825424194, 0.3612634837627411, 0.3647896647453308]","[0.8056604862213135, 0.8134729862213135, 0.8255084753036499, 0.8153733015060425, 0.804604709148407]","[0.8132618069648743, 0.8132618069648743, 0.8132620453834534, 0.8132618069648743, 0.8132618069648743]",batch_normalisation,weight_normalisation
Ring,50193,18,1.0,7400,2,0.0024324324324324,0.1111111111111111,3700.0,0.9807280513918628,1.0,0.0738003431620768,0.1026941317107024,0.0,0.0,1.0917818806363049,1.0,-0.3673720905929471,inf,"[0.3196001350879669, 0.31960076093673706, 0.3187559247016907, 0.3174886405467987, 0.3187556862831116]","[0.3540990948677063, 0.34716179966926575, 0.3512657880783081, 0.35132813453674316, 0.35114455223083496]","[0.31516411900520325, 0.3165823817253113, 0.31562188267707825, 0.3149525821208954, 0.31453150510787964]","[0.3588852286338806, 0.36235031485557556, 0.3613034784793854, 0.35293343663215637, 0.362137109041214]","[0.31891438364982605, 0.3210836350917816, 0.3183441758155823, 0.31878745555877686, 0.3171033263206482]","[0.3552388846874237, 0.36545324325561523, 0.37068021297454834, 0.3612614870071411, 0.35917115211486816]","[0.3219199776649475, 0.3212864398956299, 0.32044216990470886, 0.4265167713165283, 0.32086408138275146]","[0.35223254561424255, 0.3513372540473938, 0.3524307608604431, 0.4375876486301422, 0.3539591133594513]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.3208652138710022, 0.32326754927635193, 0.34432706236839294, 0.31823137402534485, 0.31999918818473816]","[0.3520136773586273, 0.3497947156429291, 0.3686620891094208, 0.3499913513660431, 0.34633174538612366]","[0.692986249923706, 0.6930206418037415, 0.6931585669517517, 0.6932003498077393, 0.6931288242340088]","[0.6931636929512024, 0.6931610107421875, 0.6931787133216858, 0.6931621432304382, 0.6932076215744019]","[0.3181222081184387, 0.31896671652793884, 0.3189668357372284, 0.31769999861717224, 0.3185443580150604]","[0.35101422667503357, 0.34583979845046997, 0.35223546624183655, 0.34784814715385437, 0.35009410977363586]","[0.8250861167907715, 0.802704393863678, 0.8119949102401733, 0.8092498779296875, 0.8172736763954163]","[0.8186672329902649, 0.8078563809394836, 0.8078563809394836, 0.8078563809394836, 0.8078563809394836]",batch_normalisation,weight_normalisation
Ring,40619,11,1.0,7400,2,0.0014864864864864,0.1818181818181818,3700.0,0.9807280513918628,1.0,0.075979240769767,0.1082942734065532,0.0,0.0,1.0906264791718212,1.0,0.0478442755705076,inf,"[0.33353322744369507, 0.33649203181266785, 0.336914598941803, 0.33543601632118225, 0.3345916271209717]","[0.3903159499168396, 0.3867725729942322, 0.3845900297164917, 0.3800450265407562, 0.38018831610679626]","[0.324108362197876, 0.3236749470233917, 0.32732897996902466, 0.3244573771953583, 0.32428717613220215]","[0.39558422565460205, 0.4010792076587677, 0.404413104057312, 0.3997175693511963, 0.39560285210609436]","[0.345014363527298, 0.3406771123409271, 0.3466207683086395, 0.34167757630348206, 0.3424166142940521]","[0.3942159414291382, 0.3985687494277954, 0.3965572118759155, 0.3925432562828064, 0.391432523727417]","[0.33458906412124634, 0.346752405166626, 0.3358568549156189, 0.3462030589580536, 0.33121150732040405]","[0.3850216865539551, 0.3870365619659424, 0.39073535799980164, 0.3751818835735321, 0.3807567059993744]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.3397959768772125, 0.36068278551101685, 0.3459237813949585, 0.3414847254753113, 0.34412071108818054]","[0.3797970414161682, 0.39357754588127136, 0.3862302303314209, 0.38610321283340454, 0.38440537452697754]","[0.6931536793708801, 0.6931628584861755, 0.693215012550354, 0.6931293606758118, 0.6931732892990112]","[0.6931922435760498, 0.6928631067276001, 0.6941805481910706, 0.6933414340019226, 0.6932724118232727]","[0.33522486686706543, 0.33480334281921387, 0.3377586603164673, 0.33754822611808777, 0.33480194211006165]","[0.3877137005329132, 0.3850468099117279, 0.38559696078300476, 0.3782707452774048, 0.38265275955200195]","[0.8100945949554443, 0.8115546107292175, 0.818329393863678, 0.8172736763954163, 0.8090388774871826]","[0.788937509059906, 0.7889372110366821, 0.788937509059906, 0.788937509059906, 0.788937509059906]",batch_normalisation,layer_normalisation
Ring,32228,17,1.0,7400,2,0.0022972972972972,0.1176470588235294,3700.0,0.9807280513918628,1.0,0.0726775916147151,0.1050734559017865,0.0,0.0,1.090124892971026,1.0,-0.3183687005877529,inf,"[0.31981179118156433, 0.3191779851913452, 0.31833335757255554, 0.31917804479599, 0.31854450702667236]","[0.3581429719924927, 0.3579910695552826, 0.3515315055847168, 0.35336196422576904, 0.3571931719779968]","[0.3155866265296936, 0.3155902624130249, 0.3145310878753662, 0.3153754472732544, 0.3149527609348297]","[0.35860130190849304, 0.3663620352745056, 0.3610486388206482, 0.3635936379432678, 0.3629707098007202]","[0.31985190510749817, 0.3192731738090515, 0.32054123282432556, 0.31980809569358826, 0.3191283643245697]","[0.36201122403144836, 0.36583006381988525, 0.36784055829048157, 0.36982259154319763, 0.36477935314178467]","[0.32107654213905334, 0.3210754096508026, 0.3195973336696625, 0.3297760486602783, 0.8062935471534729]","[0.35170188546180725, 0.3536384105682373, 0.35530075430870056, 0.35987722873687744, 0.8112344741821289]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.3212036192417145, 0.3212026059627533, 0.3217635452747345, 0.3205725848674774, 0.3281362056732178]","[0.3496837913990021, 0.36104723811149597, 0.35462287068367004, 0.3594237267971039, 0.3609602749347687]","[0.693115234375, 0.6931131482124329, 0.6931495666503906, 0.6930674910545349, 0.6931296586990356]","[0.6931526064872742, 0.6931635737419128, 0.6931466460227966, 0.693170964717865, 0.6932746767997742]","[0.3200218677520752, 0.3208668529987335, 0.3196009397506714, 0.31981131434440613, 0.3179110586643219]","[0.3557635545730591, 0.35209062695503235, 0.35367679595947266, 0.35616329312324524, 0.3553069233894348]","[0.8079831004142761, 0.8077719807624817, 0.8115726113319397, 0.8048158884048462, 0.8062939047813416]","[0.8112347722053528, 0.8112347722053528, 0.8112347722053528, 0.8112347722053528, 0.8112347722053528]",batch_normalisation,weight_normalisation
Ring,93361,18,1.0,7400,2,0.0024324324324324,0.1111111111111111,3700.0,0.9807280513918628,1.0,0.0733260470090115,0.1059653122737991,0.0,0.0,1.0915021297435377,1.0,-0.3655204384880774,inf,"[0.3191782236099243, 0.31896695494651794, 0.3181222975254059, 0.3193891942501068, 0.31833356618881226]","[0.3514976501464844, 0.3529016971588135, 0.34834662079811096, 0.3471986651420593, 0.3471871614456177]","[0.31516391038894653, 0.31643059849739075, 0.315859317779541, 0.3141082227230072, 0.3151666820049286]","[0.3585495054721832, 0.3612050712108612, 0.35523271560668945, 0.3518151044845581, 0.3573656380176544]","[0.31834664940834045, 0.31875914335250854, 0.31871849298477173, 0.32026147842407227, 0.3186255395412445]","[0.3629329800605774, 0.3633255064487457, 0.36107030510902405, 0.36518678069114685, 0.3583970069885254]","[0.32001960277557373, 0.3233979642391205, 0.31938624382019043, 0.3240315020084381, 0.32023048400878906]","[0.3527534306049347, 0.34745797514915466, 0.3487311899662018, 0.353415846824646, 0.35033056139945984]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.3191264867782593, 0.32166969776153564, 0.31973719596862793, 0.3215608596801758, 0.3275202512741089]","[0.3508348762989044, 0.3539811074733734, 0.34809982776641846, 0.3494650423526764, 0.350717157125473]","[0.6931489706039429, 0.6931443810462952, 0.6931546926498413, 0.6931637525558472, 0.6931712627410889]","[0.6931813955307007, 0.6931053400039673, 0.6932012438774109, 0.6932676434516907, 0.6933291554450989]","[0.3191775679588318, 0.3200226426124573, 0.3174905478954315, 0.3189668655395508, 0.31917804479599]","[0.34813064336776733, 0.3512589931488037, 0.3505282998085022, 0.3483707010746002, 0.3480640947818756]","[0.8126283884048462, 0.8115726113319397, 0.811150312423706, 0.8117837905883789, 0.8141064047813416]","[0.7943428754806519, 0.7943428754806519, 0.7943428754806519, 0.7943428754806519, 0.8321807384490967]",batch_normalisation,weight_normalisation
Ring,49645,19,1.0,7400,2,0.0025675675675675,0.1052631578947368,3700.0,0.9807280513918628,1.0,0.0730713028417362,0.1036828095165134,0.0,0.0,1.0897322650371384,1.0,-0.3875627041733482,inf,"[0.316010981798172, 0.3191785514354706, 0.31812554597854614, 0.31812071800231934, 0.31727778911590576]","[0.3411925137042999, 0.3447002172470093, 0.34438544511795044, 0.34308329224586487, 0.3405674695968628]","[0.31410831212997437, 0.31537529826164246, 0.3155866265296936, 0.31474241614341736, 0.3147418200969696]","[0.3514271080493927, 0.35634082555770874, 0.3509552478790283, 0.35200849175453186, 0.349159836769104]","[0.3159554600715637, 0.3171195685863495, 0.31804215908050537, 0.3182334899902344, 0.3186827003955841]","[0.3512330949306488, 0.3495914936065674, 0.35055023431777954, 0.35021939873695374, 0.3457924425601959]","[0.31854161620140076, 0.3198086619377136, 0.8178826570510864, 0.31811919808387756, 0.32023054361343384]","[0.3426566421985626, 0.3468935787677765, 0.8071572780609131, 0.34932178258895874, 0.3421163856983185]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.3193231225013733, 0.3270789384841919, 0.3273002505302429, 0.3171108663082123, 0.32062146067619324]","[0.337704598903656, 0.3487231433391571, 0.3429091274738312, 0.3438296318054199, 0.34180429577827454]","[0.6930030584335327, 0.6930844187736511, 0.6931865811347961, 0.6931278705596924, 0.6930680871009827]","[0.6935513019561768, 0.6933245062828064, 0.6931169033050537, 0.6931734085083008, 0.693446934223175]","[0.3172776699066162, 0.3183334767818451, 0.31938886642456055, 0.3170674443244934, 0.31748878955841064]","[0.3405442535877228, 0.3413102924823761, 0.3439888656139374, 0.3385627865791321, 0.33914756774902344]","[0.8018597960472107, 0.8058716058731079, 0.808616578578949, 0.807349681854248, 0.8219189047813416]","[0.8193429112434387, 0.8193429112434387, 0.8193429112434387, 0.8193429112434387, 0.8071807026863098]",batch_normalisation,weight_normalisation
Ring,43789,20,1.0,762,2,0.0262467191601049,0.1,381.0,0.9792207792207792,1.0,0.0448668303840431,0.1357579969017548,0.0,0.0,1.0917704695134542,1.0,-0.4305734936063958,inf,"[0.31536194682121277, 0.31535595655441284, 0.31330686807632446, 0.3153546154499054, 0.31535711884498596]","[0.337110698223114, 0.3305322527885437, 0.3322266638278961, 0.3347605764865875, 0.3233298659324646]","[0.31535598635673523, 0.31329622864723206, 0.315355122089386, 0.3173998296260834, 0.31944674253463745]","[0.3566682040691376, 0.3588135838508606, 0.3512098491191864, 0.35536202788352966, 0.35154351592063904]","[0.3154812753200531, 0.3137322664260864, 0.3134954869747162, 0.3154275417327881, 0.31356173753738403]","[0.3635081946849823, 0.33899635076522827, 0.36020731925964355, 0.35951700806617737, 0.3208317160606384]","[0.6619976162910461, 0.8060732483863831, 0.8081264495849609, 0.5145010352134705, 0.817358136177063]","[0.7109830975532532, 0.855743408203125, 0.8557431101799011, 0.5158826112747192, 0.8557432293891907]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.3174373209476471, 0.3181348741054535, 0.31763002276420593, 0.3174545168876648, 0.3154776990413666]","[0.33000263571739197, 0.33870235085487366, 0.3404519855976105, 0.34786537289619446, 0.34093087911605835]","[0.6931464672088623, 0.6931577324867249, 0.6932065486907959, 0.6930257678031921, 0.6931293606758118]","[0.6931896805763245, 0.6930878758430481, 0.6947377920150757, 0.6950065493583679, 0.6928709745407104]","[0.31535211205482483, 0.3133140206336975, 0.31330427527427673, 0.31535762548446655, 0.31534624099731445]","[0.3210100829601288, 0.33306998014450073, 0.3353564143180847, 0.33987441658973694, 0.3214966058731079]","[0.8142884969711304, 0.820448637008667, 0.8183952569961548, 0.8245553970336914, 0.8173600435256958]","[0.7707781195640564, 0.7707781195640564, 0.7707781195640564, 0.7707781195640564, 0.8557454347610474]",dropout,weight_normalisation
Ring,17627,20,1.0,1910,2,0.0104712041884816,0.1,955.0,0.9813278008298756,1.0,0.0617172457988095,0.1228926240428247,0.0,0.0,1.0891123299811138,1.0,-0.4143035794789014,inf,"[0.31573590636253357, 0.3173724412918091, 0.3157340884208679, 0.3132806122303009, 0.31655004620552063]","[0.3393102288246155, 0.33322009444236755, 0.3329506814479828, 0.3371098041534424, 0.33397236466407776]","[0.31573212146759033, 0.3140975534915924, 0.31409505009651184, 0.3132782280445099, 0.3140944540500641]","[0.34175238013267517, 0.34967464208602905, 0.34670788049697876, 0.34268811345100403, 0.34584110975265503]","[0.3149600923061371, 0.3154209554195404, 0.31421491503715515, 0.3139764070510864, 0.3164750933647156]","[0.3647686243057251, 0.3458281457424164, 0.37181034684181213, 0.3505827784538269, 0.35300666093826294]","[0.32963263988494873, 0.32392555475234985, 0.3214559555053711, 0.8120335340499878, 0.375415563583374]","[0.3590320348739624, 0.34557729959487915, 0.3397245705127716, 0.7844644784927368, 0.38317009806632996]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.31676653027534485, 0.31805938482284546, 0.3161531090736389, 0.3169145882129669, 0.31595081090927124]","[0.3462255299091339, 0.33716580271720886, 0.3351139426231384, 0.34349489212036133, 0.3444352149963379]","[0.6931432485580444, 0.6930979490280151, 0.693147599697113, 0.6931477785110474, 0.6931477785110474]","[0.6931177377700806, 0.6935991644859314, 0.6936351656913757, 0.6931627988815308, 0.693139374256134]","[0.3157348930835724, 0.3149179220199585, 0.3149164915084839, 0.316550612449646, 0.3141169548034668]","[0.3392511308193207, 0.33704301714897156, 0.3356379270553589, 0.3364342153072357, 0.34305739402770996]","[0.809170126914978, 0.8198084235191345, 0.8099884390830994, 0.8120352625846863, 0.8153058886528015]","[0.784466028213501, 0.784466028213501, 0.8420576453208923, 0.784466028213501, 0.784466028213501]",batch_normalisation,normal
Ring,23988,20,1.0,2399,2,0.0083368070029178,0.1,1199.5,0.981007431874484,1.0,0.0685784139502585,0.1006171177732575,0.0,0.0,1.0900045126234317,1.0,-0.4198698133798592,inf,"[0.31523045897483826, 0.8161932826042175, 0.31457945704460144, 0.803813099861145, 0.8139127492904663]","[0.35075563192367554, 0.8049284219741821, 0.3546144962310791, 0.8215925097465515, 0.8215951323509216]","[0.8011913299560547, 0.8161914348602295, 0.8298741579055786, 0.8220564723014832, 0.8126106262207031]","[0.8215781450271606, 0.8049283623695374, 0.8049284219741821, 0.8049284219741821, 0.8049284219741821]","[0.8253138661384583, 0.8161932826042175, 0.8298741579055786, 0.822708010673523, 0.31647157669067383]","[0.8049284219741821, 0.8049284219741821, 0.8049284219741821, 0.8049284219741821, 0.35635924339294434]","[0.8012065291404724, 0.8161933422088623, 0.8298741579055786, 0.822708010673523, 0.8139128088951111]","[0.8215917348861694, 0.8049284219741821, 0.8049284219741821, 0.8049284219741821, 0.8215951323509216]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.3197387754917145, 0.3156625032424927, 0.3261144757270813, 0.31780803203582764, 0.3156627118587494]","[0.34973064064979553, 0.35010114312171936, 0.36592331528663635, 0.3581386208534241, 0.351457804441452]","[0.6933824419975281, 0.6940430998802185, 0.6935088634490967, 0.6932564973831177, 0.6931654214859009]","[0.6930705308914185, 0.693391740322113, 0.6958551406860352, 0.6941991448402405, 0.6932254433631897]","[0.31718316674232483, 0.3152390122413635, 0.31717994809150696, 0.31653138995170593, 0.3145756721496582]","[0.36053866147994995, 0.3519963026046753, 0.35154232382774353, 0.3516833782196045, 0.35168009996414185]","[0.8012096285820007, 0.44070738554000854, 0.7966493964195251, 0.822708010673523, 0.8126107454299927]","[0.8215951323509216, 0.44281205534935, 0.8215951323509216, 0.8049284219741821, 0.8049284219741821]",weight_normalisation,weight_normalisation
Ring,13631,20,1.0,3729,2,0.0053633681952266,0.1,1864.5,0.9803505045140732,1.0,0.0749989743363555,0.1087750286200304,0.0,0.0,1.0878406145996324,1.0,-0.4061801695848929,inf,"[0.31578528881073, 0.3153672218322754, 0.3149474859237671, 0.3157844841480255, 0.31662189960479736]","[0.34632647037506104, 0.3459131121635437, 0.34317463636398315, 0.345459908246994, 0.3437262773513794]","[0.3136875629425049, 0.3141065537929535, 0.3145264685153961, 0.31410735845565796, 0.3136880099773407]","[0.3554742932319641, 0.3520197868347168, 0.3652452230453491, 0.35962122678756714, 0.351260781288147]","[0.31542763113975525, 0.3154034912586212, 0.3153761029243469, 0.31651660799980164, 0.31619521975517273]","[0.363068550825119, 0.36282628774642944, 0.3517208993434906, 0.3637702763080597, 0.3498876988887787]","[0.8006883263587952, 0.7960748076438904, 0.8203856348991394, 0.36686185002326965, 0.3170347809791565]","[0.8347094655036926, 0.8347054719924927, 0.7918131947517395, 0.37702271342277527, 0.3434295356273651]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.3159281015396118, 0.31559520959854126, 0.31603556871414185, 0.31959813833236694, 0.3157157003879547]","[0.34880709648132324, 0.3501897156238556, 0.3548971116542816, 0.3473281264305115, 0.3438485860824585]","[0.6929661631584167, 0.6928203701972961, 0.6930886507034302, 0.6928310394287109, 0.6931288838386536]","[0.6938756108283997, 0.6940476298332214, 0.6935563683509827, 0.6946547031402588, 0.6933652758598328]","[0.3157855272293091, 0.31620535254478455, 0.3145279884338379, 0.3170406222343445, 0.31494641304016113]","[0.34452539682388306, 0.34573307633399963, 0.3481810390949249, 0.3447795510292053, 0.34138911962509155]","[0.8006884455680847, 0.7960782051086426, 0.8203867077827454, 0.7962948679924011, 0.8092818856239319]","[0.8347094655036926, 0.8347094655036926, 0.7918140292167664, 0.8347094655036926, 0.8347094655036926]",batch_normalisation,normal
Ring,45434,20,1.0,4382,2,0.0045641259698767,0.1,2191.0,0.981012658227848,1.0,0.0657047144516171,0.1133373632138479,0.0,0.0,1.0902774944558546,1.0,-0.4215505328519623,inf,"[0.31683534383773804, 0.3157675564289093, 0.31647926568984985, 0.31790581345558167, 0.3168359100818634]","[0.34384065866470337, 0.34092891216278076, 0.34787777066230774, 0.34009143710136414, 0.33848944306373596]","[0.31469351053237915, 0.3146935999393463, 0.3154068887233734, 0.31647616624832153, 0.31505087018013]","[0.3460128903388977, 0.3519449532032013, 0.35105955600738525, 0.3420834541320801, 0.34420618414878845]","[0.315266877412796, 0.31705743074417114, 0.31685444712638855, 0.3217361569404602, 0.3168240487575531]","[0.3453138768672943, 0.3589553236961365, 0.356046587228775, 0.3609839081764221, 0.3459289073944092]","[0.3204014003276825, 0.8196701407432556, 0.31790634989738464, 0.8064854741096497, 0.3189699649810791]","[0.3473334312438965, 0.8252231478691101, 0.34148746728897095, 0.8012888431549072, 0.3469323217868805]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.31826522946357727, 0.31710246205329895, 0.31818804144859314, 0.32099971175193787, 0.3168362081050873]","[0.34262871742248535, 0.34634846448898315, 0.3436533808708191, 0.3515121638774872, 0.346120685338974]","[0.6931485533714294, 0.6931037902832031, 0.693114161491394, 0.6930966377258301, 0.693109929561615]","[0.6930832862854004, 0.6930455565452576, 0.6930772066116333, 0.6930325627326965, 0.6933638453483582]","[0.3175491988658905, 0.315765380859375, 0.31683582067489624, 0.3175486922264099, 0.3164791166782379]","[0.33739808201789856, 0.3430486023426056, 0.3439550995826721, 0.3374488651752472, 0.33733609318733215]","[0.8121917843818665, 0.8068423271179199, 0.8068423867225647, 0.806485652923584, 0.8189678192138672]","[0.8012890815734863, 0.8012890815734863, 0.8012890815734863, 0.8012890815734863, 0.8012890815734863]",batch_normalisation,weight_normalisation
Ring,35677,20,1.0,4798,2,0.0041684035014589,0.1,2399.0,0.981007431874484,1.0,0.0701947567891343,0.1194065072594305,0.0,0.0,1.0904243281406634,1.0,-0.4224504098972265,inf,"[0.317176878452301, 0.3168511688709259, 0.3175029754638672, 0.3178262710571289, 0.31587323546409607]","[0.34273073077201843, 0.343971848487854, 0.3401726484298706, 0.3399125039577484, 0.34055793285369873]","[0.8070690035820007, 0.33908990025520325, 0.8041412830352783, 0.8137502670288086, 0.8071321249008179]","[0.8153408765792847, 0.3522801995277405, 0.8153451085090637, 0.81117844581604, 0.8152377605438232]","[0.8194506764411926, 0.31801363825798035, 0.31787723302841187, 0.8137502670288086, 0.31522125005722046]","[0.8111782073974609, 0.34204795956611633, 0.34772175550460815, 0.81117844581604, 0.3499737083911896]","[0.6409502625465393, 0.8025124669075012, 0.8223823308944702, 0.8127729892730713, 0.6590779423713684]","[0.6486795544624329, 0.8153449296951294, 0.81117844581604, 0.8153447508811951, 0.6746645569801331]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.8194504380226135, 0.32420942187309265, 0.31731075048446655, 0.32303035259246826, 0.31628191471099854]","[0.8111779689788818, 0.34710636734962463, 0.3369022607803345, 0.3463730812072754, 0.3365734815597534]","[0.6931111812591553, 0.6930747628211975, 0.6931717991828918, 0.6932517290115356, 0.6933633685112]","[0.6931784152984619, 0.6931779980659485, 0.6931433081626892, 0.6933110952377319, 0.6931964159011841]","[0.3165256083011627, 0.31587404012680054, 0.31685149669647217, 0.31619957089424133, 0.8192858695983887]","[0.33981212973594666, 0.3398648798465729, 0.34303510189056396, 0.3436877131462097, 0.8111753463745117]","[0.8070728778839111, 0.8025126457214355, 0.8041412830352783, 0.8127734065055847, 0.8072377443313599]","[0.8153451085090637, 0.8153451085090637, 0.8153451085090637, 0.8153451085090637, 0.8153451085090637]",normal,normal
Ring,1644,20,1.0,6035,2,0.0033140016570008,0.1,3017.5,0.9806366918280276,1.0,0.07202031251534,0.1037829392576847,0.0,0.0,1.0902685231089055,1.0,-0.4214970064839786,inf,"[0.3153384029865265, 0.3166334629058838, 0.31611523032188416, 0.3163728713989258, 0.31637364625930786]","[0.3400154709815979, 0.3364853858947754, 0.3436759114265442, 0.3354620337486267, 0.3371550738811493]","[0.3143013119697571, 0.3137819766998291, 0.31378263235092163, 0.31481805443763733, 0.3137850761413574]","[0.3437291085720062, 0.3415919840335846, 0.3496621251106262, 0.34418463706970215, 0.35420095920562744]","[0.316238671541214, 0.3148192763328552, 0.3162344992160797, 0.3168235421180725, 0.31570255756378174]","[0.35305625200271606, 0.3523203730583191, 0.355305939912796, 0.3486396372318268, 0.3452502489089966]","[0.3202548325061798, 0.8075640797615051, 0.3171468675136566, 0.808212161064148, 0.31818148493766785]","[0.34293368458747864, 0.8053898811340332, 0.3480175733566284, 0.805389404296875, 0.3465335965156555]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.31658855080604553, 0.3155931830406189, 0.3149971067905426, 0.3181583285331726, 0.31714844703674316]","[0.3453022241592407, 0.3405981659889221, 0.3432474732398987, 0.3365401327610016, 0.3435215651988983]","[0.6931538581848145, 0.6931242346763611, 0.6930801868438721, 0.6931392550468445, 0.693173885345459]","[0.693096399307251, 0.693113386631012, 0.6930786371231079, 0.6931344270706177, 0.6930793523788452]","[0.3163743019104004, 0.3163742125034332, 0.31637394428253174, 0.31611472368240356, 0.3171498477458954]","[0.3381912410259247, 0.33824896812438965, 0.3373873233795166, 0.3389851152896881, 0.33901914954185486]","[0.8122260570526123, 0.8075652122497559, 0.8054937720298767, 0.8082138895988464, 0.812096893787384]","[0.8053910136222839, 0.8053910136222839, 0.8053910136222839, 0.8053910136222839, 0.8053910136222839]",batch_normalisation,weight_normalisation
Ring,85562,20,1.0,6720,2,0.0029761904761904,0.1,3360.0,0.9805481874447391,1.0,0.0736584627329808,0.1086730546521916,0.0,0.0,1.0899187689990528,1.0,-0.4193416909631874,inf,"[0.31721991300582886, 0.3165208399295807, 0.3172192871570587, 0.31768444180488586, 0.31652137637138367]","[0.3362595736980438, 0.32994863390922546, 0.33257022500038147, 0.33122995495796204, 0.33442947268486023]","[0.3158223032951355, 0.31512418389320374, 0.3144266903400421, 0.3151240050792694, 0.31465959548950195]","[0.34169256687164307, 0.3412116765975952, 0.3371119499206543, 0.34087684750556946, 0.33807051181793213]","[0.3170729875564575, 0.31904491782188416, 0.3163006007671356, 0.31720608472824097, 0.31863293051719666]","[0.34565648436546326, 0.3446834683418274, 0.34808585047721863, 0.3395742177963257, 0.3404916226863861]","[0.3179144561290741, 0.8064025640487671, 0.8119827508926392, 0.8191903829574585, 0.31907543540000916]","[0.3358878195285797, 0.807309091091156, 0.8073093295097351, 0.8192138671875, 0.3356153070926666]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.317643940448761, 0.31682369112968445, 0.31801754236221313, 0.3179103136062622, 0.31895577907562256]","[0.3322371244430542, 0.3340090811252594, 0.33369606733322144, 0.3348204791545868, 0.33268406987190247]","[0.6930989623069763, 0.6931024789810181, 0.6931456327438354, 0.6931673288345337, 0.6931420564651489]","[0.6931092143058777, 0.6931108236312866, 0.6931264400482178, 0.6931666135787964, 0.6931279897689819]","[0.31652191281318665, 0.3160563111305237, 0.31791651248931885, 0.31791624426841736, 0.317220538854599]","[0.3361489772796631, 0.33292892575263977, 0.33474740386009216, 0.3312026858329773, 0.3316969573497772]","[0.80628502368927, 0.8064029216766357, 0.8145405650138855, 0.8073329329490662, 0.8110529780387878]","[0.8073093891143799, 0.8073093891143799, 0.8192141652107239, 0.8073093891143799, 0.8073093891143799]",batch_normalisation,normal
