dataset_name,seed,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,baseline_training_loss,baseline_testing_loss,batch_normalisation_training_loss,batch_normalisation_testing_loss,dropout_training_loss,dropout_testing_loss,layer_normalisation_training_loss,layer_normalisation_testing_loss,prune_training_loss,prune_testing_loss,weight_normalisation_training_loss,weight_normalisation_testing_loss,best_training_technique,best_testing_technique,subset_type
White Wine Quality,29340,11.0,1.0,1561.0,5.0,141.9090909090909,0.4545454545454545,312.2,0.0733427362482369,0.9090909090909092,0.045129777351178,0.0,0.1294080984991694,1.0461636194427002,1.5468104426565372,"[1.249993920326233, 1.2648556232452393, 1.2547025680541992, 1.2531639337539673, 1.2625495195388794]","[1.3505951166152954, 1.334907054901123, 1.3506356477737427, 1.3511362075805664, 1.3451290130615234]","[1.2494362592697144, 1.2507041692733765, 1.225029468536377, 1.24220609664917, 1.23576021194458]","[1.3702682256698608, 1.3641477823257446, 1.3722200393676758, 1.3413010835647583, 1.3567754030227661]","[1.2736440896987915, 1.3003158569335938, 1.2795065641403198, 1.2940245866775513, 1.2813642024993896]","[1.3527237176895142, 1.3339229822158813, 1.3576021194458008, 1.3495512008666992, 1.3740733861923218]","[1.3147985935211182, 1.4599429368972778, 1.4479180574417114, 1.445373296737671, 1.3138761520385742]","[1.380441665649414, 1.4511595964431763, 1.451157569885254, 1.4511586427688599, 1.369605541229248]","[1.2856028079986572, 1.2963392734527588, 1.277112603187561, 1.29234778881073, 1.348356008529663]","[1.3614953756332397, 1.3281817436218262, 1.3518882989883423, 1.3368239402770996, 1.361681342124939]","[1.252726435661316, 1.2589576244354248, 1.2677432298660278, 1.2586312294006348, 1.262368083000183]","[1.351057767868042, 1.3310856819152832, 1.3641897439956665, 1.3385761976242065, 1.3525595664978027]",SMOTE,baseline,
White Wine Quality,41116,11.0,1.0,1796.0,5.0,163.27272727272728,0.4545454545454545,359.2,0.0735294117647058,0.9090909090909092,0.0547605464468018,0.0,0.1584438528420046,1.0562876525587597,1.09875340310592,"[1.2479066848754883, 1.248724102973938, 1.2960443496704102, 1.2595387697219849, 1.256582498550415]","[1.3980185985565186, 1.3627077341079712, 1.363850712776184, 1.3642377853393555, 1.3923817873001099]","[1.2193052768707275, 1.2222667932510376, 1.2371046543121338, 1.2590523958206177, 1.2227888107299805]","[1.409253478050232, 1.3857753276824951, 1.3712102174758911, 1.398903489112854, 1.3943686485290527]","[1.297317624092102, 1.2886072397232056, 1.3144354820251465, 1.2850673198699951, 1.281343936920166]","[1.3834714889526367, 1.3703621625900269, 1.3722751140594482, 1.3582561016082764, 1.3692333698272705]","[1.4475144147872925, 1.454005241394043, 1.4513944387435913, 1.3087282180786133, 1.4574869871139526]","[1.4492759704589844, 1.4492768049240112, 1.449277400970459, 1.3631905317306519, 1.449277639389038]","[1.2902733087539673, 1.2667447328567505, 1.314189076423645, 1.2898527383804321, 1.34104585647583]","[1.3775147199630737, 1.3790488243103027, 1.379748821258545, 1.3660876750946045, 1.3861781358718872]","[1.2509968280792236, 1.2404026985168457, 1.2706127166748047, 1.2638987302780151, 1.2409919500350952]","[1.3851699829101562, 1.3666579723358154, 1.3548511266708374, 1.3751776218414307, 1.3921587467193604]",SMOTE,dropout,
White Wine Quality,50064,11.0,1.0,2552.0,6.0,232.0,0.5454545454545454,425.3333333333333,0.0112749349522983,0.9090909090909092,0.0507508417954238,0.0191102824305877,0.1522139279778698,1.0520607310617696,1.3108529928406576,"[1.3868329524993896, 1.4149905443191528, 1.3922265768051147, 1.3895232677459717, 1.4144389629364014]","[1.5077085494995117, 1.4960315227508545, 1.500919222831726, 1.5066574811935425, 1.5153987407684326]","[1.3701852560043335, 1.378900408744812, 1.3733631372451782, 1.391495943069458, 1.3690948486328125]","[1.529546856880188, 1.5170845985412598, 1.5350233316421509, 1.5172697305679321, 1.5335931777954102]","[1.4231722354888916, 1.434317708015442, 1.4436252117156982, 1.434085726737976, 1.4270780086517334]","[1.5246025323867798, 1.5107942819595337, 1.491065263748169, 1.530239462852478, 1.5125130414962769]","[1.4564642906188965, 1.584928035736084, 1.591051697731018, 1.5971739292144775, 1.488814353942871]","[1.4908207654953003, 1.591538429260254, 1.591538429260254, 1.591538429260254, 1.5131306648254395]","[1.4375320672988892, 1.48208749294281, 1.4997689723968506, 1.4741533994674683, 1.4137768745422363]","[1.517106533050537, 1.506872534751892, 1.513619303703308, 1.5218101739883423, 1.530920386314392]","[1.3786900043487549, 1.4096523523330688, 1.3864929676055908, 1.3870563507080078, 1.4009286165237427]","[1.5186593532562256, 1.4941706657409668, 1.509703278541565, 1.5096216201782227, 1.5228245258331299]",SMOTE,baseline,
White Wine Quality,52492,11.0,1.0,3787.0,6.0,344.27272727272725,0.5454545454545454,631.1666666666666,0.0110981308411214,0.9090909090909092,0.050335814794543,0.0033519105745116,0.1663664616597362,1.0516241880466477,1.327353974674208,"[1.4314815998077393, 1.4814693927764893, 1.4272410869598389, 1.485197901725769, 1.4505668878555298]","[1.4862109422683716, 1.4977790117263794, 1.491525650024414, 1.498583197593689, 1.4903075695037842]","[1.445757508277893, 1.4950406551361084, 1.470922589302063, 1.4388573169708252, 1.4415833950042725]","[1.4975244998931885, 1.5006252527236938, 1.4921748638153076, 1.4979503154754639, 1.4903819561004639]","[1.4529532194137573, 1.4972106218338013, 1.4475213289260864, 1.4535237550735474, 1.4527204036712646]","[1.495388150215149, 1.520395278930664, 1.497788906097412, 1.4976115226745605, 1.5015898942947388]","[1.5871338844299316, 1.5933243036270142, 1.5879591703414917, 1.5933244228363037, 1.596398115158081]","[1.5910861492156982, 1.5910861492156982, 1.5910861492156982, 1.5910863876342773, 1.5910866260528564]","[1.4521621465682983, 1.470211386680603, 1.5121865272521973, 1.5638649463653564, 1.4584898948669434]","[1.5057622194290161, 1.493592619895935, 1.5036721229553223, 1.5548334121704102, 1.4881864786148071]","[1.4313749074935913, 1.4214450120925903, 1.4442648887634277, 1.449068546295166, 1.4104186296463013]","[1.4924043416976929, 1.496313452720642, 1.4969927072525024, 1.4897165298461914, 1.489061713218689]",SMOTE,baseline,
Wine Quality Red,17385,11.0,1.0,1192.0,5.0,108.36363636363636,0.4545454545454545,238.4,0.0173310225303292,1.0,0.0313276737711785,0.0,0.1153337772910332,1.031823550012897,1.7565277820414291,"[1.1066148281097412, 1.0855381488800049, 1.0973024368286133, 1.1050398349761963, 1.0854382514953613]","[1.2520041465759277, 1.2522097826004028, 1.2274373769760132, 1.2421704530715942, 1.2535758018493652]","[1.081118106842041, 1.0847374200820923, 1.0649209022521973, 1.070713758468628, 1.075249195098877]","[1.2619092464447021, 1.2804700136184692, 1.2485681772232056, 1.254462480545044, 1.2709357738494873]","[1.1389178037643433, 1.1339861154556274, 1.1205710172653198, 1.1526267528533936, 1.1135683059692383]","[1.2410993576049805, 1.2670788764953613, 1.2663167715072632, 1.2576314210891724, 1.257462501525879]","[1.2040528059005737, 1.1781452894210815, 1.415331244468689, 1.1697033643722534, 1.422526240348816]","[1.2897835969924927, 1.2521235942840576, 1.4194769859313965, 1.2580960988998413, 1.4194769859313965]","[1.1911256313323975, 1.1267703771591187, 1.1784298419952393, 1.1385871171951294, 1.1203817129135132]","[1.2349168062210083, 1.2632408142089844, 1.2817978858947754, 1.260880708694458, 1.2689093351364136]","[1.1210484504699707, 1.0988103151321411, 1.052835464477539, 1.0799453258514404, 1.0932966470718384]","[1.2568625211715698, 1.288913607597351, 1.2463637590408325, 1.230212926864624, 1.2613551616668701]",SMOTE,baseline,
Wine Quality Red,41827,11.0,1.0,630.0,2.0,57.27272727272727,0.1818181818181818,315.0,0.0918544194107452,0.9090909090909092,0.0106364059945803,0.0,0.0287948663946386,1.0106931736502418,1.4678103732518692,"[0.40763917565345764, 0.40019160509109497, 0.4001920223236084, 0.3877752423286438, 0.38758766651153564]","[0.40065163373947144, 0.40064555406570435, 0.40064603090286255, 0.40063175559043884, 0.4006281793117523]","[0.40759938955307007, 0.40014827251434326, 0.400166779756546, 0.3877403140068054, 0.3875543773174286]","[0.40060868859291077, 0.4006032347679138, 0.4006184935569763, 0.40059539675712585, 0.40059521794319153]","[0.40762510895729065, 0.40017297863960266, 0.40017199516296387, 0.3877883851528168, 0.3875827491283417]","[0.4006352722644806, 0.4006308913230896, 0.4006260335445404, 0.4006608724594116, 0.4006357789039612]","[0.4075545370578766, 0.4001103639602661, 0.4001103639602661, 0.38770341873168945, 0.38751915097236633]","[0.4005633294582367, 0.4005633294582367, 0.4005633294582367, 0.4005633294582367, 0.4005633294582367]","[0.40930625796318054, 0.4018777310848236, 0.40185222029685974, 0.3895764946937561, 0.38948842883110046]","[0.40238481760025024, 0.4023263454437256, 0.4023008942604065, 0.4023131728172302, 0.4024013578891754]","[0.40762555599212646, 0.4001874625682831, 0.4001789689064026, 0.3877909481525421, 0.3875804543495178]","[0.4006386697292328, 0.40064218640327454, 0.40063387155532837, 0.40064576268196106, 0.40062108635902405]",layer_normalisation,layer_normalisation,
Wine Quality Red,40409,11.0,1.0,1342.0,5.0,122.0,0.4545454545454545,268.4,0.0173310225303292,1.0,0.053275097125859,0.0,0.150874256734282,1.054719755586597,0.967491444013,"[1.1804835796356201, 1.1760777235031128, 1.1927649974822998, 1.190524935722351, 1.1821368932724]","[1.314357042312622, 1.3348766565322876, 1.356605887413025, 1.3390108346939087, 1.3466848134994507]","[1.1474109888076782, 1.1556470394134521, 1.179656982421875, 1.1685653924942017, 1.1595697402954102]","[1.3143446445465088, 1.3389657735824585, 1.3638923168182373, 1.3345139026641846, 1.3191957473754883]","[1.197381615638733, 1.2086204290390015, 1.2164703607559204, 1.2158089876174927, 1.2063735723495483]","[1.328974962234497, 1.325735092163086, 1.3507429361343384, 1.3605542182922363, 1.3529987335205078]","[1.2510647773742676, 1.4747509956359863, 1.2128751277923584, 1.2331610918045044, 1.2234442234039307]","[1.353165864944458, 1.473598599433899, 1.3336881399154663, 1.3422988653182983, 1.3386980295181274]","[1.2395833730697632, 1.206180453300476, 1.2220076322555542, 1.2132694721221924, 1.2540837526321411]","[1.3490533828735352, 1.3528841733932495, 1.3386310338974, 1.3436905145645142, 1.3371177911758423]","[1.1747267246246338, 1.1802033185958862, 1.1891810894012451, 1.1788172721862793, 1.2065476179122925]","[1.3229390382766724, 1.346003770828247, 1.357382893562317, 1.3253732919692993, 1.3571504354476929]",SMOTE,batch_normalisation,
Wine Quality Red,1842,11.0,1.0,807.0,4.0,73.36363636363636,0.3636363636363636,201.75,0.0173310225303292,1.0,0.0751535568322416,0.0063957332086588,0.2549564276334073,1.0780496800691082,-0.0333622074683611,"[1.0343666076660156, 1.038249135017395, 1.0305054187774658, 1.0285625457763672, 1.0130670070648193]","[1.0276278257369995, 1.0276360511779785, 1.0276401042938232, 1.0276376008987427, 1.0276355743408203]","[0.8517882823944092, 0.8522679805755615, 0.8424504399299622, 0.8529519438743591, 0.8470657467842102]","[0.9330843687057495, 0.9299747943878174, 0.9160602688789368, 0.9242790937423706, 0.9222126007080078]","[1.0343990325927734, 1.03825843334198, 1.0304988622665405, 1.0285714864730835, 1.0130709409713745]","[1.0276563167572021, 1.0276234149932861, 1.0276352167129517, 1.0276399850845337, 1.0276468992233276]","[1.034367561340332, 1.0382424592971802, 1.0304908752441406, 1.0285528898239136, 1.0130506753921509]","[1.0276204347610474, 1.027619481086731, 1.02761971950531, 1.02761971950531, 1.0276212692260742]","[1.035336971282959, 1.0392447710037231, 1.0314770936965942, 1.0294430255889893, 1.01392662525177]","[1.0286201238632202, 1.0286706686019897, 1.0286200046539307, 1.02851402759552, 1.028445839881897]","[1.0343959331512451, 1.0382498502731323, 1.0304964780807495, 1.0285530090332031, 1.0130685567855835]","[1.027652382850647, 1.027636170387268, 1.027635931968689, 1.0276267528533936, 1.0276371240615845]",SMOTE,batch_normalisation,
Wine Quality Red,17371,11.0,1.0,1289.0,4.0,117.1818181818182,0.3636363636363636,322.25,0.0173310225303292,0.9090909090909092,0.0481476454268384,0.0,0.1676951576868206,1.049325572009791,0.9395641414109608,"[1.0066850185394287, 0.9953750967979431, 1.0097047090530396, 1.014699935913086, 0.9846476912498474]","[1.1113194227218628, 1.1359158754348755, 1.1313682794570923, 1.1282464265823364, 1.1252647638320923]","[0.9874041080474854, 0.9681813716888428, 0.9559762477874756, 0.9756898283958435, 0.9604146480560303]","[1.1213165521621704, 1.1660398244857788, 1.135439157485962, 1.1370445489883423, 1.1146554946899414]","[1.0312871932983398, 1.0293625593185425, 1.0234196186065674, 1.03050696849823, 1.035064935684204]","[1.08574378490448, 1.1341742277145386, 1.138617992401123, 1.1112271547317505, 1.1007044315338135]","[1.3031343221664429, 0.991365373134613, 1.0333775281906128, 1.015120506286621, 1.286698579788208]","[1.2940560579299927, 1.1386141777038574, 1.147888422012329, 1.153976321220398, 1.2940560579299927]","[1.0648400783538818, 1.0398061275482178, 1.0628751516342163, 1.0310354232788086, 1.1478428840637207]","[1.121392011642456, 1.133197546005249, 1.1470987796783447, 1.1250557899475098, 1.1576180458068848]","[1.004118800163269, 0.9999687671661377, 0.978306233882904, 1.0041741132736206, 0.9905609488487244]","[1.1050152778625488, 1.1469265222549438, 1.1406646966934204, 1.1391236782073975, 1.127159833908081]",SMOTE,dropout,
Wine Quality Red,73570,8.0,1.0,1359.0,6.0,169.875,0.75,226.5,0.0173310225303292,1.0,0.0528983503129054,0.0,0.1058747649521709,1.0543224681232126,1.849368680820215,"[1.3588653802871704, 1.3387283086776733, 1.327872395515442, 1.3509597778320312, 1.3646793365478516]","[1.4660841226577759, 1.4472999572753906, 1.4840136766433716, 1.4658653736114502, 1.4672409296035767]","[1.3388153314590454, 1.3171442747116089, 1.2992476224899292, 1.3306509256362915, 1.3852791786193848]","[1.4785816669464111, 1.4792617559432983, 1.5147114992141724, 1.4679361581802368, 1.5006827116012573]","[1.3906763792037964, 1.3834600448608398, 1.3736448287963867, 1.395810842514038, 1.3995544910430908]","[1.4606602191925049, 1.4729856252670288, 1.504567265510559, 1.4760334491729736, 1.458017110824585]","[1.3762151002883911, 1.627022385597229, 1.387812852859497, 1.3431217670440674, 1.3967610597610474]","[1.4720044136047363, 1.617122769355774, 1.5029059648513794, 1.451448917388916, 1.4735074043273926]","[1.3938473463058472, 1.387861967086792, 1.3988823890686035, 1.3941370248794556, 1.4018585681915283]","[1.445919156074524, 1.4657222032546997, 1.4904677867889404, 1.4609571695327759, 1.4515925645828247]","[1.3306543827056885, 1.3344080448150635, 1.3239080905914307, 1.3509490489959717, 1.3707489967346191]","[1.459600806236267, 1.4622342586517334, 1.4971370697021484, 1.4534412622451782, 1.4661015272140503]",SMOTE,prune,
Wine Quality Red,72126,9.0,1.0,1359.0,6.0,151.0,0.6666666666666666,226.5,0.0173310225303292,1.0,0.057766943172616,0.0030576046781716,0.1898332868458407,1.0594680506726877,1.3193103471075318,"[1.3479667901992798, 1.3459469079971313, 1.3787319660186768, 1.3457871675491333, 1.3834675550460815]","[1.4661211967468262, 1.4723035097122192, 1.4994832277297974, 1.4696016311645508, 1.4816358089447021]","[1.331563115119934, 1.330094814300537, 1.3378390073776245, 1.3399834632873535, 1.359716534614563]","[1.4481093883514404, 1.5130572319030762, 1.4716483354568481, 1.498900055885315, 1.4762344360351562]","[1.3647079467773438, 1.3563568592071533, 1.385249137878418, 1.377492070198059, 1.3949824571609497]","[1.4824378490447998, 1.4934903383255005, 1.4964327812194824, 1.4839296340942383, 1.4839067459106445]","[1.6189675331115723, 1.3795299530029297, 1.4596935510635376, 1.445892572402954, 1.4378529787063599]","[1.6171228885650635, 1.4962701797485352, 1.5031005144119263, 1.4913294315338135, 1.5178471803665161]","[1.3673670291900635, 1.3744715452194214, 1.4405503273010254, 1.3798527717590332, 1.3988765478134155]","[1.4688183069229126, 1.4788258075714111, 1.4998173713684082, 1.485005497932434, 1.4852099418640137]","[1.3469538688659668, 1.3334403038024902, 1.3894577026367188, 1.358265995979309, 1.3845484256744385]","[1.4792625904083252, 1.4721626043319702, 1.493705153465271, 1.4678504467010498, 1.4937167167663574]",SMOTE,baseline,
Wine Quality Red,94960,6.0,1.0,1359.0,6.0,226.5,1.0,226.5,0.0173310225303292,1.0,0.0439552759998647,0.0,0.1618379153870743,1.0449356201425526,3.572129260026724,"[1.3887603282928467, 1.416107177734375, 1.376177191734314, 1.4197815656661987, 1.3452868461608887]","[1.4777942895889282, 1.4714158773422241, 1.4842249155044556, 1.4326685667037964, 1.517891764640808]","[1.3959587812423706, 1.4189287424087524, 1.3964858055114746, 1.3874770402908325, 1.3564881086349487]","[1.4654678106307983, 1.448620319366455, 1.5040414333343506, 1.4542793035507202, 1.4602241516113281]","[1.4453870058059692, 1.4590644836425781, 1.416206955909729, 1.4381920099258423, 1.4167462587356567]","[1.4902198314666748, 1.452315330505371, 1.491963267326355, 1.4463740587234497, 1.5005892515182495]","[1.6178157329559326, 1.433271050453186, 1.4711247682571411, 1.4163836240768433, 1.4194459915161133]","[1.6171218156814575, 1.456358790397644, 1.4737520217895508, 1.4447989463806152, 1.4540048837661743]","[1.436617136001587, 1.4451282024383545, 1.4308475255966187, 1.4412102699279785, 1.4142566919326782]","[1.4549591541290283, 1.4565348625183105, 1.4859544038772583, 1.4527244567871094, 1.5026698112487793]","[1.4180065393447876, 1.4634255170822144, 1.3781721591949463, 1.4231927394866943, 1.375225305557251]","[1.4800902605056763, 1.4595410823822021, 1.5127657651901245, 1.4357813596725464, 1.4856278896331787]",SMOTE,batch_normalisation,
Wine Quality Red,63528,7.0,1.0,1359.0,6.0,194.1428571428572,0.8571428571428571,226.5,0.0173310225303292,1.0,0.0506713693847814,0.0151213135878793,0.1158213474813476,1.051977124581578,2.399539412575607,"[1.319231390953064, 1.3610191345214844, 1.3627492189407349, 1.3668032884597778, 1.340140461921692]","[1.4899131059646606, 1.4861160516738892, 1.5072321891784668, 1.4800004959106445, 1.4929691553115845]","[1.3232407569885254, 1.358375072479248, 1.357621431350708, 1.3478285074234009, 1.3602244853973389]","[1.5228464603424072, 1.500714898109436, 1.513206958770752, 1.493354320526123, 1.526361107826233]","[1.3683980703353882, 1.397293210029602, 1.4020836353302002, 1.3871251344680786, 1.3807544708251953]","[1.4902105331420898, 1.4808181524276733, 1.511900544166565, 1.4879008531570435, 1.4942740201950073]","[1.3495087623596191, 1.4242746829986572, 1.3931981325149536, 1.378867745399475, 1.3857438564300537]","[1.5311728715896606, 1.485015630722046, 1.4864035844802856, 1.484118103981018, 1.4748129844665527]","[1.4341845512390137, 1.3925665616989136, 1.390736699104309, 1.3940958976745605, 1.3914345502853394]","[1.4860759973526, 1.4853581190109253, 1.4905812740325928, 1.4825329780578613, 1.4826323986053467]","[1.320556640625, 1.3600133657455444, 1.3681560754776, 1.342266321182251, 1.3454291820526123]","[1.4909586906433105, 1.4739645719528198, 1.5152127742767334, 1.4953750371932983, 1.5033080577850342]",SMOTE,prune,
Wine Quality Red,36783,6.0,1.0,1359.0,6.0,226.5,1.0,226.5,0.0173310225303292,1.0,0.0629493585615908,0.0,0.1618379153870743,1.0649729061058597,2.1925536355529296,"[1.3747533559799194, 1.3911501169204712, 1.389531135559082, 1.3674290180206299, 1.412647008895874]","[1.4525604248046875, 1.454565167427063, 1.4505465030670166, 1.4426600933074951, 1.4680269956588745]","[1.368930459022522, 1.3720251321792603, 1.3779765367507935, 1.3656710386276245, 1.385025978088379]","[1.4500597715377808, 1.4523978233337402, 1.4612435102462769, 1.431845784187317, 1.4425252676010132]","[1.421694040298462, 1.4151405096054077, 1.4087270498275757, 1.402427315711975, 1.4368256330490112]","[1.4437966346740723, 1.4546200037002563, 1.4654877185821533, 1.434312105178833, 1.4657241106033325]","[1.4136637449264526, 1.437642216682434, 1.4228706359863281, 1.4146736860275269, 1.418761968612671]","[1.4417935609817505, 1.4477797746658325, 1.4623581171035767, 1.4505966901779175, 1.4584332704544067]","[1.4295895099639893, 1.4514899253845215, 1.4183635711669922, 1.426226019859314, 1.4382160902023315]","[1.447205662727356, 1.4480232000350952, 1.4525376558303833, 1.4451770782470703, 1.4489773511886597]","[1.3839176893234253, 1.3881155252456665, 1.3718674182891846, 1.3742947578430176, 1.39964759349823]","[1.4647636413574219, 1.47999107837677, 1.4326380491256714, 1.4270405769348145, 1.4814444780349731]",SMOTE,batch_normalisation,
Wine Quality Red,91005,11.0,1.0,97.0,3.0,8.818181818181818,0.2727272727272727,32.333333333333336,0.2954545454545454,0.6363636363636364,0.0371752700169628,0.0,0.0985952181897173,1.037874913251199,1.4288576960913453,"[0.7455830574035645, 0.7278191447257996, 0.7067410945892334, 0.6941699385643005, 0.7102487683296204]","[0.9484209418296814, 1.0991567373275757, 1.0741289854049683, 0.980054497718811, 0.9284231066703796]","[0.7434995174407959, 0.7105131149291992, 0.690373957157135, 0.694854199886322, 0.7575597167015076]","[0.9828888177871704, 0.9826321005821228, 1.0207287073135376, 0.8358083963394165, 0.980695366859436]","[0.8040168285369873, 0.7453315854072571, 0.8483826518058777, 0.7329347729682922, 0.7676634192466736]","[0.9013574719429016, 1.0961803197860718, 0.998386800289154, 0.9964879155158997, 0.9516299366950989]","[1.010413408279419, 0.8957173824310303, 1.1159603595733643, 1.0837018489837646, 1.0675610303878784]","[1.1013320684432983, 0.9514390230178833, 1.1514440774917603, 1.101443886756897, 1.1014314889907837]","[1.0433440208435059, 1.026742696762085, 1.0175899267196655, 1.023456335067749, 1.0139002799987793]","[1.0363048315048218, 1.034787654876709, 1.0343462228775024, 1.0343685150146484, 1.0345160961151123]","[0.7600080966949463, 0.7441069483757019, 0.7098034620285034, 0.6953951120376587, 0.710159957408905]","[0.935404896736145, 0.9774246215820312, 1.0754579305648804, 0.9361034631729126, 0.9356033205986023]",baseline,batch_normalisation,
Wine Quality Red,3462,11.0,1.0,527.0,4.0,47.90909090909091,0.3636363636363636,131.75,0.0921052631578947,0.9090909090909092,0.0452982457688513,0.0,0.168590182794279,1.0463398798190315,1.2425324517748906,"[1.0041576623916626, 0.9980514049530029, 0.9885077476501465, 1.0155717134475708, 0.9888235926628113]","[1.1809234619140625, 1.176762342453003, 1.1869910955429077, 1.166184902191162, 1.1487996578216553]","[0.9985722303390503, 0.9835062026977539, 0.9805853962898254, 0.9630678296089172, 0.9815993309020996]","[1.1746397018432617, 1.1580325365066528, 1.1725826263427734, 1.1569017171859741, 1.134543776512146]","[1.0342646837234497, 1.0122724771499634, 1.0055639743804932, 1.0263453722000122, 1.0153101682662964]","[1.189221978187561, 1.219805359840393, 1.1922770738601685, 1.164832353591919, 1.1614550352096558]","[1.3180725574493408, 1.0246760845184326, 0.9987637400627136, 1.0577492713928223, 1.0906388759613037]","[1.3097057342529297, 1.2052644491195679, 1.152328610420227, 1.148596167564392, 1.2059074640274048]","[1.0585306882858276, 1.1185556650161743, 1.0587666034698486, 1.093387246131897, 1.034688949584961]","[1.148572564125061, 1.1449075937271118, 1.1956409215927124, 1.1676084995269775, 1.1536364555358887]","[1.003998875617981, 0.9950509071350098, 0.9909220337867737, 1.015926718711853, 0.9980578422546387]","[1.1840691566467285, 1.150372862815857, 1.1818249225616455, 1.1728458404541016, 1.1577003002166748]",SMOTE,batch_normalisation,
Wine Quality Red,29908,11.0,1.0,698.0,4.0,63.45454545454545,0.3636363636363636,174.5,0.0927152317880794,1.0,0.0558645088006915,0.0,0.1799137167854338,1.0574543982652354,0.8209584557849838,"[1.3154174089431763, 1.1893105506896973, 1.158293604850769, 1.1439406871795654, 1.0881191492080688]","[1.3150970935821533, 1.2162530422210693, 1.1870932579040527, 1.2093970775604248, 1.1641263961791992]","[1.1730185747146606, 1.085147738456726, 1.0633811950683594, 1.0746214389801025, 1.0908180475234985]","[1.2106621265411377, 1.1896218061447144, 1.1338061094284058, 1.1746147871017456, 1.186134696006775]","[1.100352168083191, 1.115247130393982, 1.0736292600631714, 1.1361628770828247, 1.098634123802185]","[1.1871795654296875, 1.1797420978546143, 1.1628788709640503, 1.1974698305130005, 1.1796588897705078]","[1.3400810956954956, 1.335595726966858, 1.2952377796173096, 1.3051882982254028, 1.3365017175674438]","[1.3436682224273682, 1.3436658382415771, 1.3150966167449951, 1.3150955438613892, 1.3436609506607056]","[1.0736867189407349, 1.09860360622406, 1.0847030878067017, 1.0806254148483276, 1.0860282182693481]","[1.1582343578338623, 1.1679834127426147, 1.1392760276794434, 1.1785932779312134, 1.1515603065490723]","[1.312909483909607, 1.0664873123168945, 1.0733857154846191, 1.0568969249725342, 1.1349159479141235]","[1.3016256093978882, 1.2024325132369995, 1.1644713878631592, 1.1809109449386597, 1.144741415977478]",SMOTE,prune,
Wine Quality Red,35494,11.0,1.0,1073.0,5.0,97.54545454545456,0.4545454545454545,214.6,0.0283224400871459,1.0,0.0468239520159371,0.0,0.163060931701928,1.047937505554119,1.269837131219005,"[1.2308826446533203, 1.245694637298584, 1.1816487312316895, 1.2100274562835693, 1.2145380973815918]","[1.2937513589859009, 1.325577974319458, 1.343083381652832, 1.3211207389831543, 1.3077893257141113]","[1.2021559476852417, 1.2118860483169556, 1.2411596775054932, 1.2116262912750244, 1.2227569818496704]","[1.3030931949615479, 1.3115233182907104, 1.372247338294983, 1.3371257781982422, 1.338972806930542]","[1.2650163173675537, 1.259206771850586, 1.2199609279632568, 1.2415906190872192, 1.2365704774856567]","[1.3343416452407837, 1.31416654586792, 1.3381288051605225, 1.305578351020813, 1.3217488527297974]","[1.3334110975265503, 1.4777168035507202, 1.5010428428649902, 1.510356068611145, 1.5001760721206665]","[1.3513484001159668, 1.4769234657287598, 1.509483814239502, 1.5094763040542603, 1.5094835758209229]","[1.2871732711791992, 1.2721705436706543, 1.358757734298706, 1.257495403289795, 1.2461345195770264]","[1.3461633920669556, 1.3310298919677734, 1.351927399635315, 1.3114604949951172, 1.3167662620544434]","[1.220882773399353, 1.222291350364685, 1.1770853996276855, 1.1999127864837646, 1.2074224948883057]","[1.3218690156936646, 1.3142590522766113, 1.3189483880996704, 1.296380639076233, 1.3124510049819946]",SMOTE,weight_normalisation,
Wine Quality Red,99662,11.0,1.0,1227.0,5.0,111.54545454545456,0.4545454545454545,245.4,0.0285714285714285,1.0,0.0532468679327438,0.0050397894764686,0.1911470396876136,1.0546899821191766,0.9964418658966904,"[1.1714131832122803, 1.164947748184204, 1.173984408378601, 1.1645840406417847, 1.1718107461929321]","[1.3516334295272827, 1.3293229341506958, 1.3432940244674683, 1.3627604246139526, 1.3634791374206543]","[1.1674569845199585, 1.1586116552352905, 1.1539667844772339, 1.1589922904968262, 1.187882661819458]","[1.3449679613113403, 1.3238250017166138, 1.3394166231155396, 1.3627161979675293, 1.3795616626739502]","[1.1973272562026978, 1.194182276725769, 1.2021374702453613, 1.2180863618850708, 1.2039963006973267]","[1.3307791948318481, 1.31451416015625, 1.3526431322097778, 1.3654320240020752, 1.3497276306152344]","[1.2000982761383057, 1.327087163925171, 1.2946504354476929, 1.4653315544128418, 1.2354201078414917]","[1.3495651483535767, 1.3382049798965454, 1.3640629053115845, 1.4779915809631348, 1.3437687158584595]","[1.225188136100769, 1.2387019395828247, 1.2068601846694946, 1.2139288187026978, 1.2115099430084229]","[1.3580138683319092, 1.345936894416809, 1.3382766246795654, 1.3601373434066772, 1.3257472515106201]","[1.1978744268417358, 1.154470443725586, 1.1706691980361938, 1.1786009073257446, 1.1779718399047852]","[1.3605141639709473, 1.3286861181259155, 1.3538434505462646, 1.3575235605239868, 1.3571635484695435]",SMOTE,dropout,
