dataset_name,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,SMOTE_testing_loss,layer_normalisation_testing_loss,batch_normalisation_testing_loss,weight_decay_testing_loss,baseline_testing_loss,dropout_testing_loss,prune_testing_loss,weight_normalisation_testing_loss,weight_perturbation_testing_loss
Liver Cirrhosis,14.0,0.5714285714285714,276.0,4.0,19.714285714285715,0.2857142857142857,69.0,0.1081081081081081,0.5,0.0460586720388762,0.0022577984714441,0.1337593830516323,1.0471358467497471,0.859909927766166,5,2,1,1,4,2,1,1,3
Liver Cirrhosis,10.0,0.6,276.0,4.0,27.6,0.4,69.0,0.1081081081081081,0.4,0.0413346650810006,0.0012983242575401,0.1337593830516323,1.042200835415373,1.9014623368483663,3,1,1,1,1,1,1,1,2
Liver Cirrhosis,11.0,0.5454545454545454,276.0,4.0,25.09090909090909,0.3636363636363636,69.0,0.1081081081081081,0.4545454545454545,0.0504485323892606,0.0022577984714441,0.1337593830516323,1.0517427312764995,1.1611760137022218,4,3,1,2,2,2,2,3,2
Liver Cirrhosis,13.0,0.6153846153846154,276.0,4.0,21.23076923076923,0.3076923076923077,69.0,0.1081081081081081,0.4615384615384615,0.051261983925679,0.0008454257068155,0.1337593830516323,1.0525986210824168,0.7996688437042231,4,2,2,3,1,1,1,1,2
Liver Cirrhosis,18.0,0.6111111111111112,97.0,3.0,5.388888888888889,0.1666666666666666,32.333333333333336,0.5365853658536586,0.5,0.0530911713995528,0.0,0.2423972213203364,1.0545257833282924,0.1175238824622152,-1,1,1,2,3,3,2,2,1
Liver Cirrhosis,18.0,0.6111111111111112,132.0,3.0,7.333333333333333,0.1666666666666666,44.0,0.5178571428571429,0.5555555555555556,0.0428928985867644,0.0,0.117649986398072,1.043826093613886,0.3786358575553895,-1,1,1,1,3,1,2,3,2
Liver Cirrhosis,18.0,0.6111111111111112,154.0,3.0,8.555555555555555,0.1666666666666666,51.333333333333336,0.5230769230769231,0.5,0.0420096818910687,0.0,0.1192730117370567,1.0429045759903828,0.4088000373093871,-1,1,3,2,3,2,3,2,1
Liver Cirrhosis,18.0,0.6111111111111112,204.0,3.0,11.333333333333334,0.1666666666666666,68.0,0.5232558139534884,0.5555555555555556,0.0442472450955113,0.0,0.1156547236797789,1.0452407535931758,0.3375477928486722,-1,1,2,2,1,1,2,1,2
Liver Cirrhosis,18.0,0.6111111111111112,229.0,4.0,12.72222222222222,0.2222222222222222,57.25,0.108695652173913,0.5,0.048199009686443,0.0,0.1390256346909004,1.049379471225116,0.3830005436606803,4,2,1,2,3,2,2,2,1
Liver Cirrhosis,18.0,0.6111111111111112,248.0,4.0,13.77777777777778,0.2222222222222222,62.0,0.11,0.5555555555555556,0.0486954269990727,0.0,0.1305276958065802,1.049900530682918,0.3700769675990686,4,1,2,3,2,2,3,1,3
Mofn_3_7_10,6.0,1.0,1024.0,2.0,170.66666666666666,0.3333333333333333,512.0,0.2929292929292929,0.0,0.035361438119482,0.0210735007949482,0.0542968477069809,1.035994088893213,1.522000055266571,-1,2,3,2,1,4,3,1,3
Mofn_3_7_10,8.0,1.0,1024.0,2.0,128.0,0.25,512.0,0.2929292929292929,0.0,0.0270326564272269,0.0,0.0483357160244057,1.0274013534731958,1.4742726209238746,-1,1,3,4,3,3,2,1,1
Mofn_3_7_10,7.0,1.0,1024.0,2.0,146.28571428571428,0.2857142857142857,512.0,0.2929292929292929,0.0,0.0324971046635211,0.0,0.0538275640485697,1.033030902167588,1.3522504054711175,-1,1,4,2,3,3,3,1,2
Mofn_3_7_10,9.0,1.0,1024.0,2.0,113.77777777777776,0.2222222222222222,512.0,0.2929292929292929,0.0,0.0352480999530572,0.0,0.0641009228895106,1.0358766778764514,0.6867395975085093,-1,3,5,2,3,5,4,1,2
Mofn_3_7_10,7.0,1.0,1024.0,2.0,146.28571428571428,0.2857142857142857,512.0,0.2929292929292929,0.0,0.0308853964166795,0.0,0.0538275640485697,1.0313672987251312,1.474999076914003,-1,1,5,3,2,4,3,1,1
Mofn_3_7_10,5.0,1.0,1024.0,2.0,204.8,0.4,512.0,0.2929292929292929,0.0,0.0428238934411016,0.034079496463176,0.0531329374549995,1.043754066727391,1.499022159607116,-1,2,5,3,2,4,3,2,1
Mofn_3_7_10,7.0,1.0,1024.0,2.0,146.28571428571428,0.2857142857142857,512.0,0.2929292929292929,0.0,0.033425693434087,0.0,0.0570600353914185,1.033990608580326,1.2869032701487988,-1,2,5,3,4,5,4,1,2
Mofn_3_7_10,10.0,1.0,200.0,2.0,20.0,0.2,100.0,0.2903225806451613,0.0,0.0371095828290064,0.0,0.0817386694210378,1.037806740405763,0.4367281981961672,-1,5,4,3,3,3,1,2,3
Mofn_3_7_10,10.0,1.0,274.0,2.0,27.4,0.2,137.0,0.2924528301886792,0.0,0.0349792450519118,0.0,0.1072844364911487,1.0355982147893823,0.5287321776977914,-1,3,4,2,3,4,2,1,3
Mofn_3_7_10,10.0,1.0,373.0,2.0,37.3,0.2,186.5,0.2951388888888889,0.0,0.0306639959270613,0.0,0.0780107185563896,1.0311389787762242,0.7502757732221237,-1,1,2,3,2,3,2,1,1
Mofn_3_7_10,10.0,1.0,484.0,2.0,48.4,0.2,242.0,0.2941176470588235,0.0,0.0297232256904582,0.0021592099016503,0.0899506424096177,1.0301693700762058,0.8031686560462087,-1,2,3,2,4,5,3,1,4
Mofn_3_7_10,10.0,1.0,579.0,2.0,57.9,0.2,289.5,0.2924107142857143,0.0,0.0321315067141523,0.0,0.0657979019438503,1.0326532972181244,0.6641235624041038,-1,2,3,4,3,4,3,1,4
Mofn_3_7_10,10.0,1.0,716.0,2.0,71.6,0.2,358.0,0.2924187725631769,0.0,0.0254111980439899,0.0,0.0572438884066173,1.0257368147904486,1.1042451646282925,-1,2,5,2,4,6,2,1,3
Mofn_3_7_10,10.0,1.0,867.0,2.0,86.7,0.2,433.5,0.2921013412816691,0.0,0.0289843771000754,0.0,0.0484846097121696,1.0294085120033392,0.8440281723246724,-1,3,5,2,3,4,3,1,3
Mofn_3_7_10,10.0,1.0,921.0,2.0,92.1,0.2,460.5,0.2935393258426966,0.0,0.031340494775875,0.001848612680581,0.050387625495692,1.0318367791122829,0.7087693419530243,-1,2,5,3,4,6,4,1,5
Mushroom,22.0,0.0,5336.0,5.0,242.54545454545453,0.2272727272727272,1067.2,0.0725623582766439,0.0,0.2318773562640914,0.0,0.5718911703950408,1.2609650698775277,-0.7855303757702967,-1,4,1,3,5,4,2,5,5
Mushroom,22.0,0.0,4716.0,4.0,214.3636363636364,0.1818181818181818,1179.0,0.010204081632653,0.0,0.1923796746752449,0.0,0.5709329054269084,1.2121306449188711,-0.8185529185200501,-1,2,3,2,4,2,1,5,4
Mushroom,22.0,0.0,228.0,2.0,10.363636363636363,0.0909090909090909,114.0,0.1875,0.0,0.2804444081923912,0.0,0.4361623253853448,1.3237179527431642,-0.9293066302424272,-1,5,3,4,2,3,6,2,1
Mushroom,22.0,0.0,7548.0,8.0,343.09090909090907,0.3636363636363636,943.5,0.010204081632653,0.0,0.2838254743583677,0.0,0.6171436772767928,1.3282011053735143,-0.7670007011147066,-1,3,4,2,5,1,5,4,2
Mushroom,22.0,0.0,4596.0,8.0,208.9090909090909,0.3636363636363636,574.5,0.0166666666666666,0.0,0.3561173444441941,0.0,0.8545381212345639,1.4277750799073847,-0.7917059951946788,-1,3,2,1,4,4,2,5,6
Mushroom,17.0,0.0,8124.0,9.0,477.88235294117646,0.5294117647058824,902.6666666666666,0.010204081632653,0.0,0.3105921778572179,0.0,0.6280433159496361,1.3642327434012254,-0.6955160651527998,-1,2,1,1,3,3,4,1,3
Mushroom,17.0,0.0,8124.0,9.0,477.88235294117646,0.5294117647058824,902.6666666666666,0.010204081632653,0.0,0.3105921778572179,0.0,0.6280433159496361,1.3642327434012254,-0.6955160651527998,-1,2,3,4,3,1,4,2,3
Mushroom,17.0,0.0,8124.0,9.0,477.88235294117646,0.5294117647058824,902.6666666666666,0.010204081632653,0.0,0.3105921778572179,0.0,0.6280433159496361,1.3642327434012254,-0.6955160651527998,-1,1,2,1,3,2,5,3,4
Mushroom,17.0,0.0,8124.0,9.0,477.88235294117646,0.5294117647058824,902.6666666666666,0.010204081632653,0.0,0.3105921778572179,0.0,0.6280433159496361,1.3642327434012254,-0.6955160651527998,-1,2,1,2,3,4,5,2,3
Mushroom,17.0,0.0,8124.0,9.0,477.88235294117646,0.5294117647058824,902.6666666666666,0.010204081632653,0.0,0.3105921778572179,0.0,0.6280433159496361,1.3642327434012254,-0.6955160651527998,-1,2,2,1,4,5,1,3,3
Mushroom,17.0,0.0,8124.0,9.0,477.88235294117646,0.5294117647058824,902.6666666666666,0.010204081632653,0.0,0.3105921778572179,0.0,0.6280433159496361,1.3642327434012254,-0.6955160651527998,-1,2,1,1,1,3,2,1,2
Mushroom,17.0,0.0,8124.0,9.0,477.88235294117646,0.5294117647058824,902.6666666666666,0.010204081632653,0.0,0.3105921778572179,0.0,0.6280433159496361,1.3642327434012254,-0.6955160651527998,-1,2,2,2,3,2,3,1,1
Mushroom,17.0,0.0,8124.0,9.0,477.88235294117646,0.5294117647058824,902.6666666666666,0.010204081632653,0.0,0.3105921778572179,0.0,0.6280433159496361,1.3642327434012254,-0.6955160651527998,-1,2,2,1,3,1,2,1,2
Mushroom,17.0,0.0,8124.0,9.0,477.88235294117646,0.5294117647058824,902.6666666666666,0.010204081632653,0.0,0.3105921778572179,0.0,0.6280433159496361,1.3642327434012254,-0.6955160651527998,-1,2,1,4,4,3,3,2,3
Mushroom,17.0,0.0,8124.0,9.0,477.88235294117646,0.5294117647058824,902.6666666666666,0.010204081632653,0.0,0.3105921778572179,0.0,0.6280433159496361,1.3642327434012254,-0.6955160651527998,-1,2,2,1,2,1,2,1,3
Nursery,8.0,0.125,8692.0,3.0,1086.5,0.375,2897.333333333333,0.0759259259259259,0.0,0.1122653434740494,0.0033218321290121,0.726456888047945,1.1188096901123972,-0.0790265085027267,-1,2,1,3,1,1,1,4,1
Nursery,8.0,0.125,8586.0,2.0,1073.25,0.25,4293.0,0.9875,0.0,0.0950792266806046,0.000338765486134,0.6931274027308905,1.0997459808982892,-0.0887502100494538,-1,1,1,2,1,1,1,1,1
Nursery,8.0,0.125,12630.0,3.0,1578.75,0.375,4210.0,0.9361111111111112,0.0,0.1044832753703095,0.001499873169354,0.6525425732572254,1.1101368270836172,0.313855648728426,-1,3,5,1,4,5,1,2,3
Nursery,7.0,0.1428571428571428,12958.0,4.0,1851.142857142857,0.5714285714285714,3239.5,0.0759259259259259,0.0,0.1251429606939838,0.0028969627758662,0.6645051449782055,1.1333104603361233,0.3566872270821488,-1,1,2,1,4,5,1,1,3
Nursery,4.0,0.25,12958.0,4.0,3239.5,1.0,3239.5,0.0759259259259259,0.0,0.0387518259235538,0.0028969627758662,0.1331108547235806,1.039512471587939,6.667116103599118,-1,3,1,2,3,5,4,3,5
Nursery,7.0,0.1428571428571428,12958.0,4.0,1851.142857142857,0.5714285714285714,3239.5,0.0759259259259259,0.0,0.1254187707374827,0.0028969627758662,0.6645051449782055,1.1336230818535815,0.3537037186255154,-1,1,1,2,2,2,1,1,2
Nursery,4.0,0.25,12958.0,4.0,3239.5,1.0,3239.5,0.0759259259259259,0.0,0.2065964657765478,0.0134195965499566,0.6645051449782055,1.229486331850421,0.4381405193238173,-1,4,2,1,5,3,3,4,4
Nursery,6.0,0.1666666666666666,12958.0,4.0,2159.6666666666665,0.6666666666666666,3239.5,0.0759259259259259,0.0,0.1388220075370629,0.0028969627758662,0.6645051449782055,1.1489195827766276,0.4268378808887131,-1,3,1,2,4,4,5,3,5
Nursery,5.0,0.2,12958.0,4.0,2591.6,0.8,3239.5,0.0759259259259259,0.0,0.041719723420763,0.00364921934032,0.1331108547235806,1.0426022208121948,4.697348385286409,-1,3,1,2,3,1,3,3,3
Nursery,8.0,0.125,1816.0,4.0,227.0,0.5,454.0,0.0760330578512396,0.0,0.1143442523070837,0.0032529740421623,0.6711311687419671,1.121138012806406,0.2992728523761971,-1,2,4,2,5,3,1,2,3
Nursery,8.0,0.125,3552.0,4.0,444.0,0.5,888.0,0.0760135135135135,0.0,0.1106932513326497,0.0024030059546803,0.6654091420217382,1.117052200020996,0.3421454846850985,-1,3,5,1,5,4,1,2,2
Nursery,8.0,0.125,3552.0,4.0,444.0,0.5,888.0,0.0760135135135135,0.0,0.1106932513326497,0.0024030059546803,0.6654091420217382,1.117052200020996,0.3421454846850985,-1,5,4,1,3,4,2,2,3
Nursery,8.0,0.125,3552.0,4.0,444.0,0.5,888.0,0.0760135135135135,0.0,0.1106932513326497,0.0024030059546803,0.6654091420217382,1.117052200020996,0.3421454846850985,-1,3,2,2,3,4,1,2,3
Nursery,8.0,0.125,3552.0,4.0,444.0,0.5,888.0,0.0760135135135135,0.0,0.1106932513326497,0.0024030059546803,0.6654091420217382,1.117052200020996,0.3421454846850985,-1,3,6,3,4,6,1,2,5
Nursery,8.0,0.125,3552.0,4.0,444.0,0.5,888.0,0.0760135135135135,0.0,0.1106932513326497,0.0024030059546803,0.6654091420217382,1.117052200020996,0.3421454846850985,-1,2,5,1,3,4,1,1,3
Obesity Levels,16.0,0.5,1736.0,6.0,108.5,0.375,289.3333333333333,0.8240740740740741,0.1875,0.3106315033016417,0.0089511587284687,1.2651240546810478,1.3642863935150575,-0.6398855534318612,8,5,7,6,2,4,2,1,3
Obesity Levels,16.0,0.5,825.0,3.0,51.5625,0.1875,275.0,0.946808510638298,0.125,0.1614565005532822,0.0022975314420631,0.6071752384748161,1.175221335568613,-0.5748233406870542,-1,5,5,4,3,4,1,2,2
Obesity Levels,16.0,0.5,1763.0,6.0,110.1875,0.375,293.8333333333333,0.7606837606837606,0.125,0.2163470920034191,0.0064112773462473,1.0727681440486678,1.2415332304800732,-0.4835843214072322,6,4,5,4,2,3,1,1,2
Obesity Levels,16.0,0.5,621.0,2.0,38.8125,0.125,310.5,0.9166666666666666,0.3125,0.2190455583722498,0.0011891767342109,0.6618251202653337,1.2448879904661068,-0.8024949386938901,-1,5,1,7,2,3,6,4,3
Obesity Levels,16.0,0.5,675.0,2.0,42.1875,0.125,337.5,0.9230769230769232,0.3125,0.1879626012461387,0.0019416235558276,0.5648157164272503,1.2067883821239818,-0.7697856639765379,-1,4,1,5,2,2,3,2,1
Obesity Levels,15.0,0.5333333333333333,2087.0,7.0,139.13333333333333,0.4666666666666667,298.1428571428572,0.7606837606837606,0.2666666666666666,0.3042338108139175,0.0330255146166601,1.2553187749026784,1.3555859696982238,-0.5744973287627543,5,2,3,4,1,2,3,1,1
Obesity Levels,13.0,0.6153846153846154,2087.0,7.0,160.53846153846155,0.5384615384615384,298.1428571428572,0.7606837606837606,0.3076923076923077,0.3295428576813583,0.0075279236642195,1.2553187749026784,1.3903324033878663,-0.5467416937249194,5,2,3,4,1,2,3,2,1
Obesity Levels,12.0,0.6666666666666666,2087.0,7.0,173.91666666666666,0.5833333333333334,298.1428571428572,0.7606837606837606,0.3333333333333333,0.3419056127619873,0.0075279236642195,1.2553187749026784,1.4076274291784725,-0.5267250143385146,5,2,3,4,3,2,4,1,1
Obesity Levels,12.0,0.5,2087.0,7.0,173.91666666666666,0.5833333333333334,298.1428571428572,0.7606837606837606,0.25,0.3154236534300988,0.0330255146166601,1.2445180141265422,1.3708399490001733,-0.4869903629045026,7,3,5,4,3,4,6,2,1
Obesity Levels,10.0,0.5,2087.0,7.0,208.7,0.7,298.1428571428572,0.7606837606837606,0.2,0.2821149689923555,0.0075279236642195,1.2496459957939818,1.325931152192636,-0.311704552698603,7,2,2,5,3,4,6,1,3
Obesity Levels,16.0,0.5,402.0,7.0,25.125,0.4375,57.42857142857143,0.7647058823529411,0.125,0.2613451505589522,0.0223952178777981,1.2356865562950188,1.2986758267751817,-0.5356282081706982,4,2,1,3,2,3,3,2,3
Obesity Levels,16.0,0.5,550.0,7.0,34.375,0.4375,78.57142857142857,0.7526881720430108,0.1875,0.2646751380038266,0.008950528624349,1.1948555716717757,1.3030076093612564,-0.5415037062875577,4,3,2,1,2,1,3,1,1
Obesity Levels,16.0,0.5,1027.0,7.0,64.1875,0.4375,146.71428571428572,0.7572254335260116,0.125,0.2842220131629177,0.0070615921810826,1.203484019700712,1.3287278930910245,-0.5730085523118287,5,3,4,2,1,1,3,1,1
Obesity Levels,16.0,0.5,1351.0,7.0,84.4375,0.4375,193.0,0.762114537444934,0.25,0.278646983445697,0.0089581952814756,1.2407061869188936,1.3213408063481331,-0.5644561958642158,4,1,2,2,1,3,2,1,1
Obesity Levels,16.0,0.5,1878.0,7.0,117.375,0.4375,268.2857142857143,0.759493670886076,0.125,0.2826824886987832,0.0077234957345394,1.262081471694776,1.3266838578183069,-0.5706914537375479,6,3,5,4,1,3,4,1,2
Page Blocks,10.0,1.0,5093.0,4.0,509.3,0.4,1273.25,0.0057271425649417,1.0,0.0613411135828512,0.0420780313325048,0.0927817759202722,1.0632615452897034,-0.663258533633321,6,1,5,3,3,3,3,2,4
Page Blocks,10.0,1.0,5292.0,4.0,529.2,0.4,1323.0,0.0057271425649417,1.0,0.1093021184555999,0.0419371303817004,0.1943379631752233,1.1154993123671366,-0.7069971602356048,5,1,4,4,3,2,3,2,2
Page Blocks,10.0,1.0,4979.0,3.0,497.9,0.3,1659.6666666666667,0.0057271425649417,1.0,0.0426468729306938,0.0124581209281078,0.072074868851429,1.0435693172024687,-0.7616233030728842,-1,1,5,2,3,4,3,2,3
Page Blocks,10.0,1.0,5316.0,3.0,531.6,0.3,1772.0,0.0233176518715483,1.0,0.0917410639111161,0.0291362374784804,0.1901452493646387,1.0960809704131038,-0.6444720920667634,-1,1,4,3,2,2,2,2,2
Page Blocks,10.0,1.0,375.0,2.0,37.5,0.2,187.5,0.1980830670926517,0.9,0.1331806943768208,0.0,0.3795633651571732,1.142456415131132,-0.6633078990637724,-1,1,7,6,3,5,5,4,2
Page Blocks,8.0,1.0,5406.0,5.0,675.75,0.625,1081.2,0.0057271425649417,1.0,0.1225244184964329,0.0533474060511915,0.2266038753357702,1.1303467211043992,-0.5758525902693372,6,1,5,4,2,4,4,2,3
Page Blocks,5.0,1.0,5406.0,5.0,1081.2,1.0,1081.2,0.0057271425649417,1.0,0.1514496565574986,0.0732675379623635,0.228209597052009,1.1635197247468403,-0.4509762156980506,6,1,5,5,4,3,3,3,2
Page Blocks,5.0,1.0,5406.0,5.0,1081.2,1.0,1081.2,0.0057271425649417,1.0,0.1278832068795634,0.0751977926550377,0.1993213217038831,1.1364202688766831,-0.3498015446802479,6,1,4,5,2,3,2,3,1
Page Blocks,8.0,1.0,5406.0,5.0,675.75,0.625,1081.2,0.0057271425649417,1.0,0.1169528477767314,0.0550989689591188,0.2266038753357702,1.1240664262098334,-0.5556464359617141,6,1,5,4,2,3,2,2,2
Page Blocks,9.0,1.0,5406.0,5.0,600.6666666666666,0.5555555555555556,1081.2,0.0057271425649417,1.0,0.1316547436457668,0.0578579687402798,0.228459523875983,1.1407144123724815,-0.6491266083466845,6,1,5,5,3,4,2,2,3
Page Blocks,10.0,1.0,217.0,2.0,21.7,0.2,108.5,0.0637254901960784,1.0,0.0558309291411143,0.0,0.1166917899013355,1.057418889902706,-0.5939278587672647,-1,2,2,1,2,1,1,1,3
Page Blocks,10.0,1.0,2008.0,5.0,200.8,0.5,401.6,0.0060572687224669,1.0,0.1152108582677318,0.0419950646237714,0.2138259841534004,1.1221100188032769,-0.6387356489786429,6,1,4,5,2,3,3,3,2
Page Blocks,10.0,1.0,2752.0,5.0,275.2,0.5,550.4,0.0056247488951386,1.0,0.1224764433173314,0.0488494118435769,0.2151453377805063,1.1302924938187997,-0.6606839212361628,6,1,5,5,2,4,2,3,2
Page Blocks,10.0,1.0,3419.0,5.0,341.9,0.5,683.8,0.0058214747736093,1.0,0.1236561614337206,0.0587319305205513,0.2386237447484582,1.131626707193682,-0.6637098067311343,7,1,5,6,3,4,3,1,2
Page Blocks,10.0,1.0,4865.0,5.0,486.5,0.5,973.0,0.0056818181818181,1.0,0.1232300565196052,0.0519816143365718,0.2261969642411645,1.131144618210339,-0.6628696866892971,7,1,6,5,2,4,3,2,4
Parity5,9.0,1.0,1024.0,2.0,113.77777777777776,0.2222222222222222,512.0,1.0,0.0,0.0067211678484469,0.0,0.023180514425396,1.0067438055859956,10.458775488451142,-1,1,1,4,1,1,1,2,3
Parity5,7.0,1.0,1024.0,2.0,146.28571428571428,0.2857142857142857,512.0,1.0,0.0,0.0115617265595166,0.0,0.0333404137899713,1.0116288216490683,7.564553510632185,-1,3,3,1,3,2,3,3,3
Parity5,7.0,1.0,1024.0,2.0,146.28571428571428,0.2857142857142857,512.0,1.0,0.0,0.0072458320178269,0.0,0.0330263029607311,1.0072721465772057,12.665928985195338,-1,3,2,4,3,2,3,3,1
Parity5,7.0,1.0,1024.0,2.0,146.28571428571428,0.2857142857142857,512.0,1.0,0.0,0.010221690404213,0.0,0.0330263029607311,1.010274110336102,8.68734347045619,-1,3,3,1,3,2,3,3,3
Parity5,8.0,1.0,1024.0,2.0,128.0,0.25,512.0,1.0,0.0,0.006812201072698,0.0,0.0286826472132668,1.0068354568922069,11.718854984660286,-1,4,3,1,3,2,3,3,3
Parity5,7.0,1.0,1024.0,2.0,146.28571428571428,0.2857142857142857,512.0,1.0,0.0,0.0117009460998615,0.0,0.0333404137899713,1.0117696699528087,7.4626512206093825,-1,3,3,1,3,2,3,3,3
Parity5,5.0,1.0,1024.0,2.0,204.8,0.4,512.0,1.0,0.0,0.0056462977977001,0.0,0.0097157268908978,1.0056622681808085,23.55227143145988,-1,3,3,1,3,2,3,3,4
Parity5,10.0,1.0,198.0,2.0,19.8,0.2,99.0,1.0,0.0,0.0052947649369998,0.0,0.0529476493699985,1.0053088069770304,12.0911794726944,-1,4,4,1,2,2,3,4,3
Parity5,10.0,1.0,258.0,2.0,25.8,0.2,129.0,1.0,0.0,0.0192062086562849,0.0,0.0704797574286646,1.0193918343659951,2.608974540288168,-1,4,5,1,3,2,2,5,3
Parity5,10.0,1.0,417.0,2.0,41.7,0.2,208.5,0.9952153110047848,0.0,0.0053241246745023,0.0,0.0270763795943045,1.0053383230130015,12.018934520432802,-1,1,4,3,1,1,1,1,2
Parity5,10.0,1.0,488.0,2.0,48.8,0.2,244.0,1.0,0.0,0.0073190823917119,0.0,0.0387860075981714,1.0073459323409308,8.470410954040657,-1,3,2,6,5,3,1,4,4
Parity5,10.0,1.0,634.0,2.0,63.4,0.2,317.0,1.0,0.0,0.002764890211625,0.0,0.0196250384784686,1.0027687160457577,24.06960955070102,-1,4,2,5,3,3,1,3,4
Parity5,10.0,1.0,727.0,2.0,72.7,0.2,363.5,0.9972527472527472,0.0,0.0076021609543198,0.0,0.0215380871632531,1.0076311307443797,8.117752685095263,-1,3,1,4,2,3,1,2,2
Parity5,10.0,1.0,897.0,2.0,89.7,0.2,448.5,0.9977728285077953,0.0,0.0060201990265901,0.0,0.013665492045997,1.0060383568443547,10.51368179155651,-1,3,4,5,3,3,1,2,4
Parity5,10.0,1.0,921.0,2.0,92.1,0.2,460.5,0.9978308026030368,0.0,0.0088577659541297,0.0,0.0309972171275174,1.008897112050012,6.8252981021872845,-1,2,1,4,1,3,1,2,1
Pendigits,16.0,1.0,3254.0,3.0,203.375,0.1875,1084.6666666666667,0.9230096237970252,0.375,0.5028966458420459,0.0529251491461866,0.9900157417660188,1.6535039558419935,-0.8635535526636757,-1,1,1,3,3,2,1,2,2
Pendigits,16.0,1.0,4398.0,4.0,274.875,0.25,1099.5,0.9222027972027972,0.375,0.4154309416748319,0.1297265603980895,0.6335039677140308,1.5150234867930057,-0.79156055663285,5,1,3,3,3,2,2,3,4
Pendigits,16.0,1.0,3340.0,3.0,208.75,0.1875,1113.3333333333333,0.9230096237970252,0.375,0.2574606235843929,0.0566081393454311,0.465710487335061,1.293640871036822,-0.733473885691572,-1,1,1,3,4,2,2,3,2
Pendigits,16.0,1.0,7740.0,7.0,483.75,0.4375,1105.7142857142858,0.9222027972027972,0.1875,0.4887699801555555,0.2231596019582822,0.7939514964006218,1.63030967291175,-0.7512725287897957,4,1,3,3,2,3,2,3,3
Pendigits,16.0,1.0,3431.0,3.0,214.4375,0.1875,1143.6666666666667,0.9991258741258742,0.4375,0.388012941413587,0.1311157582863749,0.6354380130731996,1.4740488604406556,-0.8230387304047784,-1,2,1,1,2,1,2,2,3
Pendigits,9.0,1.0,10992.0,10.0,1221.3333333333333,1.1111111111111112,1099.2,0.9222027972027972,0.2222222222222222,0.524730871030016,0.2656882295527225,0.8208091250324157,1.6900039581452426,-0.512600184383431,5,1,2,4,2,2,3,3,3
Pendigits,9.0,1.0,10992.0,10.0,1221.3333333333333,1.1111111111111112,1099.2,0.9222027972027972,0.1111111111111111,0.5421640314432659,0.2547002984789732,0.8434907404828911,1.7197243759490553,-0.5282724139638642,5,1,3,3,3,2,2,3,4
Pendigits,15.0,1.0,10992.0,10.0,732.8,0.6666666666666666,1099.2,0.9222027972027972,0.2,0.509827364423366,0.2368003538623653,0.8420209990433318,1.6650037312541273,-0.6990113740823404,5,1,2,3,3,2,4,3,3
Pendigits,13.0,1.0,10992.0,10.0,845.5384615384615,0.7692307692307693,1099.2,0.9222027972027972,0.1538461538461538,0.4854146686579683,0.2485914401252849,0.8494932737087715,1.62484864297328,-0.6352391349062868,5,1,3,4,4,2,4,3,3
Pendigits,11.0,1.0,10992.0,10.0,999.2727272727273,0.9090909090909092,1099.2,0.9222027972027972,0.1818181818181818,0.4507188255456727,0.2471584901565071,0.6940416832168541,1.5694399336312157,-0.5357348311518207,6,1,4,3,2,2,4,5,5
Pendigits,16.0,1.0,2022.0,10.0,126.375,0.625,202.2,0.919431279620853,0.1875,0.5065884398705383,0.242932719352459,0.8444778480755404,1.659619633837958,-0.716021803067057,6,1,4,5,3,3,5,3,2
Pendigits,16.0,1.0,3437.0,10.0,214.8125,0.625,343.7,0.9217877094972068,0.1875,0.508333164838344,0.2332545860480208,0.8403856751869934,1.6625177411150696,-0.7169929425883987,4,1,2,2,3,2,3,3,2
Pendigits,16.0,1.0,4484.0,10.0,280.25,0.625,448.4,0.9207708779443254,0.1875,0.5128139231547713,0.2518971734711228,0.8454696033546352,1.6699837956112176,-0.7194671332705287,6,1,5,4,3,2,3,5,3
Pendigits,16.0,1.0,8404.0,10.0,525.25,0.625,840.4,0.9211428571428572,0.1875,0.5144255646196622,0.2547777536798548,0.850038221552111,1.6726773807056103,-0.7203463469356914,5,1,3,4,4,2,4,4,3
Pendigits,16.0,1.0,9142.0,10.0,571.375,0.625,914.2,0.921218487394958,0.1875,0.5103613394412554,0.2486853812361058,0.8557985896811218,1.665893039064256,-0.7181205908600026,6,1,3,2,5,2,4,4,3
Ring,18.0,1.0,7400.0,2.0,411.1111111111111,0.1111111111111111,3700.0,0.9807280513918628,1.0,0.0868473870717544,0.0745656754716952,0.1039121766702939,1.090730207484803,-0.5566297582702737,-1,3,4,2,2,3,1,1,2
Ring,18.0,1.0,7400.0,2.0,411.1111111111111,0.1111111111111111,3700.0,0.9807280513918628,1.0,0.0875420253412521,0.0745656754716952,0.1039121766702939,1.0914881336403996,-0.5601478621325198,-1,3,4,1,1,3,2,1,2
Ring,15.0,1.0,7400.0,2.0,493.3333333333333,0.1333333333333333,3700.0,0.9807280513918628,1.0,0.0852930595286138,0.0726885919987596,0.101889175617311,1.089036172364953,-0.4582600664709719,-1,5,6,1,3,4,2,3,2
