Ethnicity,ParentalEducation,Absences,Tutoring,Sports,Music,Volunteering,GPA,target
0,1,1.1172934284936455,0,0,0,1,-0.9352456912698994,5
0,3,-0.7726979127354727,1,0,1,0,0.6876823935531247,3
0,1,0.526671134359546,0,0,0,1,-0.5575033846385571,5
3,1,-0.30020007742819316,0,1,0,0,0.13031180881158586,4
0,2,-1.599569124523212,0,0,0,0,1.4887093842040902,2
1,1,-0.30020007742819316,0,1,0,0,0.12135086714727944,4
0,2,-0.7726979127354727,0,0,0,0,0.5371752389998244,4
0,2,1.7079157226277448,0,0,0,0,-1.7687232348076938,5
2,2,0.526671134359546,0,1,1,0,-0.39069940916195406,5
2,1,-1.1270712892159325,1,0,0,0,1.0919066301335694,3
0,0,1.471666804974105,0,1,0,0,-1.8112278258347254,5
0,1,-1.7176935833500317,1,0,0,0,1.6527674627825553,2
0,2,1.471666804974105,1,0,0,0,-1.4462478147687203,5
0,1,1.1172934284936455,0,1,0,0,-1.0668803557401918,5
1,1,-1.2451957480427522,0,0,1,0,0.844731583494984,3
0,1,-1.481444665696392,1,0,0,1,1.3115745096323983,2
0,0,-1.3633202068695722,0,0,0,1,0.9564322724937022,3
0,2,-1.7176935833500317,0,1,1,1,2.288409752881429,1
3,3,-0.18207561860137328,0,1,1,0,0.4662450384419077,4
3,1,-0.7726979127354727,1,0,0,0,1.269483199075096,2
0,2,1.7079157226277448,0,1,0,0,-1.133446063216113,5
2,2,0.9991689696668256,0,1,0,1,-0.42152719930492516,5
0,2,-1.3633202068695722,0,1,1,1,1.5122300718374782,2
0,2,0.2904222167059063,1,0,0,0,0.2946048599800126,4
2,2,-0.18207561860137328,0,0,0,0,-0.0587537676087161,5
3,2,1.1172934284936455,0,1,0,1,-0.4687586566306921,5
3,0,-1.3633202068695722,0,0,0,0,1.0631456786548532,3
1,2,1.1172934284936455,0,1,1,0,-0.9269600359294127,5
0,2,-0.6545734539086528,0,0,0,1,0.7286666461681388,3
2,0,-1.481444665696392,0,0,1,0,1.8378300740276032,1
0,1,0.8810445108400057,0,1,0,1,-0.6609745902497329,5
1,4,-1.0089468303891125,1,1,1,0,1.4244343094718865,2
0,2,-0.6545734539086528,0,0,0,0,0.6896926959796503,3
1,2,-0.30020007742819316,0,0,0,0,0.09094282461934652,5
0,3,-1.3633202068695722,1,1,1,0,1.20009792053845,2
0,2,0.2904222167059063,0,1,0,0,-0.4291636939016509,5
3,2,-0.536448995081833,0,0,0,1,0.29132742030458625,4
0,2,1.1172934284936455,1,0,0,1,-1.3820614099180333,5
1,3,-1.3633202068695722,0,1,0,0,0.9261604403699644,3
0,2,0.9991689696668256,0,0,1,0,-0.9483405589074131,5
0,2,-0.18207561860137328,0,1,0,0,0.3812528226138926,4
0,1,0.2904222167059063,0,0,0,0,-0.26174135044590346,5
0,4,-0.8908223715622926,0,0,0,0,0.6484110842849873,4
2,2,1.3535423461472853,1,0,0,0,-1.7792721293659448,5
0,0,-0.6545734539086528,0,0,0,0,0.7993839337344094,3
3,3,-1.2451957480427522,0,1,0,1,1.257901720696558,2
1,2,0.8810445108400057,0,1,0,0,-0.5948356164777904,5
0,0,-1.0089468303891125,1,0,1,0,1.4566088710694391,2
1,2,-0.41832453625501304,1,1,0,0,0.7288239910178674,3
1,2,1.1172934284936455,0,0,0,0,-2.083344536168013,5
2,3,-1.481444665696392,1,1,0,1,1.3527558373471023,2
0,1,1.2354178873204653,1,0,0,0,-0.9396243215229119,5
0,3,-1.3633202068695722,0,0,0,1,1.051830885252245,3
2,2,-0.6545734539086528,0,0,0,0,0.8014092182473095,3
3,0,-1.3633202068695722,0,0,0,0,0.8345281434613587,3
2,4,-0.06395115977455339,1,1,1,0,0.9712933941620271,3
0,2,1.589791263800925,1,0,0,1,-0.7864967104548387,5
2,1,-0.6545734539086528,0,0,0,0,0.6710522127672457,3
0,2,0.6447955931863659,0,0,1,0,-0.3334640993387111,5
0,3,1.7079157226277448,0,0,0,0,-2.083344536168013,5
0,1,0.7629200520131858,1,0,1,0,-0.3400476654535639,5
1,1,0.0541732990522665,1,0,0,0,0.3451680896573313,4
0,1,-0.06395115977455339,0,0,0,1,-0.3181469363935536,5
0,1,0.40854667553272617,0,1,0,1,-0.25166754633628974,5
2,2,1.589791263800925,0,0,0,0,-1.8491064839125668,5
0,2,0.526671134359546,1,0,0,0,-0.38189541105341396,5
0,1,0.40854667553272617,0,1,0,0,0.2710630294944796,4
0,1,0.2904222167059063,0,1,0,0,0.17976982575167674,4
3,1,1.2354178873204653,1,1,0,0,-1.4633892225277947,5
1,3,-0.41832453625501304,0,0,0,0,0.2803407167510937,4
0,1,1.1172934284936455,1,0,1,0,-0.6721089979760531,5
2,4,0.0541732990522665,0,1,1,0,0.4743026466107133,4
2,2,-1.7176935833500317,0,0,0,0,1.112374776874841,3
0,1,0.0541732990522665,1,0,1,0,0.3103511638257765,4
1,3,-1.599569124523212,0,0,0,0,1.2765827336729474,2
2,2,0.9991689696668256,0,0,0,0,-0.9800992014080788,5
1,2,-0.06395115977455339,0,1,0,0,0.23204648703564226,4
0,4,-1.0089468303891125,0,0,0,0,0.775070115694775,3
2,0,1.471666804974105,0,1,1,0,-1.6287580414927016,5
1,0,-1.7176935833500317,1,0,0,0,2.230585612733596,1
0,2,-1.2451957480427522,1,1,0,0,1.214437191851583,2
0,1,-0.6545734539086528,1,0,0,0,0.9919510354289953,3
0,1,0.7629200520131858,0,0,0,0,-1.2421795324222757,5
0,0,0.6447955931863659,1,0,0,0,-1.1081524603195407,5
2,0,-1.3633202068695722,1,1,0,0,1.9236861252755237,1
0,2,-0.18207561860137328,0,1,0,0,-0.5515384051344946,5
0,1,-0.30020007742819316,0,0,0,1,-0.5277231671823874,5
1,2,-1.7176935833500317,0,0,0,1,1.3590236929544097,2
0,2,0.0541732990522665,1,1,0,1,0.4891390283222187,4
3,2,0.8810445108400057,0,1,0,0,-0.8140555695289026,5
0,0,-0.7726979127354727,1,0,0,0,0.8098780651314244,3
0,2,0.7629200520131858,0,1,1,0,-0.6636195332356467,5
0,0,0.0541732990522665,1,0,0,0,0.8066007603874251,3
0,2,0.40854667553272617,0,0,0,0,-0.18382864367578927,5
0,3,-0.06395115977455339,0,0,0,0,0.12305460553747982,4
2,2,1.2354178873204653,0,1,0,0,-1.2988545439266965,5
3,2,-0.18207561860137328,0,0,0,0,0.3949859214233448,4
0,2,0.526671134359546,1,0,0,0,-0.693679018304073,5
1,1,-0.6545734539086528,1,1,0,0,0.7819763352443982,3
2,3,0.6447955931863659,0,0,0,0,-0.7406383456564245,5
2,3,-0.41832453625501304,0,1,0,1,0.6438785929946202,4
0,1,1.471666804974105,0,1,0,0,-1.3163619878464632,5
0,2,-1.7176935833500317,0,1,1,0,2.140837756444331,1
0,3,0.6447955931863659,0,0,1,0,-1.3350620375901605,5
2,4,0.17229775787908638,1,0,0,0,-0.022226085194463983,5
2,2,-0.7726979127354727,1,1,0,0,0.4608336799417617,4
0,2,0.8810445108400057,0,0,1,0,-1.1213041428329185,5
0,1,0.40854667553272617,0,0,1,0,-0.5401354839493934,5
3,4,1.1172934284936455,0,1,1,1,-0.26629937113679203,5
2,1,0.2904222167059063,0,0,0,0,-0.6170598123575383,5
3,2,1.471666804974105,0,1,0,0,-1.3628762419653864,5
2,1,-1.0089468303891125,0,0,1,0,0.2701579157689017,4
0,1,-0.7726979127354727,0,0,1,0,0.5868168810108259,4
1,2,0.7629200520131858,0,0,0,0,-1.788154336881734,5
1,4,1.2354178873204653,0,0,1,0,-0.6442454062675327,5
0,0,0.6447955931863659,0,0,0,0,-1.189633143294018,5
1,2,-0.41832453625501304,0,1,0,0,0.1647710552236941,4
2,0,-1.0089468303891125,1,0,0,0,1.4351890569132548,2
0,1,-0.18207561860137328,1,0,0,0,0.3657887878755606,4
2,2,-0.06395115977455339,1,1,0,0,0.008321081453331594,5
1,2,-0.06395115977455339,0,0,1,0,0.365203318634074,4
3,1,-1.1270712892159325,0,0,0,0,0.3807374837819123,4
0,1,0.6447955931863659,0,1,1,0,-0.016269344551413278,5
0,0,-0.18207561860137328,0,0,1,0,0.3279253315741999,4
1,1,-1.599569124523212,1,1,0,0,1.5617128793212598,2
0,4,-0.8908223715622926,0,1,0,0,0.5528085033486037,4
2,3,-0.30020007742819316,0,1,0,0,0.2784722411234434,4
2,1,0.8810445108400057,0,1,0,0,-0.8096400848156536,5
0,2,-1.1270712892159325,0,0,0,0,0.7402629608121868,3
1,3,-1.2451957480427522,1,1,0,0,1.2141202712110861,2
1,0,-1.2451957480427522,0,1,0,1,0.7322561588713087,3
0,3,1.1172934284936455,0,0,0,0,-1.8283074509678918,5
3,3,-1.7176935833500317,0,0,0,0,1.9020738797020753,1
2,0,-0.7726979127354727,1,1,0,0,0.7642251966121295,3
1,1,-1.1270712892159325,0,0,1,0,1.596502601281707,2
2,4,0.526671134359546,0,1,0,0,-0.352370002279943,5
0,2,1.2354178873204653,0,0,1,0,-1.2347906288595893,5
3,0,1.7079157226277448,1,0,1,0,-1.2270417664432556,5
1,1,-1.0089468303891125,0,0,1,0,0.46135714132010114,4
2,2,-0.7726979127354727,0,0,0,0,0.8877711959738065,3
2,2,-1.2451957480427522,1,0,0,0,1.4631123862292659,2
0,2,-0.18207561860137328,1,0,0,0,1.0486619325944244,3
2,4,-1.2451957480427522,0,0,0,0,0.4591877076603789,4
0,1,-0.8908223715622926,1,1,1,0,1.5267044436749866,2
0,2,-1.0089468303891125,0,0,0,0,0.6372180906550375,4
0,2,-0.30020007742819316,1,1,1,0,0.7585844917754306,3
3,2,-0.30020007742819316,0,0,0,0,0.2327797287156074,4
2,1,-0.8908223715622926,0,0,0,0,0.6738056412585453,3
2,4,-0.536448995081833,1,0,0,0,0.6226119201641396,4
2,3,1.471666804974105,1,0,0,0,-1.2277821295500577,5
1,2,1.2354178873204653,0,0,0,0,-1.245711092330469,5
3,2,0.2904222167059063,1,0,0,0,-0.680424455408442,5
0,1,1.1172934284936455,0,0,0,0,-1.3804255386714899,5
0,2,0.40854667553272617,1,0,0,0,-0.25897844569671,5
0,2,-1.1270712892159325,0,0,0,0,1.5037564189929764,2
2,2,0.7629200520131858,0,1,0,0,-1.2705108002950904,5
2,4,-1.599569124523212,0,0,0,1,1.5507492720928573,2
0,2,1.471666804974105,0,1,0,1,-0.7887371960463107,5
0,1,-0.30020007742819316,0,0,0,0,-0.3165698803948522,5
2,2,0.8810445108400057,0,0,0,0,-0.353131001258732,5
0,1,1.1172934284936455,0,0,0,0,-1.8819689767443766,5
2,1,1.471666804974105,1,0,0,0,-1.5672796620467275,5
3,1,1.2354178873204653,0,1,0,0,-0.6632287716729198,5
0,2,-0.536448995081833,0,0,0,1,0.5174430021953033,4
0,2,-1.7176935833500317,0,0,0,0,1.8143838561815826,1
2,2,0.9991689696668256,0,0,0,0,-1.7791277394690586,5
2,2,-1.599569124523212,0,0,0,0,0.5632574565546908,4
1,2,1.7079157226277448,0,1,0,1,-1.4082577758936494,5
3,1,0.17229775787908638,0,0,0,0,-0.11088915942740103,5
0,3,-0.8908223715622926,0,0,0,0,0.7967760746529846,3
1,1,-1.599569124523212,0,0,0,1,1.672020146491026,2
2,1,-1.1270712892159325,0,0,1,1,0.9084413861948148,3
2,2,0.7629200520131858,1,0,0,1,-0.830076159897741,5
0,1,-1.2451957480427522,0,0,0,0,0.5454651193496758,4
2,0,0.0541732990522665,1,0,1,0,-0.4163049513172138,5
1,2,-0.8908223715622926,0,1,0,0,0.5901548910715685,4
0,2,0.40854667553272617,1,0,1,0,0.05111314074138422,5
0,2,0.0541732990522665,0,0,0,0,0.42285890486177813,4
2,4,-0.30020007742819316,0,0,1,0,-0.4748974094299499,5
0,2,1.2354178873204653,1,0,0,1,-0.8737746660296327,5
0,3,0.526671134359546,0,1,0,1,-0.7654169347876881,5
0,1,-1.0089468303891125,0,0,0,0,0.7135621639640167,3
2,2,0.0541732990522665,0,1,1,0,0.6027170634775763,4
1,3,0.8810445108400057,1,0,0,0,-0.7425916667618617,5
2,2,0.0541732990522665,0,0,0,1,-0.3450988563714148,5
0,2,1.589791263800925,0,0,0,0,-1.743801820764955,5
1,1,-0.41832453625501304,1,0,0,0,0.9460742479194946,3
1,0,-0.18207561860137328,0,0,0,0,-0.3535692469144051,5
2,2,0.9991689696668256,1,0,0,1,-0.8750057516117996,5
3,1,0.2904222167059063,0,0,0,0,0.43073783758243434,4
0,3,1.3535423461472853,1,1,0,0,-0.9992765833734917,5
1,1,1.471666804974105,0,1,1,1,-1.9028887691837535,5
0,4,0.2904222167059063,0,0,0,0,-1.0020677052523745,5
1,4,0.0541732990522665,0,0,1,0,0.35418556322163575,4
0,1,0.526671134359546,0,0,0,0,-0.5712333340289302,5
0,1,0.0541732990522665,0,1,0,0,0.24615048886700663,4
0,3,-0.30020007742819316,0,0,1,0,-0.041432623355688085,5
1,4,1.2354178873204653,0,0,1,0,-0.7199234017649178,5
0,2,1.589791263800925,0,0,0,0,-1.7555640092849962,5
2,1,-0.7726979127354727,0,0,0,1,0.873268184191023,3
0,2,1.2354178873204653,0,1,1,0,-1.101953359830095,5
0,2,1.471666804974105,0,1,0,0,-0.5622671791440439,5
2,1,-0.7726979127354727,0,0,0,0,0.26707032007691245,4
0,2,-0.30020007742819316,0,0,0,0,-0.49995935207638037,5
0,0,1.589791263800925,0,0,1,0,-2.083344536168013,5
1,0,-1.3633202068695722,1,0,0,0,1.295710072766006,2
0,1,-0.7726979127354727,0,0,0,0,0.7330791401228185,3
0,1,-0.06395115977455339,0,0,0,0,0.05430399054074948,5
0,1,-0.18207561860137328,0,1,0,0,-0.03003172062661799,5
3,2,0.40854667553272617,1,1,0,0,-0.30141734411412735,5
1,1,-0.41832453625501304,0,0,1,0,0.509923395907788,4
1,1,0.6447955931863659,1,0,0,0,-0.6850710466660793,5
1,1,1.2354178873204653,0,0,0,1,-1.913933824028097,5
0,4,1.1172934284936455,1,1,1,1,-0.6861897543332065,5
0,2,-1.1270712892159325,0,1,0,0,0.8194932797009236,3
2,2,-1.481444665696392,0,0,1,0,0.8482621407465701,3
0,2,1.2354178873204653,0,1,0,0,-0.2856573798804867,5
0,4,1.1172934284936455,1,1,0,0,-0.5572979732465645,5
0,1,0.7629200520131858,1,0,0,0,-0.3242743322190534,5
0,2,0.526671134359546,0,0,1,0,-0.7856247690272277,5
3,2,0.0541732990522665,0,0,1,0,0.12416953809599769,4
0,2,1.7079157226277448,0,0,0,1,-1.8192625670382838,5
1,0,0.526671134359546,0,0,0,0,-0.7196575438375064,5
0,2,0.9991689696668256,0,0,1,0,-1.1514150913173147,5
3,0,0.8810445108400057,0,0,0,0,-1.0278926760735625,5
0,2,0.17229775787908638,1,1,0,0,0.5657207967776613,4
0,2,0.0541732990522665,0,0,0,0,-0.17948033448421655,5
2,1,-1.1270712892159325,0,0,1,0,1.02707751793676,3
2,3,-0.8908223715622926,0,0,0,0,0.1457740650683897,4
0,0,0.40854667553272617,1,0,0,0,-0.39796359422783684,5
0,3,1.7079157226277448,1,0,1,0,-1.2846473209230014,5
0,2,1.1172934284936455,0,0,0,0,-1.5368886075023631,5
0,1,1.2354178873204653,1,0,0,0,-0.8560954192068614,5
0,1,-1.599569124523212,1,1,0,0,1.1511992207067097,3
0,4,-0.18207561860137328,0,1,1,0,0.4306384942845463,4
0,0,0.7629200520131858,0,1,0,0,-0.6049038361378493,5
0,1,-0.41832453625501304,1,0,0,0,0.2490541808533087,4
1,1,0.17229775787908638,0,0,0,1,-0.6627491874641729,5
3,2,1.471666804974105,0,0,0,0,-1.2660079729880458,5
1,2,1.3535423461472853,0,1,1,0,-1.5008922107043126,5
0,1,-0.06395115977455339,0,0,0,0,0.18315845766203476,4
0,1,0.2904222167059063,1,1,0,0,0.09311078274409981,5
3,1,0.0541732990522665,0,0,0,1,-0.006805404093547525,5
0,1,-0.30020007742819316,0,1,0,0,0.7745629858465469,3
0,2,0.6447955931863659,1,1,1,0,-0.10482981349673233,5
1,2,0.17229775787908638,0,0,0,0,-0.3543906023054266,5
1,1,-0.8908223715622926,0,1,0,0,0.399082695005636,4
1,1,-1.7176935833500317,1,0,0,0,1.5929406879310601,2
0,1,1.589791263800925,0,1,0,0,-1.557314862096278,5
0,4,1.1172934284936455,0,1,0,0,-1.8648361915144427,5
3,4,1.2354178873204653,0,1,1,1,-0.6974888625372192,5
0,3,1.3535423461472853,0,0,0,0,-1.1187689171464823,5
1,1,-1.481444665696392,1,0,0,0,1.326773147744856,2
2,0,0.0541732990522665,0,1,0,1,-0.11151428319767293,5
1,1,1.471666804974105,0,1,1,0,-1.338284329328649,5
0,1,-1.599569124523212,0,0,0,1,1.0842775963244056,3
0,2,-0.06395115977455339,0,0,0,1,-0.19221324863735445,5
1,2,-1.7176935833500317,1,0,1,0,1.8083820300914994,1
2,3,-0.7726979127354727,1,1,0,0,0.6804507367575441,3
3,3,0.0541732990522665,1,1,0,0,-0.3429624239353683,5
0,1,-1.3633202068695722,0,0,1,1,0.5114347787499274,4
0,2,-0.41832453625501304,1,0,0,0,-0.10467818384160306,5
3,1,-1.7176935833500317,0,0,0,0,1.0094819234090178,3
2,0,-1.7176935833500317,1,0,0,1,1.247497339609401,2
2,2,-1.0089468303891125,1,1,0,0,1.8795651829322817,1
0,0,0.2904222167059063,0,0,0,1,-1.069839050393598,5
1,2,0.8810445108400057,0,0,0,0,-0.6275952243935119,5
2,1,1.471666804974105,0,1,0,1,-1.2313423906467946,5
1,2,0.8810445108400057,0,0,0,0,-1.120073893855522,5
0,2,-0.06395115977455339,1,0,0,0,0.5376544996089908,4
0,1,1.2354178873204653,0,1,0,0,-1.254007152630335,5
1,3,1.7079157226277448,0,0,0,0,-0.9588576406659342,5
0,1,1.1172934284936455,0,1,0,0,-0.5046202392676227,5
0,2,-0.30020007742819316,1,0,0,0,0.33649519154033947,4
3,2,0.0541732990522665,0,1,1,0,0.6620276320594969,3
0,2,-1.0089468303891125,0,0,0,0,0.8568239487061033,3
2,4,0.0541732990522665,0,0,0,0,-0.3288782404520962,5
0,1,-0.30020007742819316,0,0,1,1,0.8783982111995139,3
1,2,-0.18207561860137328,0,1,0,0,-0.4127185253990694,5
3,2,0.17229775787908638,1,1,0,0,-0.1394776515506367,5
0,3,-0.41832453625501304,0,0,0,0,0.2358318327183833,4
0,1,1.589791263800925,0,0,0,0,-1.6397154892322359,5
0,2,0.9991689696668256,0,0,0,0,-0.8549621001984529,5
0,2,0.9991689696668256,0,0,0,0,-1.1321268593383838,5
2,1,0.526671134359546,0,1,0,0,-0.09110418402341292,5
3,2,-0.30020007742819316,0,0,0,0,0.35520135192946783,4
0,1,0.9991689696668256,0,1,1,0,-1.0265082195894482,5
0,2,0.526671134359546,0,1,0,0,-0.23424663508004342,5
0,3,-0.06395115977455339,0,0,0,0,0.178774042274299,4
2,2,0.9991689696668256,1,1,0,0,-0.9271509125214547,5
0,2,0.6447955931863659,0,0,0,0,-0.6391057711864808,5
1,2,-1.3633202068695722,1,0,0,1,1.7604556338625756,1
1,0,0.7629200520131858,1,1,0,1,-0.9366803798036988,5
1,1,-1.599569124523212,0,0,0,0,1.7267937907609467,2
0,2,1.471666804974105,1,0,0,1,-1.4419673000683058,5
2,1,0.2904222167059063,0,1,0,0,0.4946963430262719,4
0,1,-1.599569124523212,0,0,0,0,1.361840788218064,2
0,2,1.1172934284936455,0,0,0,0,-1.4408768994525656,5
2,1,-0.06395115977455339,0,1,0,1,0.8335919284469804,3
2,1,1.7079157226277448,0,0,0,0,-1.750684599614638,5
0,2,1.2354178873204653,0,1,0,0,-1.7765891305956625,5
0,1,0.40854667553272617,0,0,0,0,-1.1291094894745295,5
0,3,-0.06395115977455339,0,0,0,0,0.4640586359347238,4
0,3,1.2354178873204653,0,1,1,0,-1.7348600794472395,5
0,2,0.526671134359546,0,0,0,0,-0.12448240510094423,5
0,1,-0.6545734539086528,0,1,0,0,0.7290259130028341,3
0,2,1.471666804974105,0,1,0,0,-0.8980634464188146,5
2,3,0.9991689696668256,0,1,0,1,-0.8956518179385622,5
1,2,0.526671134359546,0,0,1,1,-0.985911076219572,5
1,1,-0.536448995081833,1,0,0,0,1.0037751022657286,3
0,2,1.2354178873204653,1,1,1,1,-0.592167802708648,5
3,3,-0.6545734539086528,0,0,0,1,0.7662593401909641,3
2,2,1.589791263800925,1,0,1,0,-1.4620438402902116,5
2,2,0.8810445108400057,0,0,0,1,-1.4562205438619304,5
2,2,-1.2451957480427522,0,0,0,0,0.3845883971083321,4
3,2,-0.7726979127354727,1,0,0,0,1.020702625131577,3
1,0,0.526671134359546,0,1,0,0,-0.24380075796772965,5
0,2,0.40854667553272617,1,0,0,0,-0.20249873256858258,5
1,0,-0.30020007742819316,0,0,0,0,-0.4026411858669859,5
2,2,0.2904222167059063,0,1,0,0,0.17189432364905405,4
2,1,0.17229775787908638,0,0,0,0,-0.030207502717951487,5
1,2,1.3535423461472853,0,1,0,1,-1.139842516005286,5
0,1,-1.1270712892159325,0,0,0,0,0.6635228217325089,3
0,2,-0.6545734539086528,0,1,0,1,0.9464596298090404,3
3,2,-1.599569124523212,1,0,0,0,1.0734838646362947,3
1,1,0.9991689696668256,0,1,0,0,-0.6219096478495325,5
1,1,-1.1270712892159325,0,0,0,0,0.507588337385054,4
0,1,1.471666804974105,0,0,1,0,-1.1494671639841711,5
0,3,1.471666804974105,1,0,0,0,-1.730716838420582,5
2,2,0.6447955931863659,0,1,0,0,-0.07864710076415235,5
1,2,-0.30020007742819316,0,0,0,0,0.09166929344629209,5
2,1,0.2904222167059063,1,1,0,0,0.35061151469394886,4
0,2,-1.0089468303891125,0,0,0,1,0.7674621163346541,3
1,3,-1.599569124523212,0,0,0,0,1.6395748370526049,2
0,3,1.589791263800925,1,0,0,0,-1.1357292254250844,5
2,2,-0.18207561860137328,1,1,0,0,0.28406022414066245,4
0,0,-1.2451957480427522,0,1,0,0,0.5647672966975253,4
0,1,0.2904222167059063,0,1,0,0,-0.4334905044836,5
1,0,-0.536448995081833,1,1,0,0,0.587641333109509,4
3,1,-0.6545734539086528,0,0,0,0,0.10671679103169002,4
0,1,-0.536448995081833,1,1,0,0,0.6110840186192498,4
2,1,1.3535423461472853,0,0,1,0,-1.1600387717837304,5
0,1,-1.599569124523212,0,1,0,0,0.9015350770669579,3
0,3,-0.06395115977455339,0,0,0,0,-0.18599061754031868,5
0,2,-1.0089468303891125,1,1,0,0,0.7470064950431538,3
0,3,-0.7726979127354727,1,0,0,0,0.9138877143424636,3
1,2,-1.2451957480427522,0,0,0,0,0.6445420927465297,4
0,1,-1.0089468303891125,1,0,1,0,1.0352870369032132,3
0,2,0.526671134359546,0,0,0,0,-0.34409893387831325,5
3,1,-1.599569124523212,0,0,1,0,1.4246312487588444,2
0,2,-1.481444665696392,1,1,0,0,1.3349496679884847,2
2,1,-1.599569124523212,1,1,1,1,1.6908738920618545,2
0,4,0.6447955931863659,1,0,0,0,-1.1841035685921766,5
1,1,0.7629200520131858,1,0,0,0,-0.7528719100638801,5
0,1,0.8810445108400057,0,0,0,0,-1.249777433968618,5
0,3,0.40854667553272617,0,1,1,0,0.26193624648060276,4
0,0,-1.3633202068695722,1,0,0,0,1.5224029906822132,2
0,2,0.9991689696668256,0,0,1,0,-0.8037186294466967,5
0,2,0.526671134359546,0,0,0,1,-0.5263489972674401,5
1,3,-1.0089468303891125,0,0,0,0,1.0890838480072738,3
2,4,1.471666804974105,0,0,1,0,-1.3276021933794253,5
2,4,0.7629200520131858,1,0,1,1,-0.02146946962019303,5
1,0,-1.0089468303891125,0,0,0,1,0.796921677703259,3
0,3,0.17229775787908638,1,0,0,0,-0.44356571372874953,5
0,2,0.40854667553272617,0,0,1,0,-0.7329601124257105,5
0,2,0.7629200520131858,0,0,0,0,-1.422539223978289,5
0,1,0.0541732990522665,0,0,0,0,-0.5661939053563039,5
1,2,-1.481444665696392,0,0,1,0,1.5239562798402224,2
1,4,-0.06395115977455339,0,0,0,1,0.2868475107309626,4
0,3,-0.18207561860137328,0,1,0,0,0.9738969893661372,3
0,2,-0.06395115977455339,0,0,0,0,-0.20626776914666095,5
2,0,-0.18207561860137328,0,1,0,0,-0.23857298195546328,5
2,1,-1.0089468303891125,0,0,0,0,1.1431695489631442,3
0,3,1.1172934284936455,0,0,0,0,-1.0304348290034695,5
3,2,-1.481444665696392,0,0,0,0,1.5615748120461082,2
3,2,1.7079157226277448,0,0,0,0,-1.5984725518625553,5
0,0,0.17229775787908638,1,0,0,0,0.05421569451728161,5
0,2,-0.6545734539086528,0,1,0,0,1.0319143869710417,3
1,2,-0.06395115977455339,1,1,0,0,0.5069935684501587,4
3,3,1.589791263800925,1,0,0,0,-1.9165721877719557,5
2,2,-1.1270712892159325,0,0,0,0,0.23701118787433376,4
0,1,1.471666804974105,1,0,1,1,-1.0756407112784718,5
0,2,0.17229775787908638,0,0,0,1,-0.5215427067342672,5
1,0,0.17229775787908638,1,1,0,0,-0.013929925272496042,5
1,4,-0.18207561860137328,1,0,0,0,0.0365023595092085,5
0,1,0.9991689696668256,0,1,0,0,-0.4316116125925143,5
2,2,1.1172934284936455,0,0,1,0,-1.1810098885533138,5
1,1,0.2904222167059063,0,0,0,0,-0.15501365710307471,5
2,2,1.1172934284936455,0,0,0,0,-0.6673388953896519,5
2,2,-1.2451957480427522,0,0,0,0,0.6202763846215928,4
2,2,1.589791263800925,0,0,1,0,-2.061706008220128,5
0,1,-0.8908223715622926,0,0,0,0,0.32435378781729324,4
1,1,-1.0089468303891125,0,0,0,0,1.2392165234743935,2
0,1,0.8810445108400057,1,0,0,0,-0.9149057820175738,5
1,2,-1.3633202068695722,1,0,0,0,2.2247570349630683,1
0,0,0.2904222167059063,0,0,1,0,-0.4629582101195196,5
1,2,-1.2451957480427522,0,1,0,0,1.2416755624204683,2
0,3,0.0541732990522665,0,1,0,0,0.216161617734465,4
0,3,-0.18207561860137328,0,0,0,0,-0.12969243400655825,5
0,2,1.3535423461472853,1,0,0,1,-0.8806947324616383,5
0,2,1.3535423461472853,0,0,0,0,-1.149364820331834,5
2,0,0.40854667553272617,0,1,0,1,-0.7721992614060804,5
2,2,-0.18207561860137328,1,0,0,0,0.7494876713898238,3
1,3,-0.7726979127354727,1,0,0,1,0.41097380314137694,4
0,1,-1.1270712892159325,0,0,0,0,0.9275673380846836,3
0,2,0.17229775787908638,0,1,0,0,0.01648407572562871,5
0,3,0.40854667553272617,0,0,1,0,-0.35261456067012636,5
0,3,-0.41832453625501304,0,0,1,0,-0.19978984461458554,5
2,1,-1.3633202068695722,1,0,0,0,1.0600069151438478,3
0,2,0.0541732990522665,0,0,0,0,-0.018792392710098787,5
0,1,1.1172934284936455,0,1,0,0,-0.586707279074089,5
0,1,-0.536448995081833,1,0,0,0,0.704245822976738,3
0,3,0.7629200520131858,1,1,1,1,0.04086173573410788,5
1,3,-1.3633202068695722,1,0,0,1,1.5347207002792742,2
1,2,0.17229775787908638,0,0,0,0,-0.5325317271279553,5
0,0,-0.8908223715622926,0,1,0,0,0.4883996589644733,4
0,3,-0.18207561860137328,0,0,1,0,-0.16754758860730276,5
0,2,1.3535423461472853,0,0,1,0,-1.5216145611115215,5
0,1,-1.599569124523212,0,0,0,0,1.2194665021951123,2
0,2,-0.536448995081833,0,1,0,1,-0.07807609380159881,5
3,0,-0.536448995081833,0,0,0,0,0.40385593340054365,4
1,2,0.9991689696668256,1,1,0,1,-0.15141518316425157,5
1,2,0.7629200520131858,0,0,1,0,-0.6038083721188828,5
0,1,0.9991689696668256,1,1,0,0,-0.953026187569896,5
0,1,-1.1270712892159325,0,0,0,0,0.9313536465966771,3
1,1,0.6447955931863659,1,0,0,0,-0.12702069632411406,5
1,0,0.6447955931863659,0,0,0,0,-0.7456165697384054,5
