Bit 6,Bit 7,Bit 8,Bit 9,Bit 10,target
1.0,-1.0,1.0,1.0,-1.0,2
1.0,1.0,1.0,-1.0,1.0,1
1.0,-1.0,-1.0,-1.0,-1.0,2
1.0,1.0,1.0,-1.0,-1.0,1
1.0,1.0,-1.0,-1.0,1.0,2
-1.0,-1.0,-1.0,1.0,-1.0,2
-1.0,-1.0,-1.0,1.0,-1.0,2
-1.0,-1.0,1.0,-1.0,1.0,1
-1.0,1.0,1.0,-1.0,1.0,2
-1.0,1.0,1.0,-1.0,1.0,2
-1.0,-1.0,-1.0,-1.0,1.0,1
1.0,1.0,1.0,-1.0,1.0,1
-1.0,1.0,1.0,1.0,-1.0,2
-1.0,-1.0,-1.0,-1.0,-1.0,1
1.0,1.0,-1.0,1.0,1.0,1
-1.0,1.0,-1.0,1.0,-1.0,2
1.0,1.0,1.0,-1.0,-1.0,2
1.0,1.0,1.0,1.0,-1.0,1
-1.0,1.0,-1.0,-1.0,-1.0,1
1.0,-1.0,-1.0,1.0,1.0,2
1.0,1.0,1.0,1.0,1.0,2
1.0,1.0,1.0,1.0,-1.0,2
1.0,-1.0,-1.0,1.0,-1.0,2
1.0,-1.0,-1.0,1.0,1.0,2
-1.0,-1.0,-1.0,1.0,-1.0,1
-1.0,-1.0,-1.0,-1.0,1.0,1
-1.0,-1.0,1.0,-1.0,1.0,1
-1.0,-1.0,-1.0,-1.0,-1.0,1
-1.0,-1.0,-1.0,1.0,-1.0,1
-1.0,1.0,-1.0,-1.0,1.0,1
1.0,1.0,-1.0,-1.0,1.0,2
1.0,-1.0,-1.0,-1.0,1.0,2
-1.0,-1.0,1.0,-1.0,-1.0,1
1.0,1.0,-1.0,-1.0,-1.0,2
1.0,1.0,1.0,-1.0,1.0,2
-1.0,-1.0,1.0,1.0,1.0,1
1.0,-1.0,-1.0,-1.0,1.0,2
-1.0,1.0,1.0,-1.0,1.0,2
1.0,1.0,-1.0,-1.0,1.0,1
-1.0,-1.0,1.0,-1.0,1.0,2
1.0,1.0,1.0,1.0,1.0,1
1.0,-1.0,1.0,1.0,-1.0,2
1.0,-1.0,1.0,-1.0,1.0,2
1.0,-1.0,-1.0,1.0,-1.0,2
-1.0,-1.0,-1.0,1.0,-1.0,1
-1.0,1.0,1.0,-1.0,-1.0,2
-1.0,1.0,1.0,-1.0,-1.0,1
-1.0,1.0,1.0,-1.0,-1.0,2
-1.0,-1.0,1.0,1.0,1.0,2
1.0,-1.0,1.0,1.0,1.0,2
1.0,-1.0,-1.0,-1.0,-1.0,1
1.0,-1.0,1.0,-1.0,1.0,1
1.0,-1.0,-1.0,1.0,-1.0,2
-1.0,1.0,1.0,-1.0,1.0,2
-1.0,1.0,-1.0,-1.0,-1.0,2
1.0,1.0,-1.0,-1.0,-1.0,1
-1.0,1.0,-1.0,1.0,1.0,1
1.0,-1.0,1.0,-1.0,-1.0,1
1.0,-1.0,-1.0,1.0,1.0,1
-1.0,1.0,-1.0,1.0,1.0,2
-1.0,1.0,-1.0,1.0,1.0,2
-1.0,-1.0,-1.0,1.0,-1.0,1
1.0,-1.0,1.0,-1.0,-1.0,1
1.0,-1.0,1.0,-1.0,1.0,1
1.0,1.0,-1.0,1.0,1.0,1
1.0,-1.0,1.0,-1.0,-1.0,1
1.0,1.0,-1.0,-1.0,-1.0,2
1.0,-1.0,-1.0,-1.0,-1.0,1
1.0,-1.0,1.0,1.0,-1.0,2
1.0,-1.0,-1.0,-1.0,1.0,2
-1.0,1.0,-1.0,1.0,-1.0,2
-1.0,-1.0,-1.0,-1.0,1.0,2
1.0,-1.0,-1.0,-1.0,-1.0,1
-1.0,1.0,-1.0,1.0,1.0,2
-1.0,1.0,-1.0,-1.0,1.0,2
-1.0,-1.0,1.0,-1.0,-1.0,2
1.0,-1.0,1.0,-1.0,1.0,2
1.0,-1.0,1.0,-1.0,1.0,2
1.0,-1.0,-1.0,1.0,1.0,2
-1.0,-1.0,-1.0,1.0,1.0,2
-1.0,1.0,-1.0,1.0,1.0,1
-1.0,-1.0,1.0,1.0,-1.0,1
1.0,1.0,1.0,1.0,1.0,2
-1.0,1.0,1.0,-1.0,1.0,1
1.0,1.0,-1.0,-1.0,1.0,2
1.0,1.0,1.0,1.0,-1.0,1
-1.0,-1.0,-1.0,-1.0,1.0,2
1.0,1.0,-1.0,-1.0,-1.0,1
-1.0,1.0,-1.0,-1.0,1.0,2
1.0,-1.0,1.0,-1.0,1.0,2
-1.0,-1.0,1.0,-1.0,1.0,1
-1.0,-1.0,1.0,1.0,1.0,1
-1.0,1.0,1.0,-1.0,-1.0,1
-1.0,-1.0,-1.0,1.0,1.0,2
1.0,-1.0,1.0,-1.0,1.0,1
1.0,-1.0,1.0,1.0,1.0,2
-1.0,-1.0,-1.0,-1.0,1.0,2
-1.0,-1.0,-1.0,1.0,-1.0,2
-1.0,-1.0,-1.0,1.0,1.0,1
1.0,-1.0,1.0,-1.0,-1.0,1
-1.0,-1.0,1.0,-1.0,1.0,2
-1.0,-1.0,-1.0,1.0,1.0,2
-1.0,-1.0,1.0,1.0,-1.0,1
-1.0,-1.0,-1.0,1.0,1.0,2
-1.0,1.0,1.0,-1.0,1.0,2
-1.0,1.0,-1.0,-1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,1
1.0,1.0,-1.0,-1.0,-1.0,2
-1.0,1.0,-1.0,-1.0,1.0,1
-1.0,-1.0,1.0,1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,1
-1.0,-1.0,-1.0,-1.0,-1.0,2
1.0,-1.0,-1.0,-1.0,-1.0,2
1.0,-1.0,1.0,1.0,1.0,2
-1.0,1.0,-1.0,-1.0,1.0,1
-1.0,-1.0,1.0,-1.0,-1.0,2
1.0,-1.0,1.0,-1.0,1.0,2
-1.0,1.0,1.0,1.0,-1.0,1
-1.0,1.0,-1.0,-1.0,-1.0,1
-1.0,-1.0,1.0,-1.0,-1.0,2
1.0,1.0,1.0,-1.0,1.0,2
1.0,-1.0,-1.0,-1.0,-1.0,2
-1.0,1.0,-1.0,1.0,-1.0,1
1.0,-1.0,-1.0,1.0,-1.0,1
1.0,-1.0,1.0,1.0,-1.0,1
-1.0,-1.0,1.0,1.0,-1.0,2
1.0,-1.0,1.0,1.0,1.0,1
-1.0,1.0,1.0,-1.0,-1.0,2
1.0,-1.0,1.0,1.0,-1.0,1
-1.0,-1.0,1.0,1.0,-1.0,1
-1.0,-1.0,1.0,-1.0,-1.0,2
1.0,-1.0,-1.0,1.0,1.0,2
-1.0,1.0,1.0,-1.0,1.0,1
1.0,-1.0,-1.0,1.0,-1.0,2
1.0,1.0,-1.0,-1.0,-1.0,2
1.0,1.0,-1.0,-1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,1
-1.0,-1.0,1.0,-1.0,1.0,1
1.0,1.0,-1.0,-1.0,-1.0,1
1.0,-1.0,1.0,-1.0,1.0,2
1.0,-1.0,1.0,-1.0,-1.0,1
1.0,1.0,1.0,-1.0,-1.0,1
1.0,-1.0,-1.0,-1.0,1.0,2
-1.0,1.0,-1.0,-1.0,-1.0,2
1.0,-1.0,1.0,1.0,1.0,1
-1.0,1.0,1.0,1.0,-1.0,1
1.0,1.0,1.0,-1.0,1.0,1
1.0,-1.0,-1.0,-1.0,-1.0,2
-1.0,1.0,-1.0,-1.0,-1.0,2
1.0,1.0,1.0,1.0,1.0,2
1.0,-1.0,-1.0,1.0,1.0,1
-1.0,-1.0,1.0,1.0,-1.0,1
1.0,1.0,-1.0,1.0,-1.0,1
-1.0,1.0,-1.0,-1.0,1.0,2
1.0,1.0,-1.0,1.0,1.0,2
-1.0,1.0,-1.0,-1.0,1.0,1
-1.0,1.0,-1.0,1.0,-1.0,1
-1.0,1.0,-1.0,1.0,-1.0,2
-1.0,1.0,-1.0,1.0,1.0,1
1.0,1.0,-1.0,1.0,1.0,1
-1.0,1.0,-1.0,1.0,1.0,1
-1.0,-1.0,1.0,-1.0,1.0,2
1.0,1.0,-1.0,-1.0,-1.0,2
-1.0,1.0,1.0,1.0,-1.0,1
1.0,1.0,1.0,1.0,1.0,2
1.0,-1.0,-1.0,1.0,1.0,1
-1.0,-1.0,1.0,-1.0,1.0,1
1.0,-1.0,-1.0,-1.0,1.0,1
1.0,1.0,1.0,1.0,-1.0,2
-1.0,1.0,-1.0,1.0,1.0,2
1.0,-1.0,1.0,1.0,-1.0,1
-1.0,1.0,-1.0,1.0,-1.0,2
-1.0,-1.0,-1.0,-1.0,-1.0,2
1.0,1.0,-1.0,1.0,-1.0,1
1.0,1.0,-1.0,1.0,1.0,1
1.0,-1.0,-1.0,-1.0,1.0,2
1.0,-1.0,-1.0,1.0,1.0,1
1.0,-1.0,-1.0,1.0,1.0,2
-1.0,-1.0,-1.0,-1.0,1.0,2
1.0,-1.0,-1.0,1.0,-1.0,2
1.0,1.0,1.0,-1.0,1.0,1
1.0,1.0,-1.0,-1.0,-1.0,1
1.0,-1.0,-1.0,-1.0,-1.0,2
-1.0,1.0,-1.0,1.0,1.0,1
-1.0,1.0,1.0,-1.0,-1.0,2
1.0,-1.0,-1.0,-1.0,1.0,1
-1.0,1.0,1.0,1.0,1.0,2
1.0,1.0,1.0,-1.0,1.0,2
1.0,1.0,1.0,-1.0,-1.0,2
-1.0,-1.0,1.0,1.0,1.0,2
-1.0,-1.0,-1.0,1.0,1.0,1
-1.0,-1.0,1.0,-1.0,1.0,1
1.0,1.0,-1.0,-1.0,1.0,1
1.0,-1.0,-1.0,-1.0,1.0,1
1.0,-1.0,1.0,1.0,1.0,1
-1.0,1.0,-1.0,1.0,1.0,2
1.0,-1.0,1.0,-1.0,-1.0,2
-1.0,1.0,1.0,1.0,-1.0,1
1.0,1.0,-1.0,-1.0,1.0,2
1.0,-1.0,-1.0,1.0,-1.0,1
-1.0,-1.0,1.0,-1.0,1.0,2
-1.0,-1.0,1.0,1.0,-1.0,2
1.0,-1.0,1.0,-1.0,-1.0,1
1.0,1.0,1.0,1.0,1.0,1
-1.0,-1.0,1.0,-1.0,-1.0,1
-1.0,1.0,1.0,1.0,-1.0,1
1.0,-1.0,1.0,-1.0,-1.0,2
1.0,1.0,-1.0,-1.0,1.0,2
1.0,-1.0,-1.0,-1.0,1.0,1
1.0,-1.0,1.0,-1.0,1.0,2
-1.0,-1.0,-1.0,1.0,1.0,1
1.0,1.0,1.0,1.0,-1.0,1
1.0,-1.0,1.0,-1.0,-1.0,2
1.0,-1.0,-1.0,1.0,1.0,1
-1.0,-1.0,1.0,-1.0,-1.0,1
1.0,-1.0,-1.0,-1.0,1.0,1
1.0,1.0,1.0,-1.0,1.0,1
1.0,-1.0,-1.0,1.0,1.0,1
1.0,1.0,-1.0,1.0,-1.0,2
1.0,1.0,-1.0,-1.0,-1.0,1
1.0,-1.0,-1.0,1.0,1.0,1
-1.0,-1.0,-1.0,1.0,-1.0,1
-1.0,-1.0,-1.0,1.0,1.0,1
1.0,-1.0,1.0,1.0,1.0,2
-1.0,1.0,1.0,1.0,-1.0,1
-1.0,1.0,1.0,-1.0,1.0,2
1.0,1.0,-1.0,1.0,1.0,1
1.0,-1.0,-1.0,1.0,-1.0,2
1.0,1.0,-1.0,1.0,-1.0,2
-1.0,1.0,-1.0,-1.0,1.0,2
-1.0,-1.0,-1.0,-1.0,1.0,1
-1.0,-1.0,-1.0,-1.0,1.0,2
-1.0,1.0,-1.0,-1.0,1.0,1
1.0,1.0,-1.0,-1.0,-1.0,1
1.0,1.0,-1.0,1.0,-1.0,1
1.0,1.0,1.0,1.0,-1.0,2
1.0,1.0,1.0,-1.0,-1.0,1
1.0,1.0,-1.0,-1.0,-1.0,2
-1.0,-1.0,1.0,-1.0,1.0,2
1.0,1.0,1.0,1.0,-1.0,2
1.0,-1.0,1.0,-1.0,-1.0,1
-1.0,-1.0,1.0,1.0,1.0,1
-1.0,1.0,1.0,-1.0,1.0,1
1.0,1.0,1.0,-1.0,1.0,2
1.0,1.0,-1.0,-1.0,-1.0,2
-1.0,1.0,-1.0,-1.0,1.0,1
-1.0,1.0,1.0,1.0,1.0,1
-1.0,1.0,1.0,1.0,1.0,2
1.0,1.0,1.0,1.0,-1.0,1
-1.0,-1.0,1.0,1.0,1.0,2
-1.0,1.0,1.0,-1.0,-1.0,2
1.0,-1.0,-1.0,-1.0,1.0,2
-1.0,-1.0,1.0,1.0,-1.0,2
-1.0,1.0,-1.0,1.0,1.0,1
-1.0,1.0,1.0,-1.0,1.0,1
-1.0,-1.0,-1.0,1.0,1.0,2
-1.0,-1.0,1.0,1.0,-1.0,2
-1.0,1.0,-1.0,1.0,1.0,1
-1.0,-1.0,-1.0,1.0,-1.0,2
1.0,-1.0,-1.0,-1.0,-1.0,2
1.0,1.0,1.0,-1.0,1.0,2
1.0,-1.0,1.0,1.0,1.0,2
-1.0,-1.0,1.0,1.0,-1.0,1
1.0,-1.0,-1.0,-1.0,-1.0,1
1.0,1.0,-1.0,1.0,-1.0,2
1.0,1.0,-1.0,-1.0,1.0,1
-1.0,-1.0,1.0,-1.0,-1.0,1
-1.0,-1.0,-1.0,-1.0,-1.0,1
-1.0,1.0,-1.0,1.0,-1.0,1
1.0,1.0,-1.0,-1.0,-1.0,2
1.0,-1.0,1.0,1.0,1.0,1
1.0,-1.0,1.0,-1.0,1.0,1
-1.0,-1.0,1.0,1.0,1.0,1
-1.0,-1.0,1.0,1.0,1.0,2
1.0,1.0,-1.0,1.0,1.0,1
-1.0,1.0,-1.0,-1.0,-1.0,1
1.0,1.0,1.0,1.0,1.0,2
-1.0,1.0,1.0,-1.0,-1.0,1
1.0,-1.0,1.0,1.0,-1.0,2
1.0,-1.0,1.0,-1.0,-1.0,1
-1.0,1.0,-1.0,-1.0,-1.0,2
-1.0,-1.0,-1.0,-1.0,1.0,1
1.0,-1.0,1.0,1.0,-1.0,2
-1.0,1.0,-1.0,-1.0,-1.0,1
-1.0,1.0,1.0,1.0,1.0,1
-1.0,1.0,1.0,1.0,-1.0,2
1.0,1.0,-1.0,-1.0,1.0,1
-1.0,1.0,-1.0,1.0,1.0,2
1.0,-1.0,1.0,-1.0,1.0,2
-1.0,1.0,-1.0,-1.0,1.0,2
-1.0,1.0,1.0,-1.0,1.0,1
1.0,-1.0,1.0,1.0,-1.0,2
1.0,-1.0,-1.0,1.0,-1.0,1
1.0,1.0,1.0,-1.0,-1.0,1
1.0,1.0,-1.0,1.0,1.0,1
1.0,1.0,-1.0,1.0,-1.0,2
1.0,1.0,-1.0,1.0,-1.0,2
1.0,-1.0,1.0,-1.0,-1.0,2
-1.0,-1.0,1.0,1.0,-1.0,1
1.0,1.0,-1.0,1.0,1.0,2
1.0,1.0,1.0,-1.0,-1.0,1
1.0,1.0,-1.0,-1.0,1.0,1
1.0,1.0,1.0,1.0,-1.0,2
-1.0,1.0,1.0,1.0,1.0,2
1.0,1.0,-1.0,1.0,-1.0,1
-1.0,-1.0,-1.0,1.0,-1.0,1
-1.0,-1.0,1.0,1.0,1.0,1
1.0,1.0,-1.0,-1.0,-1.0,2
-1.0,1.0,-1.0,-1.0,-1.0,1
1.0,-1.0,-1.0,-1.0,-1.0,2
-1.0,1.0,-1.0,-1.0,-1.0,1
-1.0,1.0,-1.0,1.0,1.0,2
-1.0,1.0,1.0,-1.0,-1.0,2
1.0,1.0,1.0,-1.0,-1.0,1
1.0,-1.0,1.0,1.0,-1.0,1
-1.0,-1.0,1.0,-1.0,-1.0,1
1.0,1.0,1.0,1.0,1.0,2
-1.0,-1.0,1.0,1.0,1.0,2
1.0,-1.0,1.0,-1.0,1.0,1
1.0,1.0,1.0,-1.0,-1.0,1
-1.0,-1.0,1.0,-1.0,-1.0,1
1.0,1.0,-1.0,1.0,-1.0,2
1.0,-1.0,-1.0,1.0,-1.0,1
1.0,-1.0,1.0,-1.0,-1.0,1
-1.0,1.0,-1.0,-1.0,-1.0,1
1.0,1.0,-1.0,-1.0,-1.0,2
1.0,-1.0,-1.0,-1.0,-1.0,1
-1.0,1.0,1.0,-1.0,1.0,1
1.0,1.0,-1.0,1.0,-1.0,1
-1.0,-1.0,-1.0,1.0,1.0,1
-1.0,1.0,1.0,1.0,-1.0,2
1.0,1.0,-1.0,1.0,1.0,2
-1.0,1.0,1.0,-1.0,1.0,1
1.0,1.0,-1.0,1.0,-1.0,1
1.0,-1.0,1.0,-1.0,-1.0,2
1.0,1.0,1.0,-1.0,1.0,2
1.0,-1.0,-1.0,1.0,1.0,2
-1.0,-1.0,-1.0,1.0,1.0,1
-1.0,1.0,1.0,-1.0,-1.0,2
1.0,1.0,-1.0,-1.0,1.0,2
-1.0,1.0,1.0,1.0,-1.0,1
-1.0,1.0,-1.0,1.0,1.0,1
-1.0,-1.0,1.0,-1.0,1.0,1
-1.0,-1.0,-1.0,1.0,-1.0,1
-1.0,1.0,-1.0,1.0,1.0,1
-1.0,1.0,-1.0,-1.0,-1.0,2
1.0,-1.0,1.0,1.0,1.0,2
-1.0,-1.0,-1.0,1.0,1.0,1
1.0,-1.0,1.0,-1.0,-1.0,1
-1.0,1.0,-1.0,1.0,-1.0,2
1.0,1.0,1.0,1.0,-1.0,1
-1.0,1.0,1.0,-1.0,-1.0,1
-1.0,-1.0,1.0,1.0,-1.0,1
-1.0,1.0,1.0,1.0,-1.0,2
1.0,1.0,1.0,1.0,1.0,1
-1.0,-1.0,1.0,-1.0,-1.0,1
1.0,1.0,1.0,1.0,-1.0,1
1.0,1.0,1.0,-1.0,1.0,2
-1.0,-1.0,1.0,-1.0,-1.0,2
1.0,-1.0,1.0,1.0,-1.0,2
1.0,1.0,-1.0,-1.0,1.0,1
1.0,1.0,1.0,-1.0,-1.0,2
1.0,-1.0,-1.0,1.0,1.0,2
1.0,-1.0,-1.0,1.0,1.0,2
-1.0,-1.0,-1.0,1.0,-1.0,2
1.0,1.0,-1.0,-1.0,1.0,1
-1.0,-1.0,-1.0,-1.0,-1.0,1
-1.0,1.0,1.0,-1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,2
-1.0,1.0,-1.0,1.0,-1.0,1
-1.0,1.0,-1.0,1.0,-1.0,1
-1.0,-1.0,1.0,1.0,-1.0,2
1.0,-1.0,-1.0,1.0,-1.0,1
1.0,-1.0,1.0,1.0,-1.0,1
1.0,-1.0,-1.0,-1.0,1.0,2
-1.0,-1.0,-1.0,1.0,1.0,2
1.0,-1.0,1.0,1.0,-1.0,2
-1.0,-1.0,1.0,1.0,-1.0,2
1.0,-1.0,1.0,-1.0,1.0,2
1.0,1.0,-1.0,-1.0,1.0,1
-1.0,1.0,1.0,1.0,1.0,1
-1.0,-1.0,-1.0,-1.0,1.0,1
1.0,1.0,1.0,-1.0,1.0,2
1.0,-1.0,1.0,1.0,1.0,1
1.0,1.0,-1.0,1.0,-1.0,2
-1.0,1.0,-1.0,-1.0,1.0,2
-1.0,1.0,-1.0,1.0,-1.0,1
1.0,-1.0,-1.0,1.0,-1.0,2
-1.0,1.0,1.0,1.0,-1.0,2
-1.0,1.0,1.0,1.0,1.0,1
1.0,1.0,-1.0,1.0,-1.0,2
-1.0,1.0,1.0,1.0,1.0,1
-1.0,-1.0,-1.0,1.0,-1.0,2
-1.0,1.0,1.0,-1.0,-1.0,1
1.0,1.0,1.0,1.0,-1.0,1
-1.0,-1.0,1.0,-1.0,1.0,1
1.0,1.0,-1.0,-1.0,1.0,2
-1.0,-1.0,-1.0,-1.0,-1.0,2
-1.0,-1.0,1.0,-1.0,1.0,2
-1.0,1.0,-1.0,1.0,1.0,1
-1.0,-1.0,-1.0,1.0,-1.0,1
1.0,1.0,-1.0,-1.0,1.0,1
1.0,1.0,1.0,1.0,-1.0,2
-1.0,-1.0,1.0,1.0,1.0,2
-1.0,-1.0,1.0,1.0,1.0,2
1.0,1.0,-1.0,1.0,-1.0,2
-1.0,1.0,1.0,1.0,1.0,1
1.0,-1.0,-1.0,-1.0,1.0,1
1.0,-1.0,-1.0,1.0,1.0,1
-1.0,1.0,-1.0,-1.0,1.0,2
1.0,-1.0,-1.0,1.0,-1.0,1
-1.0,-1.0,-1.0,1.0,1.0,1
-1.0,-1.0,1.0,-1.0,1.0,2
1.0,-1.0,1.0,-1.0,1.0,2
-1.0,-1.0,-1.0,1.0,1.0,2
-1.0,1.0,1.0,1.0,-1.0,2
1.0,1.0,-1.0,1.0,-1.0,1
-1.0,1.0,-1.0,1.0,-1.0,2
1.0,-1.0,1.0,-1.0,-1.0,1
-1.0,-1.0,-1.0,1.0,1.0,2
1.0,1.0,-1.0,1.0,1.0,2
-1.0,1.0,1.0,1.0,1.0,1
-1.0,-1.0,1.0,1.0,-1.0,1
1.0,1.0,1.0,-1.0,1.0,1
-1.0,1.0,-1.0,-1.0,1.0,1
1.0,-1.0,1.0,1.0,-1.0,2
1.0,1.0,-1.0,-1.0,1.0,1
-1.0,-1.0,-1.0,1.0,1.0,1
1.0,-1.0,1.0,1.0,-1.0,1
1.0,-1.0,-1.0,1.0,-1.0,2
-1.0,-1.0,-1.0,1.0,1.0,1
1.0,1.0,-1.0,-1.0,-1.0,1
-1.0,-1.0,1.0,-1.0,1.0,1
1.0,-1.0,1.0,-1.0,1.0,2
-1.0,1.0,-1.0,1.0,1.0,1
-1.0,1.0,1.0,1.0,-1.0,2
-1.0,-1.0,1.0,-1.0,1.0,1
1.0,-1.0,1.0,1.0,-1.0,2
1.0,1.0,1.0,-1.0,-1.0,2
-1.0,1.0,1.0,1.0,1.0,2
-1.0,1.0,-1.0,-1.0,-1.0,2
1.0,-1.0,1.0,-1.0,-1.0,2
1.0,1.0,1.0,1.0,1.0,2
1.0,-1.0,1.0,-1.0,-1.0,2
1.0,1.0,-1.0,-1.0,-1.0,1
1.0,1.0,1.0,-1.0,-1.0,1
-1.0,1.0,-1.0,-1.0,1.0,1
1.0,1.0,-1.0,-1.0,-1.0,1
-1.0,-1.0,1.0,-1.0,1.0,1
1.0,-1.0,-1.0,-1.0,1.0,1
-1.0,-1.0,-1.0,-1.0,-1.0,1
-1.0,1.0,-1.0,1.0,-1.0,1
1.0,-1.0,1.0,1.0,-1.0,2
-1.0,-1.0,-1.0,1.0,1.0,2
1.0,1.0,-1.0,1.0,-1.0,1
-1.0,1.0,1.0,1.0,-1.0,1
