dataset_name,file_name,batch_size,learning_rate,number_of_epochs,number_of_hidden_layers,avg_number_of_neurons,min_number_of_neurons,max_number_of_neurons,total_number_of_neurons,depth_to_width_ratio,batch_size_to_dataset_ratio,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,avg_learning_slope,std_learning_slope,avg_validation_gap,std_validation_gap,avg_first_overfit_epoch,std_first_overfit_epoch,avg_first_stay_epoch,std_first_stay_epoch,avg_percentage_weights_near_zero,std_percentage_weights_near_zero,avg_avg_weights,std_avg_weights,batch_normalisation,dropout,layer_normalisation,weight_decay,prune,weight_normalisation,baseline,weight_perturbation
Pima Indians Diabetes,Data\Input\Subsets\Pima Indians Diabetes\875606433_20260528_183316.csv,64.0,0.0005,60.0,5.0,112.0,16.0,256.0,560.0,0.0446428571428571,0.0833333333333333,7.0,1.0,768.0,2.0,109.71428571428572,0.2857142857142857,384.0,0.536,1.0,0.0522470860110555,0.012996442930879,0.1230653911602532,1.0536360490814565,0.768518099134962,-0.0039728974302609,9.691339962171784e-05,0.1790753308752154,0.0293654373869499,25.5,11.36001760562016,11.1,2.118962010041709,61.84695182606224,0.9374849010305892,0.048842813636466,0.0009313178092141,3,2,5,1,3,3,3,4
Pima Indians Diabetes,Data\Input\Subsets\Pima Indians Diabetes\765050574_20260528_183316.csv,64.0,0.0005,60.0,5.0,112.0,16.0,256.0,560.0,0.0446428571428571,0.0833333333333333,6.0,1.0,768.0,2.0,128.0,0.3333333333333333,384.0,0.536,1.0,0.0591537277618337,0.0114204674284261,0.1125499674484766,1.0609383238786083,0.8223687250600409,-0.0034794137875239,0.0002375282484451,0.1702444965776909,0.0363169310030243,30.0,13.96424004376894,8.3,1.004987562112089,62.710720072774826,0.7387448045409061,0.0481574105487554,0.0007480921524675,2,2,3,1,2,2,2,2
Pima Indians Diabetes,Data\Input\Subsets\Pima Indians Diabetes\374185908_20260528_183316.csv,64.0,0.0005,60.0,5.0,112.0,16.0,256.0,560.0,0.0446428571428571,0.0833333333333333,5.0,1.0,768.0,2.0,153.6,0.4,384.0,0.536,1.0,0.0365322373861609,0.0042793216869905,0.0829685304284071,1.0372077403452515,2.540978965106084,-0.0032859502732753,0.0002041677390196,0.2195258305259439,0.0285585489159143,38.4,11.706408501329518,7.7,1.1,62.19738974665188,0.7139742685386868,0.0488546127800299,0.0006750828488924,2,2,5,1,3,4,4,4
Pima Indians Diabetes,Data\Input\Subsets\Pima Indians Diabetes\2448243229_20260528_183316.csv,64.0,0.0005,60.0,5.0,112.0,16.0,256.0,560.0,0.0446428571428571,0.0833333333333333,7.0,1.0,768.0,2.0,109.71428571428572,0.2857142857142857,384.0,0.536,1.0,0.0386863935931295,0.0010886740159439,0.1080881416898511,1.0394444560896483,1.3884345025642963,-0.0037106774747371,0.0002846190364803,0.1790308224152445,0.028024064649065,26.8,13.826062346163496,8.3,0.7810249675906655,61.66690351001847,0.7547523030572543,0.0487736103155912,0.0007900349230689,3,2,5,1,4,4,4,4
Pima Indians Diabetes,Data\Input\Subsets\Pima Indians Diabetes\1393707356_20260528_183316.csv,64.0,0.0005,60.0,5.0,112.0,16.0,256.0,560.0,0.0446428571428571,0.0833333333333333,6.0,1.0,768.0,2.0,128.0,0.3333333333333333,384.0,0.536,1.0,0.0424008324711699,0.0114204674284261,0.0884587588220531,1.043312588512237,1.5424006360530569,-0.0033534841239452,0.0002877261576098,0.2255875371328481,0.034022822293711,31.9,7.980601481091509,9.3,1.417744687875783,61.26957955482275,1.014497564298856,0.049810768321769,0.0010451123470404,3,5,6,1,2,4,4,5
Pima Indians Diabetes,Data\Input\Subsets\Pima Indians Diabetes\1588262665_20260528_183316.csv,64.0,0.0005,60.0,5.0,112.0,16.0,256.0,560.0,0.0446428571428571,0.0833333333333333,6.0,1.0,768.0,2.0,128.0,0.3333333333333333,384.0,0.536,1.0,0.0279510731159891,0.0,0.0752746753220288,1.0283453694559437,2.856735768123901,-0.003208334048589,0.000326934449858,0.2702308918790793,0.0310313335952199,34.0,10.46900186264192,8.6,1.1135528725660042,61.87537311311369,0.818494604528302,0.0492927319972497,0.0009543949782661,4,2,4,1,3,4,5,5
Pima Indians Diabetes,Data\Input\Subsets\Pima Indians Diabetes\1360423181_20260528_183316.csv,64.0,0.0005,60.0,5.0,112.0,16.0,256.0,560.0,0.0446428571428571,0.4413793103448276,8.0,1.0,145.0,2.0,18.125,0.25,72.5,0.5425531914893617,0.625,0.0469199660228826,7.308949036666235e-06,0.1273574269032178,1.0480381270635153,0.7276957834157236,-0.0048490528265635,0.0001436951245046,0.235062552067258,0.0816071466953086,60.0,0.0,2.0,0.0,66.50413434489813,0.561990936592766,0.0439516283144496,0.0004039424132204,4,1,4,3,2,3,1,3
Pima Indians Diabetes,Data\Input\Subsets\Pima Indians Diabetes\1618173150_20260528_183317.csv,64.0,0.0005,60.0,5.0,112.0,16.0,256.0,560.0,0.0446428571428571,0.3404255319148936,8.0,1.0,188.0,2.0,23.5,0.25,94.0,0.5409836065573771,0.75,0.0359903550813781,0.0,0.1089408404092799,1.0366458480778624,1.250959679863341,-0.0039390568931897,0.0004962923975891,0.3817231882419682,0.1113180682866189,42.3,6.603786792439623,2.0,0.0,67.53885715909414,0.7663454878997032,0.0433976803830815,0.0005005609306717,3,2,2,1,2,2,3,2
Pima Indians Diabetes,Data\Input\Subsets\Pima Indians Diabetes\1047941077_20260528_183317.csv,64.0,0.0005,60.0,5.0,112.0,16.0,256.0,560.0,0.0446428571428571,0.2,8.0,1.0,320.0,2.0,40.0,0.25,160.0,0.5384615384615384,0.875,0.0602075025888566,0.0175926430376853,0.1328706983332619,1.062056903239212,0.3441984204524685,-0.0043665873507658,0.0002421459015966,0.278994340488916,0.0697852990983239,42.1,14.320963654726592,9.6,7.722693830523129,64.24146847384424,0.7999680872987424,0.0460834282555199,0.0006805634347245,2,4,3,1,1,2,2,3
Pima Indians Diabetes,Data\Input\Subsets\Pima Indians Diabetes\1338845869_20260528_183317.csv,64.0,0.0005,60.0,5.0,112.0,16.0,256.0,560.0,0.0446428571428571,0.1624365482233502,8.0,1.0,394.0,2.0,49.25,0.25,197.0,0.5330739299610895,0.875,0.0496066290744129,0.0134876121882987,0.1201475724403642,1.0508576382183403,0.6278598312642906,-0.0042479849855105,0.0002133334775679,0.2205860646851964,0.0454657621162912,41.2,15.045265035884212,15.5,5.123475382979799,64.00079561276391,0.3783800279253632,0.0464193430001178,0.000331688258261,1,3,4,1,2,1,2,2
Pima Indians Diabetes,Data\Input\Subsets\Pima Indians Diabetes\4101422447_20260528_183317.csv,64.0,0.0005,60.0,5.0,112.0,16.0,256.0,560.0,0.0446428571428571,0.1277445109780439,8.0,1.0,501.0,2.0,62.625,0.25,250.5,0.5368098159509203,1.0,0.054262879534804,0.0014741027769435,0.1300306565677318,1.055762103929458,0.4904597514508225,-0.0042179486155509,0.0002805211972804,0.1591761705537492,0.0474053197809334,51.1,12.421352583354198,11.7,5.622277118748239,63.03071633563493,0.6444488444648117,0.0475616527375304,0.0007308556167683,3,2,4,1,1,2,3,2
Pima Indians Diabetes,Data\Input\Subsets\Pima Indians Diabetes\2915712133_20260528_183317.csv,64.0,0.0005,60.0,5.0,112.0,16.0,256.0,560.0,0.0446428571428571,0.1149012567324955,8.0,1.0,557.0,2.0,69.625,0.25,278.5,0.5344352617079889,1.0,0.0488470774572825,0.0,0.1330378136681296,1.0500597606528146,0.6541021045410711,-0.0040626152853171,0.0001821404495672,0.1309345092658871,0.0407688994387265,30.9,11.776671855834312,10.4,3.0397368307141326,62.84744125252181,0.7868148661468853,0.0478508288514926,0.0007443830043726,3,2,4,1,3,2,3,3
Pima Indians Diabetes,Data\Input\Subsets\Pima Indians Diabetes\1743448_20260528_183317.csv,64.0,0.0005,60.0,5.0,112.0,16.0,256.0,560.0,0.0446428571428571,0.1068447412353923,8.0,1.0,599.0,2.0,74.875,0.25,299.5,0.5358974358974359,0.875,0.0543268059994483,0.0,0.1337492344181561,1.0558295972255485,0.4881518721034211,-0.0043479540447394,0.0001895703655438,0.2225043961419019,0.0307184806740585,37.9,16.002812252851058,11.6,1.1135528725660042,61.98448555110392,0.7034505870652235,0.0485515763284658,0.0005566314821354,2,2,5,1,3,4,4,3
Pima Indians Diabetes,Data\Input\Subsets\Pima Indians Diabetes\3434767085_20260528_183317.csv,64.0,0.0005,60.0,5.0,112.0,16.0,256.0,560.0,0.0446428571428571,0.0937042459736456,8.0,1.0,683.0,2.0,85.375,0.25,341.5,0.5348314606741573,1.0,0.0460301840447232,0.0,0.0992285797258305,1.0471060163747734,0.7556136908459052,-0.0041804785033067,0.0001966545647793,0.2574834805850866,0.0307854461743897,35.8,12.6475294030099,11.3,1.1874342087037917,61.839854516523175,0.8009767889976008,0.048803611446696,0.0008551118709446,3,2,3,1,2,2,2,2
Pima Indians Diabetes,,64.0,0.0005,60.0,5.0,112.0,16.0,256.0,560.0,0.0446428571428571,0.0833333333333333,8.0,1.0,768.0,2.0,96.0,0.25,384.0,0.536,1.0,0.0422849406154624,0.0,0.114633676515985,1.0431916840863256,0.9120265136034434,-0.0040310540795326,0.0003837341930541,0.1046408651058718,0.0495195624184377,33.7,11.857908753233009,10.8,1.6,61.3286733157162,0.6575922046805233,0.049629417488214,0.0008275559647118,3,2,5,1,4,3,4,1
Ring,Data\Input\Subsets\Ring\2474287190_20260528_183320.csv,128.0,0.0005,100.0,5.0,144.0,48.0,256.0,720.0,0.0347222222222222,0.0172972972972972,19.0,1.0,7400.0,2.0,389.4736842105263,0.1052631578947368,3700.0,0.9807280513918628,1.0,0.0868781085539107,0.070802651384777,0.1042617299002515,1.090763716848136,-0.5801135652010484,-0.0012602253258228,0.0001504413038744,0.0246993559351575,0.0026912225076506,28.5,22.78705773021168,3.1,0.7,58.71550209153238,0.4474401701625999,0.0488977895540031,0.0003675351901634,4,4,4,2,3,1,3,3
Ring,Data\Input\Subsets\Ring\1719443940_20260528_183321.csv,128.0,0.0005,100.0,5.0,144.0,48.0,256.0,720.0,0.0347222222222222,0.0172972972972972,12.0,1.0,7400.0,2.0,616.6666666666666,0.1666666666666666,3700.0,0.9807280513918628,1.0,0.0841295724541169,0.0704891357333981,0.1090998151550588,1.087769829684272,-0.3134599545136292,-0.0014118164181709,0.0001925834240154,0.0559340976338678,0.0041585174649249,12.0,4.560701700396552,3.3,1.004987562112089,56.69838429158369,0.5573277077516527,0.0515384382275825,0.0006102459375661,5,4,5,2,1,3,4,2
Ring,Data\Input\Subsets\Ring\2686065831_20260528_183321.csv,128.0,0.0005,100.0,5.0,144.0,48.0,256.0,720.0,0.0347222222222222,0.0172972972972972,15.0,1.0,7400.0,2.0,493.3333333333333,0.1333333333333333,3700.0,0.9807280513918628,1.0,0.0849791322780622,0.0726885919987596,0.101522812130864,1.0886943478904276,-0.4562587877653921,-0.0014958469569683,0.0002624547324277,0.0309658212702717,0.0047930248701313,25.7,16.444147895224003,3.5,1.02469507659596,57.46367387770414,0.9439324441777136,0.0504925647654301,0.0010532922762739,4,2,3,1,1,1,2,1
Ring,Data\Input\Subsets\Ring\1883869717_20260528_183322.csv,128.0,0.0005,100.0,5.0,144.0,48.0,256.0,720.0,0.0347222222222222,0.0172972972972972,16.0,1.0,7400.0,2.0,462.5,0.125,3700.0,0.9807280513918628,1.0,0.0872823470339528,0.0733452740961939,0.1045142909761378,1.0912047346472966,-0.5036941392318686,-0.0014078823626041,0.0002587398534014,0.0302482884010744,0.0037459492151565,17.6,8.187795796183488,4.1,1.3,57.78817131881564,0.8733412694389586,0.0500075873765573,0.0008325121247458,5,4,4,1,2,2,2,3
Ring,Data\Input\Subsets\Ring\1683669108_20260528_183323.csv,128.0,0.0005,100.0,5.0,144.0,48.0,256.0,720.0,0.0347222222222222,0.0172972972972972,15.0,1.0,7400.0,2.0,493.3333333333333,0.1333333333333333,3700.0,0.9807280513918628,1.0,0.0870188756408876,0.0733316040669107,0.1059562078172151,1.0909172712865884,-0.4690042124859689,-0.0013498359024524,0.0001370716886498,0.0309075319159618,0.0031361371898724,15.6,10.34601372510205,3.4,1.2,57.65899712392147,0.686759184819781,0.0502058632496212,0.0007854063211448,6,4,5,1,3,1,2,1
Ring,Data\Input\Subsets\Ring\2121068921_20260528_183323.csv,128.0,0.0005,100.0,5.0,144.0,48.0,256.0,720.0,0.0347222222222222,0.0172972972972972,19.0,1.0,7400.0,2.0,389.4736842105263,0.1052631578947368,3700.0,0.9807280513918628,1.0,0.0867602426949597,0.070802651384777,0.1042617299002515,1.0906351606220808,-0.5795431394649948,-0.0015242365896701,0.0002108494611752,0.0343847507132318,0.0008887535170768,13.5,4.153311931459037,3.3,0.7810249675906654,58.33444716714932,0.5542041524109539,0.0491946830090055,0.0004926315687516,4,4,4,2,1,1,3,1
Ring,Data\Input\Subsets\Ring\2707157406_20260528_183324.csv,128.0,0.0005,100.0,5.0,144.0,48.0,256.0,720.0,0.0347222222222222,0.0172972972972972,19.0,1.0,7400.0,2.0,389.4736842105263,0.1052631578947368,3700.0,0.9807280513918628,1.0,0.0868781085539107,0.070802651384777,0.1042617299002515,1.090763716848136,-0.5801135652010484,-0.0013901620805263,8.728487409458622e-05,0.029632343589021,0.0030712401413123,16.1,7.475961476626267,3.3,0.7810249675906654,58.444964233558586,0.5226550957706502,0.049186476514988,0.0005094197145884,5,4,4,1,1,2,1,3
Ring,Data\Input\Subsets\Ring\2097779829_20260528_183324.csv,128.0,0.0005,100.0,5.0,144.0,48.0,256.0,720.0,0.0347222222222222,0.2,20.0,1.0,640.0,2.0,32.0,0.1,320.0,0.9814241486068112,1.0,0.0836031036656392,0.0370045330095398,0.1260875090244992,1.0871973035416918,-0.5854799617394129,-0.0037113161683082,1.8684555448232767e-05,0.0635087417997135,0.0189713024514038,87.2,24.387701818744628,16.4,0.4898979485566356,60.672509566720144,0.3033920098618121,0.0471230937662116,0.0002444884184936,5,2,4,3,1,3,3,3
Ring,Data\Input\Subsets\Ring\1335643979_20260528_183324.csv,128.0,0.0005,100.0,5.0,144.0,48.0,256.0,720.0,0.0347222222222222,0.078720787207872,20.0,1.0,1626.0,2.0,81.3,0.1,813.0,0.9805115712545676,1.0,0.0851684047766501,0.0665798939890098,0.1123835636121417,1.088900427291818,-0.5931010051039682,-0.0036262946128845,7.202873293349997e-05,0.0354262271274601,0.0066152623926551,45.0,36.64150651924672,8.8,1.4,60.17380570299963,0.2664140924990159,0.0475706909664518,0.0001660887378368,4,3,4,1,1,1,2,2
Ring,Data\Input\Subsets\Ring\2877438279_20260528_183325.csv,128.0,0.0005,100.0,5.0,144.0,48.0,256.0,720.0,0.0347222222222222,0.048503220917014,20.0,1.0,2639.0,2.0,131.95,0.1,1319.5,0.9812312312312312,1.0,0.0864593908420739,0.0443747110930559,0.1254153915797891,1.090307090365932,-0.5991746520703222,-0.0033655884265899,9.193026223210942e-05,0.0282264158877104,0.0028804803993903,57.7,35.696078215960924,6.0,0.7745966692414834,59.850882607085545,0.3919426878122211,0.0478573423536298,0.0003321841544087,5,4,5,2,2,3,2,1
Ring,Data\Input\Subsets\Ring\1644693049_20260528_183325.csv,128.0,0.0005,100.0,5.0,144.0,48.0,256.0,720.0,0.0347222222222222,0.042188529993408,20.0,1.0,3034.0,2.0,151.7,0.1,1517.0,0.9804177545691906,1.0,0.0879461085653992,0.0760991657026377,0.1081862663660069,1.0919292748074292,-0.6059528355358428,-0.0032420792281627,7.690248972545075e-05,0.0371023643636989,0.0038566652553618,51.4,34.27010358898846,6.3,0.7810249675906654,59.75756079496358,0.2736825840974214,0.0478732236022438,0.0002186542710625,4,3,5,2,1,1,1,1
Ring,Data\Input\Subsets\Ring\335496335_20260528_183325.csv,128.0,0.0005,100.0,5.0,144.0,48.0,256.0,720.0,0.0347222222222222,0.029203741729409,20.0,1.0,4383.0,2.0,219.15,0.1,2191.5,0.9805693628558518,1.0,0.0836647883411644,0.0713807704969533,0.1079789400709381,1.0872643690230277,-0.5857880780671718,-0.002666180551052,0.0001544998972254,0.0289035793406079,0.004052257508477,52.3,39.73675880088863,5.0,0.6324555320336759,59.460436983088506,0.2647327444385878,0.0482378941045497,0.00023157391169,4,4,5,2,1,1,2,3
Ring,Data\Input\Subsets\Ring\1085657079_20260528_183326.csv,128.0,0.0005,100.0,5.0,144.0,48.0,256.0,720.0,0.0347222222222222,0.0250440226961455,20.0,1.0,5111.0,2.0,255.55,0.1,2555.5,0.9810077519379844,1.0,0.0852633148992186,0.071508783681456,0.0989506668809967,1.089003779869362,-0.5935525003869615,-0.0023088547885417,0.0001248226694349,0.0254456956626942,0.0032091376855341,41.0,34.87405912709331,4.2,0.6,59.2189853104555,0.6051882494105731,0.0484302594983317,0.0004617262554014,5,4,4,2,1,1,3,2
Ring,Data\Input\Subsets\Ring\3426908875_20260528_183327.csv,128.0,0.0005,100.0,5.0,144.0,48.0,256.0,720.0,0.0347222222222222,0.0216985929818613,20.0,1.0,5899.0,2.0,294.95,0.1,2949.5,0.980859637340497,1.0,0.0856313464907431,0.0683339275400833,0.1050937765142041,1.089404641423977,-0.5952997793508988,-0.0020917244553565,0.0002096694085097,0.028915508720876,0.0033938849911293,32.2,34.91647175761033,4.1,0.9433981132056604,58.841254166152325,0.4212378654883307,0.0487195061494771,0.0004325311343009,4,3,4,1,2,1,2,1
Ring,Data\Input\Subsets\Ring\1640699983_20260528_183327.csv,128.0,0.0005,100.0,5.0,144.0,48.0,256.0,720.0,0.0347222222222222,0.0192192192192192,20.0,1.0,6660.0,2.0,333.0,0.1,3330.0,0.9809637120761452,1.0,0.0871050562432443,0.0707153962907012,0.1064770185900958,1.0910112912454395,-0.6021465128181794,-0.0016436952352523,0.0001048583010695,0.0292464218940237,0.0031834878897808,22.5,21.233228675827892,3.6,1.1135528725660042,58.42710776447352,0.6785003419096516,0.0491625025398443,0.0006270142538947,3,2,2,1,1,1,1,1
Ring,,128.0,0.0005,100.0,5.0,144.0,48.0,256.0,720.0,0.0347222222222222,0.0172972972972972,20.0,1.0,7400.0,2.0,370.0,0.1,3700.0,0.9807280513918628,1.0,0.0860025629873833,0.0749565452473424,0.1029871154600083,1.089809121468578,-0.5970469821379285,-0.0014050529599189,0.0002192881824588,0.0273572343507979,0.0042228631931761,28.9,28.97395382063,3.7,1.2688577540449522,58.295765954820375,0.7192059406939428,0.0492822910609258,0.0006967625090576,3,3,3,1,1,1,2,2
Salaries 2023,Data\Input\Subsets\Salaries 2023\1364305213_20260528_183327.csv,16.0,0.0005,240.0,6.0,122.66666666666669,16.0,256.0,736.0,0.0489130434782608,0.0155339805825242,10.0,0.3,1030.0,3.0,103.0,0.3,343.3333333333333,0.144578313253012,0.2,0.1157711217993468,0.0127313789056807,0.5239583174737745,1.122738872270655,-0.2613289438984134,-0.000175334389011,7.613524999234317e-05,0.0404209378567883,0.0184543675573752,13.1,4.968903299521938,2.4,0.66332495807108,44.82774749491787,0.4327246398325224,0.0678519402592041,0.0011995465387577,1,3,4,2,3,5,5,5
Salaries 2023,Data\Input\Subsets\Salaries 2023\152358394_20260528_183328.csv,16.0,0.0005,240.0,6.0,122.66666666666669,16.0,256.0,736.0,0.0489130434782608,0.0096969696969696,10.0,0.3,1650.0,2.0,165.0,0.2,825.0,0.0617760617760617,0.2,0.0219048003328133,0.0004145507358481,0.1293595365999438,1.022146471834512,0.0131803970734587,-5.388880769411724e-07,2.3299883390379894e-07,-0.0004030122373929,0.0011479081537168,240.0,0.0,2.0,0.0,49.60325479017068,0.1967056937053795,0.0551600529764656,0.0001461259624458,1,1,1,2,1,1,1,1
Salaries 2023,Data\Input\Subsets\Salaries 2023\2238370161_20260528_183328.csv,16.0,0.0005,240.0,6.0,122.66666666666669,16.0,256.0,736.0,0.0489130434782608,0.0072137060414788,10.0,0.3,2218.0,2.0,221.8,0.2,1109.0,0.4272844272844273,0.2,0.0778158238644665,0.0,0.3264288742396125,1.0809235600119451,-0.215675541342719,-1.867475608984632e-06,0.000622330357051,0.0262423274809785,0.0120105922570472,9.6,4.317406628984581,3.7,2.0518284528683197,42.5331072060044,0.7182518661333731,0.0753802697986608,0.0018489511542952,1,2,3,3,2,5,3,4
