dataset_name,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,layer_normalisation,batch_normalisation,weight_decay,baseline,dropout,prune,weight_normalisation,weight_perturbation
Mofn_3_7_10,10.0,1.0,0.0,2.0,1.0,0,1.0,0.2903225806451613,0.0,0,0,0,0,2.0,0,0,0,0,0,1,0,0
Mofn_3_7_10,10.0,1.0,1.0,2.0,1.0,0,1.0,0.2924528301886792,0.0,0,0,1,0,2.0,0,0,0,0,0,0,1,0
Mofn_3_7_10,10.0,1.0,1.0,2.0,1.0,0,2.0,0.2951388888888889,0.0,0,0,0,0,2.0,1,0,0,0,0,0,1,1
Mofn_3_7_10,10.0,1.0,1.0,2.0,1.0,0,2.0,0.2941176470588235,0.0,0,1,0,0,2.0,0,0,0,0,0,0,1,0
Mofn_3_7_10,10.0,1.0,1.0,2.0,1.0,0,2.0,0.2924107142857143,0.0,0,0,0,0,2.0,0,0,0,0,0,0,1,0
Mofn_3_7_10,10.0,1.0,1.0,2.0,1.0,0,2.0,0.2924187725631769,0.0,0,0,0,0,2.0,0,0,0,0,0,0,1,0
Mofn_3_7_10,10.0,1.0,2.0,2.0,2.0,0,2.0,0.2921013412816691,0.0,0,0,0,0,2.0,0,0,0,0,0,0,1,0
Mofn_3_7_10,10.0,1.0,2.0,2.0,2.0,0,2.0,0.2935393258426966,0.0,0,1,0,0,2.0,0,0,0,0,0,0,1,0
Mushroom,22.0,0.0,3.0,5.0,2.0,1,3.0,0.0725623582766439,0.0,3,0,2,3,0.0,0,1,0,0,0,0,0,0
Mushroom,22.0,0.0,3.0,4.0,2.0,0,3.0,0.010204081632653,0.0,3,0,2,3,0.0,0,0,0,0,0,1,0,0
Mushroom,22.0,0.0,0.0,2.0,0.0,0,1.0,0.1875,0.0,3,0,2,3,0.0,0,0,0,0,0,0,0,1
Mushroom,22.0,0.0,4.0,8.0,3.0,1,3.0,0.010204081632653,0.0,3,0,3,3,0.0,0,0,0,0,1,0,0,0
Mushroom,22.0,0.0,3.0,8.0,2.0,1,2.0,0.0166666666666666,0.0,3,0,3,3,0.0,0,0,1,0,0,0,0,0
Mushroom,17.0,0.0,4.0,9.0,3.0,2,3.0,0.010204081632653,0.0,3,0,3,3,0.0,0,1,1,0,0,0,1,0
Mushroom,17.0,0.0,4.0,9.0,3.0,2,3.0,0.010204081632653,0.0,3,0,3,3,0.0,0,0,0,0,1,0,0,0
Mushroom,17.0,0.0,4.0,9.0,3.0,2,3.0,0.010204081632653,0.0,3,0,3,3,0.0,1,0,1,0,0,0,0,0
Mushroom,17.0,0.0,4.0,9.0,3.0,2,3.0,0.010204081632653,0.0,3,0,3,3,0.0,0,1,0,0,0,0,0,0
Mushroom,17.0,0.0,4.0,9.0,3.0,2,3.0,0.010204081632653,0.0,3,0,3,3,0.0,0,0,1,0,0,1,0,0
Mushroom,17.0,0.0,4.0,9.0,3.0,2,3.0,0.010204081632653,0.0,3,0,3,3,0.0,0,1,1,1,0,0,1,0
Mushroom,17.0,0.0,4.0,9.0,3.0,2,3.0,0.010204081632653,0.0,3,0,3,3,0.0,0,0,0,0,0,0,1,1
Mushroom,17.0,0.0,4.0,9.0,3.0,2,3.0,0.010204081632653,0.0,3,0,3,3,0.0,0,0,1,0,1,0,1,0
Mushroom,17.0,0.0,4.0,9.0,3.0,2,3.0,0.010204081632653,0.0,3,0,3,3,0.0,0,1,0,0,0,0,0,0
Mushroom,17.0,0.0,4.0,9.0,3.0,2,3.0,0.010204081632653,0.0,3,0,3,3,0.0,0,0,1,0,1,0,1,0
Nursery,8.0,0.125,4.0,3.0,4.0,1,4.0,0.0759259259259259,0.0,2,1,3,2,0.0,0,1,0,1,1,1,0,1
Nursery,8.0,0.125,4.0,2.0,4.0,1,4.0,0.9875,0.0,2,1,3,2,0.0,1,1,0,1,1,1,1,1
Nursery,8.0,0.125,4.0,3.0,4.0,1,4.0,0.9361111111111112,0.0,2,1,3,2,2.0,0,0,1,0,0,1,0,0
Nursery,7.0,0.1428571428571428,4.0,4.0,4.0,2,4.0,0.0759259259259259,0.0,2,1,3,2,2.0,1,0,1,0,0,1,1,0
Nursery,4.0,0.25,4.0,4.0,4.0,2,4.0,0.0759259259259259,0.0,1,1,1,1,4.0,0,1,0,0,0,0,0,0
Nursery,7.0,0.1428571428571428,4.0,4.0,4.0,2,4.0,0.0759259259259259,0.0,2,1,3,2,2.0,1,1,0,0,0,1,1,0
Nursery,4.0,0.25,4.0,4.0,4.0,2,4.0,0.0759259259259259,0.0,3,2,3,3,2.0,0,0,1,0,0,0,0,0
Nursery,6.0,0.1666666666666666,4.0,4.0,4.0,2,4.0,0.0759259259259259,0.0,2,1,3,2,2.0,0,1,0,0,0,0,0,0
Nursery,5.0,0.2,4.0,4.0,4.0,2,4.0,0.0759259259259259,0.0,1,1,1,1,3.0,0,1,0,0,1,0,0,0
Nursery,8.0,0.125,2.0,4.0,2.0,1,2.0,0.0760330578512396,0.0,2,1,3,2,2.0,0,0,0,0,0,1,0,0
Nursery,8.0,0.125,3.0,4.0,3.0,1,3.0,0.0760135135135135,0.0,2,1,3,2,2.0,0,0,1,0,0,1,0,0
Nursery,8.0,0.125,3.0,4.0,3.0,1,3.0,0.0760135135135135,0.0,2,1,3,2,2.0,0,0,1,0,0,0,0,0
Nursery,8.0,0.125,3.0,4.0,3.0,1,3.0,0.0760135135135135,0.0,2,1,3,2,2.0,0,0,0,0,0,1,0,0
Nursery,8.0,0.125,3.0,4.0,3.0,1,3.0,0.0760135135135135,0.0,2,1,3,2,2.0,0,0,0,0,0,1,0,0
Nursery,8.0,0.125,3.0,4.0,3.0,1,3.0,0.0760135135135135,0.0,2,1,3,2,2.0,0,0,1,0,0,1,1,0
Obesity Levels,16.0,0.5,2.0,6.0,2.0,1,2.0,0.8240740740740741,0.1875,3,2,3,3,0.0,0,0,0,0,0,0,1,0
Obesity Levels,16.0,0.5,2.0,3.0,1.0,0,2.0,0.946808510638298,0.125,3,1,3,3,0.0,0,0,0,0,0,1,0,0
Obesity Levels,16.0,0.5,2.0,6.0,2.0,1,2.0,0.7606837606837606,0.125,3,1,3,3,0.0,0,0,0,0,0,1,1,0
Obesity Levels,16.0,0.5,1.0,2.0,1.0,0,2.0,0.9166666666666666,0.3125,3,1,3,3,0.0,0,1,0,0,0,0,0,0
Obesity Levels,16.0,0.5,1.0,2.0,1.0,0,2.0,0.9230769230769232,0.3125,3,1,2,3,0.0,0,1,0,0,0,0,0,1
Obesity Levels,15.0,0.5333333333333333,2.0,7.0,2.0,1,2.0,0.7606837606837606,0.2666666666666666,3,2,3,3,0.0,0,0,0,1,0,0,1,1
Obesity Levels,13.0,0.6153846153846154,2.0,7.0,2.0,2,2.0,0.7606837606837606,0.3076923076923077,3,2,3,3,0.0,0,0,0,1,0,0,0,1
Obesity Levels,12.0,0.6666666666666666,2.0,7.0,2.0,2,2.0,0.7606837606837606,0.3333333333333333,3,2,3,3,0.0,0,0,0,0,0,0,1,1
Obesity Levels,12.0,0.5,2.0,7.0,2.0,2,2.0,0.7606837606837606,0.25,3,2,3,3,0.0,0,0,0,0,0,0,0,1
Obesity Levels,10.0,0.5,2.0,7.0,2.0,2,2.0,0.7606837606837606,0.2,3,2,3,3,0.0,0,0,0,0,0,0,1,0
Obesity Levels,16.0,0.5,1.0,7.0,1.0,1,1.0,0.7647058823529411,0.125,3,2,3,3,0.0,0,1,0,0,0,0,0,0
Obesity Levels,16.0,0.5,1.0,7.0,1.0,1,1.0,0.7526881720430108,0.1875,3,2,3,3,0.0,0,0,1,0,1,0,1,1
Obesity Levels,16.0,0.5,2.0,7.0,1.0,1,1.0,0.7572254335260116,0.125,3,1,3,3,0.0,0,0,0,1,1,0,1,1
Obesity Levels,16.0,0.5,2.0,7.0,2.0,1,2.0,0.762114537444934,0.25,3,2,3,3,0.0,1,0,0,1,0,0,1,1
Obesity Levels,16.0,0.5,2.0,7.0,2.0,1,2.0,0.759493670886076,0.125,3,2,3,3,0.0,0,0,0,1,0,0,1,0
Online shopper,11.0,0.8181818181818182,4.0,2.0,4.0,0,4.0,0.1852966883558318,0.8181818181818182,0,0,1,0,2.0,0,0,0,0,0,1,0,0
Online shopper,13.0,0.7692307692307693,4.0,2.0,3.0,0,4.0,0.1852966883558318,0.7692307692307693,0,0,1,0,2.0,0,0,1,0,0,0,0,0
Online shopper,11.0,0.8181818181818182,4.0,2.0,4.0,0,4.0,0.1852966883558318,0.8181818181818182,0,0,1,0,2.0,0,0,0,0,0,1,0,0
Online shopper,13.0,0.7692307692307693,4.0,2.0,3.0,0,4.0,0.1852966883558318,0.7692307692307693,0,0,1,0,2.0,0,0,1,0,1,1,0,0
Online shopper,12.0,0.8333333333333334,4.0,2.0,3.0,0,4.0,0.1852966883558318,0.8333333333333334,0,1,0,0,3.0,0,0,0,0,1,0,0,0
Online shopper,12.0,0.75,4.0,2.0,3.0,0,4.0,0.1852966883558318,0.75,0,0,0,0,3.0,0,0,0,0,0,1,0,0
Online shopper,14.0,0.7857142857142857,4.0,2.0,3.0,0,4.0,0.1852966883558318,0.7857142857142857,0,0,1,0,2.0,0,0,0,0,0,1,0,0
Online shopper,17.0,0.8235294117647058,2.0,2.0,1.0,0,2.0,0.1856990394877267,0.7647058823529411,0,0,1,0,0.0,0,0,0,0,0,1,0,0
Online shopper,17.0,0.8235294117647058,3.0,2.0,2.0,0,3.0,0.1852928957208142,0.8235294117647058,0,0,1,0,2.0,0,0,1,0,1,1,0,0
Online shopper,17.0,0.8235294117647058,3.0,2.0,2.0,0,3.0,0.1851851851851851,0.8235294117647058,0,0,1,0,2.0,0,0,1,1,0,0,1,1
Online shopper,17.0,0.8235294117647058,3.0,2.0,3.0,0,4.0,0.1853130755064456,0.8235294117647058,0,0,1,0,1.0,0,0,0,0,0,1,0,0
Online shopper,17.0,0.8235294117647058,4.0,2.0,3.0,0,4.0,0.1853777416734362,0.8235294117647058,0,1,1,0,2.0,0,0,0,0,1,0,0,0
Online shopper,17.0,0.8235294117647058,4.0,2.0,3.0,0,4.0,0.1853043711450791,0.8235294117647058,0,0,1,0,1.0,0,0,0,0,1,1,0,0
Online shopper,17.0,0.8235294117647058,4.0,2.0,3.0,0,4.0,0.1852312282446544,0.8235294117647058,0,0,1,0,1.0,0,0,0,0,0,1,0,0
Online shopper,17.0,0.8235294117647058,4.0,2.0,3.0,0,4.0,0.1852811049962231,0.8235294117647058,0,0,1,0,1.0,0,0,1,0,1,1,0,0
Page Blocks,10.0,1.0,3.0,4.0,3.0,1,3.0,0.0057271425649417,1.0,1,3,0,1,0.0,1,0,0,0,0,0,0,0
Page Blocks,10.0,1.0,3.0,4.0,3.0,1,3.0,0.0057271425649417,1.0,2,3,1,2,0.0,1,0,0,0,0,0,0,0
Page Blocks,10.0,1.0,3.0,3.0,3.0,1,3.0,0.0057271425649417,1.0,1,2,0,1,0.0,1,0,0,0,0,0,0,0
Page Blocks,10.0,1.0,3.0,3.0,3.0,1,3.0,0.0233176518715483,1.0,2,2,1,2,0.0,1,0,0,0,0,0,0,0
Page Blocks,10.0,1.0,1.0,2.0,1.0,0,2.0,0.1980830670926517,0.9,2,0,2,2,0.0,1,0,0,0,0,0,0,0
Page Blocks,8.0,1.0,3.0,5.0,3.0,2,3.0,0.0057271425649417,1.0,2,3,2,2,0.0,1,0,0,0,0,0,0,0
Page Blocks,5.0,1.0,3.0,5.0,4.0,2,3.0,0.0057271425649417,1.0,2,3,2,2,0.0,1,0,0,0,0,0,0,0
Page Blocks,5.0,1.0,3.0,5.0,4.0,2,3.0,0.0057271425649417,1.0,2,3,1,2,0.0,1,0,0,0,0,0,0,1
Page Blocks,8.0,1.0,3.0,5.0,3.0,2,3.0,0.0057271425649417,1.0,2,3,2,2,0.0,1,0,0,0,0,0,0,0
Page Blocks,9.0,1.0,3.0,5.0,3.0,2,3.0,0.0057271425649417,1.0,2,3,2,2,0.0,1,0,0,0,0,0,0,0
Page Blocks,10.0,1.0,0.0,2.0,1.0,0,1.0,0.0637254901960784,1.0,1,0,1,1,0.0,0,0,1,0,1,1,1,0
Page Blocks,10.0,1.0,2.0,5.0,2.0,1,2.0,0.0060572687224669,1.0,2,3,1,2,0.0,1,0,0,0,0,0,0,0
Page Blocks,10.0,1.0,3.0,5.0,3.0,1,2.0,0.0056247488951386,1.0,2,3,1,2,0.0,1,0,0,0,0,0,0,0
Page Blocks,10.0,1.0,3.0,5.0,3.0,1,3.0,0.0058214747736093,1.0,2,3,2,2,0.0,1,0,0,0,0,0,1,0
Page Blocks,10.0,1.0,3.0,5.0,3.0,1,3.0,0.0056818181818181,1.0,2,3,2,2,0.0,1,0,0,0,0,0,0,0
Parity5,9.0,1.0,2.0,2.0,2.0,1,2.0,1.0,0.0,0,0,0,0,4.0,1,1,0,1,1,1,0,0
Parity5,7.0,1.0,2.0,2.0,2.0,1,2.0,1.0,0.0,0,0,0,0,4.0,0,0,1,0,0,0,0,0
Parity5,7.0,1.0,2.0,2.0,2.0,1,2.0,1.0,0.0,0,0,0,0,4.0,0,0,0,0,0,0,0,1
Parity5,7.0,1.0,2.0,2.0,2.0,1,2.0,1.0,0.0,0,0,0,0,4.0,0,0,1,0,0,0,0,0
Parity5,8.0,1.0,2.0,2.0,2.0,1,2.0,1.0,0.0,0,0,0,0,4.0,0,0,1,0,0,0,0,0
Parity5,7.0,1.0,2.0,2.0,2.0,1,2.0,1.0,0.0,0,0,0,0,4.0,0,0,1,0,0,0,0,0
Parity5,5.0,1.0,2.0,2.0,2.0,1,2.0,1.0,0.0,0,0,0,0,4.0,0,0,1,0,0,0,0,0
Parity5,10.0,1.0,0.0,2.0,0.0,0,1.0,1.0,0.0,0,0,0,0,4.0,0,0,1,0,0,0,0,0
Parity5,10.0,1.0,1.0,2.0,1.0,0,1.0,1.0,0.0,0,0,0,0,3.0,0,0,1,0,0,0,0,0
Parity5,10.0,1.0,1.0,2.0,1.0,0,2.0,0.9952153110047848,0.0,0,0,0,0,4.0,1,0,0,1,1,1,1,0
Parity5,10.0,1.0,1.0,2.0,1.0,0,2.0,1.0,0.0,0,0,0,0,4.0,0,0,0,0,0,1,0,0
Parity5,10.0,1.0,1.0,2.0,1.0,0,2.0,1.0,0.0,0,0,0,0,4.0,0,0,0,0,0,1,0,0
Parity5,10.0,1.0,1.0,2.0,1.0,0,2.0,0.9972527472527472,0.0,0,0,0,0,4.0,0,1,0,0,0,1,0,0
Parity5,10.0,1.0,2.0,2.0,2.0,0,2.0,0.9977728285077953,0.0,0,0,0,0,4.0,0,0,0,0,0,1,0,0
Parity5,10.0,1.0,2.0,2.0,2.0,0,2.0,0.9978308026030368,0.0,0,0,0,0,4.0,0,1,0,1,0,1,0,1
Pendigits,16.0,1.0,3.0,3.0,2.0,0,3.0,0.9230096237970252,0.375,3,3,3,3,0.0,1,1,0,0,0,1,0,0
Pendigits,16.0,1.0,3.0,4.0,2.0,1,3.0,0.9222027972027972,0.375,3,3,3,3,0.0,1,0,0,0,0,0,0,0
Pendigits,16.0,1.0,3.0,3.0,2.0,0,3.0,0.9230096237970252,0.375,3,3,2,3,0.0,1,1,0,0,0,0,0,0
Pendigits,16.0,1.0,4.0,7.0,3.0,1,3.0,0.9222027972027972,0.1875,3,3,3,3,0.0,1,0,0,0,0,0,0,0
Pendigits,16.0,1.0,3.0,3.0,2.0,0,3.0,0.9991258741258742,0.4375,3,3,3,3,0.0,0,1,1,0,1,0,0,0
Pendigits,9.0,1.0,4.0,10.0,4.0,3,3.0,0.9222027972027972,0.2222222222222222,3,3,3,3,0.0,1,0,0,0,0,0,0,0
Pendigits,9.0,1.0,4.0,10.0,4.0,3,3.0,0.9222027972027972,0.1111111111111111,3,3,3,3,0.0,1,0,0,0,0,0,0,0
Pendigits,15.0,1.0,4.0,10.0,3.0,2,3.0,0.9222027972027972,0.2,3,3,3,3,0.0,1,0,0,0,0,0,0,0
Pendigits,13.0,1.0,4.0,10.0,3.0,2,3.0,0.9222027972027972,0.1538461538461538,3,3,3,3,0.0,1,0,0,0,0,0,0,0
Pendigits,11.0,1.0,4.0,10.0,3.0,2,3.0,0.9222027972027972,0.1818181818181818,3,3,3,3,0.0,1,0,0,0,0,0,0,0
Pendigits,16.0,1.0,2.0,10.0,2.0,2,2.0,0.919431279620853,0.1875,3,3,3,3,0.0,1,0,0,0,0,0,0,0
Pendigits,16.0,1.0,3.0,10.0,2.0,2,2.0,0.9217877094972068,0.1875,3,3,3,3,0.0,1,0,0,0,0,0,0,0
Pendigits,16.0,1.0,3.0,10.0,3.0,2,2.0,0.9207708779443254,0.1875,3,3,3,3,0.0,1,0,0,0,0,0,0,0
Pendigits,16.0,1.0,4.0,10.0,3.0,2,3.0,0.9211428571428572,0.1875,3,3,3,3,0.0,1,0,0,0,0,0,0,0
Pendigits,16.0,1.0,4.0,10.0,3.0,2,3.0,0.921218487394958,0.1875,3,3,3,3,0.0,1,0,0,0,0,0,0,0
Pima Indians Diabetes,5.0,1.0,2.0,2.0,2.0,1,2.0,0.536,1.0,1,0,1,1,3.0,0,1,1,0,0,1,0,0
Pima Indians Diabetes,6.0,1.0,2.0,2.0,2.0,1,2.0,0.536,1.0,1,0,1,1,3.0,0,1,1,0,0,0,0,0
Pima Indians Diabetes,6.0,1.0,2.0,2.0,2.0,1,2.0,0.536,1.0,0,0,0,0,3.0,0,0,1,0,0,0,0,0
Pima Indians Diabetes,6.0,1.0,2.0,2.0,2.0,1,2.0,0.536,1.0,1,2,0,1,3.0,0,1,1,0,0,0,0,0
Pima Indians Diabetes,4.0,1.0,2.0,2.0,2.0,1,2.0,0.536,1.0,1,1,1,1,3.0,0,0,1,0,0,0,0,0
Pima Indians Diabetes,4.0,1.0,2.0,2.0,2.0,1,2.0,0.536,1.0,1,1,1,1,3.0,0,0,0,0,0,1,0,1
Pima Indians Diabetes,4.0,1.0,2.0,2.0,2.0,1,2.0,0.536,1.0,2,2,1,2,2.0,0,0,1,1,0,0,0,0
Pima Indians Diabetes,8.0,1.0,0.0,2.0,0.0,1,1.0,0.5339805825242718,0.75,1,0,0,1,2.0,0,0,0,1,0,0,0,0
Pima Indians Diabetes,8.0,1.0,0.0,2.0,1.0,1,1.0,0.5342465753424658,0.875,1,0,0,1,2.0,1,1,0,0,0,0,0,0
Pima Indians Diabetes,8.0,1.0,1.0,2.0,1.0,1,1.0,0.538860103626943,0.875,1,1,1,1,2.0,1,1,1,0,0,1,0,0
Pima Indians Diabetes,8.0,1.0,1.0,2.0,1.0,1,2.0,0.5333333333333333,1.0,1,0,1,1,2.0,0,0,1,0,0,0,0,0
Pima Indians Diabetes,8.0,1.0,1.0,2.0,1.0,1,2.0,0.5364238410596026,1.0,1,0,1,1,2.0,0,1,1,0,0,0,0,1
Pima Indians Diabetes,8.0,1.0,1.0,2.0,1.0,1,2.0,0.5363128491620112,1.0,1,0,1,1,2.0,0,0,0,0,1,0,0,0
Pima Indians Diabetes,8.0,1.0,1.0,2.0,2.0,1,2.0,0.5364705882352941,1.0,1,2,1,1,2.0,0,0,1,0,0,0,0,0
Pima Indians Diabetes,8.0,1.0,1.0,2.0,2.0,1,2.0,0.5355555555555556,1.0,1,0,1,1,2.0,0,0,1,0,0,0,1,0
Ring,18.0,1.0,4.0,2.0,3.0,0,4.0,0.9807280513918628,1.0,2,3,0,2,0.0,0,0,0,0,0,1,1,0
Ring,18.0,1.0,4.0,2.0,3.0,0,4.0,0.9807280513918628,1.0,2,3,0,2,0.0,0,0,1,1,0,0,1,0
Ring,15.0,1.0,4.0,2.0,3.0,0,4.0,0.9807280513918628,1.0,2,3,0,2,0.0,0,0,1,0,0,0,0,0
Ring,10.0,1.0,4.0,2.0,3.0,0,4.0,0.9807280513918628,1.0,2,3,0,2,0.0,0,0,1,1,1,1,1,0
Ring,19.0,1.0,4.0,2.0,3.0,0,4.0,0.9807280513918628,1.0,2,3,0,2,0.0,0,0,1,1,0,0,0,1
Ring,13.0,1.0,4.0,2.0,3.0,0,4.0,0.9807280513918628,1.0,2,3,1,2,0.0,0,0,1,1,0,0,1,1
Ring,10.0,1.0,4.0,2.0,3.0,0,4.0,0.9807280513918628,1.0,2,3,0,2,0.0,0,0,1,0,0,0,1,0
Ring,20.0,1.0,0.0,2.0,0.0,0,1.0,0.988095238095238,1.0,2,0,1,2,0.0,0,0,1,1,1,1,0,1
Ring,20.0,1.0,2.0,2.0,1.0,0,3.0,0.9819694868238558,1.0,2,3,1,2,0.0,0,0,1,0,0,1,0,1
Ring,20.0,1.0,3.0,2.0,2.0,0,3.0,0.9813664596273292,1.0,2,3,1,2,0.0,0,0,1,1,1,1,1,1
Ring,20.0,1.0,3.0,2.0,2.0,0,3.0,0.9812154696132596,1.0,2,3,1,2,0.0,0,0,1,0,0,1,0,0
Ring,20.0,1.0,3.0,2.0,2.0,0,3.0,0.980684811237928,1.0,2,3,1,2,0.0,0,0,1,1,0,1,0,0
Ring,20.0,1.0,3.0,2.0,2.0,0,3.0,0.9808163265306122,1.0,2,3,1,2,0.0,0,0,0,0,0,0,1,1
Ring,20.0,1.0,3.0,2.0,3.0,0,4.0,0.9804506295559974,1.0,2,3,1,2,0.0,0,0,1,0,0,1,1,1
Ring,20.0,1.0,4.0,2.0,3.0,0,4.0,0.9809637120761452,1.0,2,3,1,2,0.0,0,0,1,1,0,1,0,1
Salaries 2023,10.0,0.3,3.0,3.0,2.0,1,3.0,0.1737451737451737,0.2,2,2,2,2,0.0,0,1,0,0,0,0,0,0
Salaries 2023,10.0,0.3,2.0,2.0,2.0,0,2.0,0.4066265060240964,0.2,1,1,2,1,0.0,0,0,0,0,1,0,0,0
Salaries 2023,10.0,0.3,3.0,3.0,2.0,1,3.0,0.0617760617760617,0.2,2,1,2,2,0.0,0,1,0,0,0,0,0,0
Salaries 2023,7.0,0.2857142857142857,3.0,4.0,3.0,2,3.0,0.0617760617760617,0.2857142857142857,3,2,2,3,0.0,0,1,0,0,0,0,0,0
Salaries 2023,8.0,0.25,3.0,4.0,3.0,1,3.0,0.0617760617760617,0.125,2,2,2,2,0.0,0,1,0,0,0,0,1,0
Salaries 2023,7.0,0.2857142857142857,3.0,4.0,3.0,2,3.0,0.0617760617760617,0.1428571428571428,2,2,2,2,0.0,0,1,0,0,0,0,0,0
Salaries 2023,8.0,0.375,3.0,4.0,3.0,1,3.0,0.0617760617760617,0.25,2,2,1,2,2.0,0,1,1,1,0,0,0,0
Salaries 2023,5.0,0.2,3.0,4.0,3.0,2,3.0,0.0617760617760617,0.0,2,3,1,2,3.0,0,1,0,0,0,0,1,0
Salaries 2023,8.0,0.375,3.0,4.0,3.0,1,3.0,0.0617760617760617,0.25,2,2,2,2,0.0,0,1,0,0,0,0,0,0
Salaries 2023,10.0,0.3,1.0,4.0,1.0,1,1.0,0.0625,0.2,3,2,3,3,0.0,0,0,0,0,0,1,0,0
Salaries 2023,10.0,0.3,2.0,4.0,2.0,1,2.0,0.060931899641577,0.2,3,0,3,3,0.0,0,1,0,0,0,1,0,0
Salaries 2023,10.0,0.3,2.0,4.0,2.0,1,2.0,0.062420382165605,0.2,2,2,3,2,0.0,0,0,0,0,0,0,0,1
Salaries 2023,10.0,0.3,2.0,4.0,2.0,1,2.0,0.0615763546798029,0.2,2,0,3,2,0.0,0,1,0,0,0,0,0,0
Salaries 2023,10.0,0.3,2.0,4.0,2.0,1,2.0,0.0613786591123701,0.2,2,2,3,2,0.0,0,1,0,0,0,0,0,0
Salaries 2023,10.0,0.3,3.0,4.0,2.0,1,2.0,0.0615164520743919,0.2,2,0,3,2,0.0,0,1,0,0,0,0,0,0
Schizo,10.0,1.0,1.0,3.0,1.0,1,1.0,0.31,0.0,1,0,0,1,3.0,1,1,0,0,1,0,0,1
Schizo,10.0,1.0,1.0,3.0,1.0,1,1.0,0.31,0.0,1,0,0,1,3.0,0,0,1,1,0,0,1,0
Schizo,6.0,1.0,1.0,3.0,1.0,1,1.0,0.31,0.0,0,0,0,0,3.0,1,1,1,0,0,1,0,0
Schizo,11.0,1.0,1.0,3.0,1.0,1,1.0,0.31,0.0,0,2,0,0,3.0,1,0,0,0,0,0,0,0
Schizo,10.0,1.0,1.0,3.0,1.0,1,1.0,0.31,0.0,1,0,0,1,3.0,1,0,0,1,1,0,1,0
Schizo,6.0,1.0,1.0,3.0,1.0,1,1.0,0.31,0.0,1,1,0,1,3.0,1,0,1,0,0,0,0,0
Schizo,11.0,1.0,1.0,3.0,1.0,1,1.0,0.31,0.0,0,2,0,0,3.0,0,0,0,0,0,0,1,0
Schizo,12.0,1.0,0.0,3.0,0.0,1,0.0,0.3088235294117647,0.0,1,0,1,1,2.0,0,0,0,0,0,1,0,1
Schizo,12.0,1.0,0.0,3.0,0.0,1,1.0,0.3085106382978723,0.0,0,0,1,0,3.0,1,0,0,0,0,0,0,1
Schizo,12.0,1.0,0.0,3.0,0.0,1,1.0,0.3092783505154639,0.0,1,1,0,1,2.0,0,1,1,0,1,0,0,0
Schizo,12.0,1.0,0.0,3.0,0.0,1,1.0,0.3135593220338983,0.0,1,1,1,1,2.0,1,0,0,0,1,0,0,0
Schizo,12.0,1.0,0.0,3.0,0.0,1,1.0,0.3138686131386861,0.0,1,0,0,1,2.0,1,0,0,0,0,0,0,0
Schizo,12.0,1.0,0.0,3.0,1.0,1,1.0,0.3108108108108108,0.0,0,0,0,0,3.0,0,0,1,0,0,1,0,0
Schizo,12.0,1.0,1.0,3.0,1.0,1,1.0,0.3125,0.0,1,2,0,1,2.0,1,0,0,0,0,0,0,0
Schizo,12.0,1.0,1.0,3.0,1.0,1,1.0,0.3111111111111111,0.0,1,0,0,1,2.0,1,0,0,0,1,0,0,0
Segmentation,18.0,0.8888888888888888,2.0,6.0,2.0,1,2.0,0.9733333333333334,0.6111111111111112,3,2,3,3,0.0,1,0,0,0,0,0,0,0
Segmentation,18.0,0.8888888888888888,2.0,5.0,2.0,1,2.0,0.9733333333333334,0.5555555555555556,3,2,3,3,0.0,1,1,0,0,0,1,1,0
Segmentation,18.0,0.8888888888888888,1.0,2.0,1.0,0,2.0,1.0,0.3888888888888889,3,0,3,3,0.0,0,0,0,1,1,1,1,1
Segmentation,18.0,0.8888888888888888,1.0,2.0,1.0,0,2.0,0.9831649831649832,0.3333333333333333,3,2,3,3,0.0,0,1,0,1,1,0,0,0
Segmentation,18.0,0.8888888888888888,2.0,3.0,1.0,0,2.0,0.9933333333333332,0.3888888888888889,3,1,3,3,0.0,0,0,1,0,0,0,1,0
Segmentation,16.0,0.875,2.0,7.0,2.0,1,2.0,0.9733333333333334,0.8125,3,2,3,3,0.0,1,0,0,0,0,0,0,0
Segmentation,14.0,0.9285714285714286,2.0,7.0,2.0,1,2.0,0.9733333333333334,0.7857142857142857,3,2,3,3,0.0,0,0,0,0,0,1,1,0
Segmentation,9.0,0.8888888888888888,2.0,7.0,2.0,2,2.0,0.9733333333333334,0.7777777777777778,3,2,3,3,0.0,0,0,0,0,0,1,1,0
Segmentation,14.0,0.8571428571428571,2.0,7.0,2.0,1,2.0,0.9733333333333334,0.7142857142857143,3,2,3,3,0.0,0,0,1,0,0,0,1,0
Segmentation,14.0,0.9285714285714286,2.0,7.0,2.0,1,2.0,0.9733333333333334,0.7857142857142857,3,2,3,3,0.0,1,1,0,0,0,0,1,1
Segmentation,18.0,0.8888888888888888,1.0,7.0,0.0,1,0.0,0.9743589743589745,0.6111111111111112,3,3,3,3,0.0,1,0,0,0,0,0,0,0
